PATRON,5.0174,,mg/L,0.5,0.0548,1,1,1,0.055,0.0544,0.0548
BLANCO,-0.0158,,mg/L,54,-0.0002,1,1,1,-0.0001,-0.0001,-0.0003
BLANCO REACTIVO,0,,mg/L,57.4,0.0005,1,1,1,0.0009,0.0005,0.0002
FASE 1,0.0207,,mg/L,94.8,0.0002,1,1,1,0.0003,0.0004,0
FASE 2,0.0258,,mg/L,22.3,0.0003,1,1,1,0.0004,0.0003,0.0002
FASE 3,0.0409,,mg/L,19.6,0.0005,1,1,1,0.0005,0.0004,0.0005
PATRON,4.9714,,mg/L,1,0.0543,1,1,1,0.0543,0.0548,0.0537
BLANCO,-0.0143,,mg/L,63.7,-0.0002,1,1,1,0,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,78,0.0002,1,1,1,0.0004,0.0001,0.0001
VSP NORTE,0.0278,,mg/L,47.5,0.0003,1,1,1,0.0005,0.0002,0.0002
CELDA 8.1,0.0402,,mg/L,31.7,0.0004,1,1,1,0.0003,0.0005,0.0006
CELDA 8.2,0.0495,,mg/L,3.5,0.0005,1,1,1,0.0005,0.0005,0.0006
CELDA 8.3,0.3001,,mg/L,3,0.0033,1,1,1,0.0033,0.0032,0.0034
PATRON,4.9415,,mg/L,0.8,0.0539,1,1,1,0.054,0.0543,0.0535
BLANCO,0.0221,,mg/L,17.8,0.0002,1,1,1,0.0003,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,50.6,0.0004,1,1,1,0.0002,0.0005,0.0005
