PATRON,4.986,,mg/L,0.4,0.1016,0.1017,0.1021,0.1012
BLANCO,0.0058,,mg/L,>100,0.0001,0.0003,0,0.0001
BLANCO REACTIVO,0,,mg/L,17.1,0.0003,0.0003,0.0003,0.0004
H,3.6523,,mg/L,0.8,0.0747,0.0741,0.0753,0.0748
C1,3.681,,mg/L,0.3,0.0753,0.0751,0.0756,0.0753
C2,3.6382,,mg/L,0.8,0.0745,0.075,0.0738,0.0745
PATRON,4.9588,,mg/L,0.4,0.1011,0.1015,0.101,0.1008
BLANCO,0.0038,,mg/L,34.6,0.0001,0.0001,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,20.8,0.0005,0.0004,0.0006,0.0006
C3,3.6059,,mg/L,0.1,0.0738,0.0738,0.0738,0.0738
C4,3.6524,,mg/L,0.5,0.0747,0.0745,0.0746,0.0752
T,3.5874,,mg/L,0.6,0.0734,0.0738,0.0729,0.0735
PATRON,4.9754,,mg/L,0.6,0.1014,0.1011,0.1022,0.101
BLANCO,0,,mg/L,>100,0,0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,24.2,0.0005,0.0006,0.0007,0.0004
DP1,0.0767,,mg/L,11.3,0.0016,0.0017,0.0017,0.0014
DP2,0.1366,,mg/L,1.8,0.0028,0.0028,0.0028,0.0029
DP3,0.1198,,mg/L,1.4,0.0025,0.0025,0.0024,0.0025
PATRON,4.944,,mg/L,0.3,0.1008,0.1005,0.1009,0.101
BLANCO,0.0019,,mg/L,>100,0,0,-0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,15.8,0.0006,0.0005,0.0007,0.0006
DP4,0.273,,mg/L,2.9,0.0056,0.0056,0.0058,0.0055
DP5,0.1222,,mg/L,2.4,0.0025,0.0026,0.0026,0.0025
DP6,22.437,,mg/L,0.3,0.4328,0.4313,0.4342,0.433
PATRON,4.9023,,mg/L,0.3,0.1,0.0996,0.1003,0.0999
BLANCO,-0.0045,,mg/L,63.3,-0.0001,-0.0001,0,-0.0002
BLANCO REACTIVO,0,,mg/L,13.7,0.0009,0.0008,0.001,0.0008
ELY1,3.8028,,mg/L,0.4,0.0778,0.078,0.0775,0.0779
ELY2,3.5876,,mg/L,0.1,0.0734,0.0734,0.0735,0.0733
ELY3,3.6049,,mg/L,0.7,0.0738,0.0732,0.0742,0.074
PATRON,4.9198,,mg/L,1.3,0.1003,0.0989,0.1009,0.1012
BLANCO,0.0051,,mg/L,67,0.0001,0.0001,0,0.0002
BLANCO REACTIVO,0,,mg/L,>100,0,0,-0.0001,0.0002
ELY4,3.6563,,mg/L,0.5,0.0748,0.075,0.0751,0.0744
ELY5,3.4849,,mg/L,0.4,0.0713,0.0716,0.071,0.0715
PATRON,4.9491,,mg/L,0.3,0.1009,0.1009,0.1013,0.1006
BLANCO,0.0011,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,27,0.0003,0.0003,0.0004,0.0002
