PATRON,0.4924,,mg/L,0.7,0.0004,0.0638,-0.0007,1,1,1,0.0641,0.0633,0.0641
BLANCO,0.0033,,mg/L,29.2,0.0001,0.0005,-0.0008,1,1,1,0.0005,0.0003,0.0006
BLANCO REACTIVO,0,,mg/L,7.7,0.0001,-0.0013,0.0012,1,1,1,-0.0014,-0.0012,-0.0012
CELDA 8,-0.0022,,mg/L,>100,0.0008,-0.0003,0.0053,1,1,1,0.0004,-0.0002,-0.0012
CANAL,0.0036,,mg/L,>100,0.0012,0.0005,0.0039,1,1,1,0.0001,-0.0004,0.0019
FASE 1,0.0035,,mg/L,>100,0.0016,0.0005,0.0042,1,1,1,0.0023,-0.0009,0.0001
PATRON,0.5027,,mg/L,1.5,0.001,0.0651,0.0018,1,1,1,0.064,0.0653,0.0659
FASE 2,-0.0016,,mg/L,>100,0.0007,-0.0002,0.0049,1,1,1,0.0006,-0.0007,-0.0006
FASE 3,0.0094,,mg/L,32.5,0.0004,0.0013,0.0039,1,1,1,0.0015,0.0016,0.0008
PATRON,0.5076,,mg/L,0.3,0.0002,0.0657,0.0021,1,1,1,0.0655,0.0657,0.0659
BLANCO,0.0002,,mg/L,>100,0.0006,0,0.0023,1,1,1,0.0003,-0.0006,0.0004
BLANCO REACTIVO,0,,mg/L,54.8,0.0009,-0.0016,0.0012,1,1,1,-0.0006,-0.0022,-0.0019
VSP NORTE,0.005,,mg/L,>100,0.0009,0.0007,0.0045,1,1,1,0.0016,0.0008,-0.0003
CELDA 8.1,0.0087,,mg/L,57.2,0.0007,0.0012,0.0041,1,1,1,0.002,0.0009,0.0007
CELDA 8.2,0.0013,,mg/L,>100,0.0003,0.0002,0.005,1,1,1,0.0003,-0.0002,0.0005
CELDA 8.3,-0.0003,,mg/L,>100,0.0005,0,0.0058,1,1,1,0.0005,-0.0004,-0.0003
PATRON,0.5055,,mg/L,0.7,0.0004,0.0654,0.002,1,1,1,0.0659,0.0653,0.0651
S. RICA,0.0055,,mg/L,39.3,0.0003,0.0008,0.0045,1,1,1,0.0009,0.0004,0.001
PATRON,0.5037,,mg/L,1.5,0.001,0.0652,0.0019,1,1,1,0.0649,0.0644,0.0663
BLANCO,0.0004,,mg/L,>100,0.0009,0.0001,0.0024,1,1,1,-0.001,0.0007,0.0005
BLANCO REACTIVO,0,,mg/L,24.3,0.0003,-0.0011,0.0004,1,1,1,-0.0008,-0.0013,-0.0011
TRITURADORA,-0.0039,,mg/L,72,0.0004,-0.0006,0.005,1,1,1,-0.0001,-0.0009,-0.0006
VICTORIA,-0.0051,,mg/L,81.1,0.0006,-0.0007,0.0046,1,1,1,-0.0001,-0.0012,-0.0008
CELDA 1,0.0038,,mg/L,>100,0.0006,0.0005,0.0031,1,1,1,-0.0001,0.0008,0.0009
CELDA 2,-0.0013,,mg/L,>100,0.0004,-0.0002,0.0046,1,1,1,-0.0002,0.0003,-0.0006
CELDA 3,0.0028,,mg/L,>100,0.0009,0.0004,0.0039,1,1,1,0.0013,-0.0004,0.0003
CELDA 4A,-0.0022,,mg/L,>100,0.001,-0.0003,0.0046,1,1,1,-0.0005,0.0008,-0.0012
CELDA 4B,0.0012,,mg/L,>100,0.0013,0.0002,0.0042,1,1,1,-0.0006,0.0017,-0.0006
CELDA 5A,-0.0041,,mg/L,>100,0.0006,-0.0006,0.0056,1,1,1,-0.0013,-0.0005,0
CELDA 5B,0.0033,,mg/L,>100,0.0007,0.0005,0.0043,1,1,1,0.0006,0.0011,-0.0003
PATRON,0.4926,,mg/L,1.2,0.0008,0.0639,0.0016,1,1,1,0.0631,0.0646,0.0639
BLANCO,-0.0006,,mg/L,>100,0.0005,-0.0001,0.0015,1,1,1,-0.0001,0.0004,-0.0006
BLANCO REACTIVO,0,,mg/L,42.5,0.0008,-0.0019,0.0012,1,1,1,-0.001,-0.0025,-0.0021
