PATRON,5.0753,,mg/L,0.4,0.0533,1,1,1,0.053,0.0534,0.0535
BLANCO,0.0121,,mg/L,>100,0.0001,1,1,1,0.0001,0.0004,-0.0001
BLANCO REACTIVO,0,,mg/L,17.7,0.0005,1,1,1,0.0006,0.0005,0.0004
FASE 1,0.0476,,mg/L,44.6,0.0005,1,1,1,0.0003,0.0005,0.0007
PATRON,4.8189,,mg/L,0.4,0.0494,1,1,1,0.0496,0.0492,0.0494
FASE 2,0.0847,,mg/L,26.3,0.0009,1,1,1,0.0006,0.0009,0.0011
FASE 3,0.0741,,mg/L,8.8,0.0008,1,1,1,0.0007,0.0008,0.0008
PATRON,4.8196,,mg/L,0.5,0.0494,1,1,1,0.0491,0.0496,0.0495
BLANCO,0.0078,,mg/L,>100,0.0001,1,1,1,0.0001,-0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,22.4,0.0008,1,1,1,0.0006,0.0008,0.001
VSP NORTE,0.0441,,mg/L,32.8,0.0005,1,1,1,0.0003,0.0006,0.0004
CELDA 8.1,0.0508,,mg/L,12.9,0.0005,1,1,1,0.0005,0.0006,0.0005
CELDA 8.2,0.067,,mg/L,35.2,0.0007,1,1,1,0.0007,0.0009,0.0004
CELDA 8.3,0.7871,,mg/L,2.4,0.0081,1,1,1,0.0083,0.0079,0.0081
PATRON,4.8125,,mg/L,0.6,0.0493,1,1,1,0.0496,0.049,0.0493
BLANCO,-0.0009,,mg/L,>100,0,1,1,1,-0.0005,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,17,0.0017,1,1,1,0.0018,0.0018,0.0013
