PATRON,0.9902,,mg/L,0.3,0.1335,0.0008,0.133,0.1337,0.1339
BLANCO,-0.0002,,mg/L,>100,0,0,-0.0002,0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,48.3,-0.0005,0.0001,-0.0007,-0.0002,-0.0005
H KCA PO,0.0138,,mg/L,18.8,0.0019,0.0028,0.0015,0.0019,0.0022
H KCA PO,0.0117,,mg/L,23.2,0.0016,0.003,0.0019,0.0017,0.0012
H KCA PO,0.0115,,mg/L,18,0.0015,0.003,0.0012,0.0018,0.0016
PATRON,0.9913,,mg/L,0.2,0.1293,0.0012,0.1293,0.1296,0.129
H KCA PO,0.0136,,mg/L,7.6,0.0018,0.0022,0.0018,0.0016,0.0019
H KCA PO,0.0144,,mg/L,19.2,0.0019,0.002,0.0015,0.0019,0.0022
PATRON,0.9832,,mg/L,0.5,0.1282,0.0008,0.1289,0.1278,0.128
BLANCO,0.0004,,mg/L,>100,0,0.0001,-0.0003,0,0.0004
BLANCO REACTIVO,0,,mg/L,55.1,-0.0004,0.0001,-0.0006,-0.0005,-0.0001
M1 PO,0.0104,,mg/L,14.8,0.0014,0.0025,0.0014,0.0012,0.0016
M2 PO,0.0155,,mg/L,8.3,0.0021,0.0026,0.0023,0.0019,0.0021
M3 PO,0.0165,,mg/L,12.9,0.0022,0.0024,0.0019,0.0025,0.0023
M4 PO,0.0153,,mg/L,18.9,0.002,0.0016,0.0024,0.0019,0.0016
PATRON,1.0203,,mg/L,0.5,0.133,0.0006,0.1336,0.1333,0.1322
P KCA PO,0.0157,,mg/L,18.2,0.002,0.0015,0.0023,0.0016,0.0022
PATRON,0.9908,,mg/L,0.4,0.1336,0.0013,0.1341,0.1336,0.1332
BLANCO,0.0059,,mg/L,30.7,0.0008,0.0002,0.0007,0.0011,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0005,0.0002,-0.0001,0.0018,-0.0001
PATRON,0.9795,,mg/L,0.6,0.1321,0.0007,0.1323,0.1312,0.1328
BLANCO,-0.0023,,mg/L,74.6,-0.0003,-0.0006,-0.0003,-0.0005,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,-0.0002,0.0004,0.0001,-0.0005,-0.0002
H KCA PE,0.0116,,mg/L,17.1,0.0016,0.0028,0.0014,0.0019,0.0014
H KCA PE,0.0117,,mg/L,17.1,0.0016,0.0028,0.0013,0.0015,0.0019
H KCA PE,0.0129,,mg/L,7.1,0.0017,0.0026,0.0017,0.0017,0.0019
PATRON,1.0057,,mg/L,0.8,0.1337,0.0012,0.1335,0.1328,0.1348
H KCA PE,0.0106,,mg/L,19.9,0.0014,0.0026,0.0011,0.0014,0.0017
H KCA PE,0.0109,,mg/L,25.9,0.0014,0.0025,0.0017,0.0016,0.001
PATRON,0.9878,,mg/L,0.2,0.1313,0.0014,0.1314,0.1315,0.1311
BLANCO,-0.0034,,mg/L,48.6,-0.0005,0.0004,-0.0003,-0.0003,-0.0007
BLANCO REACTIVO,0,,mg/L,43.8,-0.0004,0.0004,-0.0002,-0.0006,-0.0003
M1 PE,0.0098,,mg/L,26.3,0.0013,0.0029,0.001,0.0017,0.0012
M2 PE,0.0068,,mg/L,48.9,0.0009,0.0033,0.001,0.0004,0.0013
M3 PE,0.0111,,mg/L,10.8,0.0015,0.0027,0.0016,0.0015,0.0013
M4 PE,0.0072,,mg/L,25.8,0.001,0.0033,0.0008,0.0012,0.0008
PATRON,0.9998,,mg/L,0.7,0.133,0.0006,0.132,0.1334,0.1337
P KCA PE,0.0085,,mg/L,99.4,0.0011,0.0025,0.0023,0.001,0.0001
PATRON,0.9868,,mg/L,0.1,0.1313,0.0015,0.1312,0.1315,0.1312
BLANCO,-0.0002,,mg/L,>100,0,0.0001,-0.0002,0.0001,0
BLANCO REACTIVO,0,,mg/L,33.5,0.0005,-0.0004,0.0004,0.0007,0.0005
ELY 1,0.0064,,mg/L,18.3,0.0009,0.0016,0.0009,0.0007,0.001
ELY 2,0.0081,,mg/L,25,0.0011,0.0014,0.0014,0.0008,0.0011
ELY 3,0.0112,,mg/L,33.4,0.0015,0.001,0.002,0.001,0.0015
ELY 4,0.0074,,mg/L,23.2,0.001,0.0015,0.0012,0.001,0.0007
PATRON,0.9896,,mg/L,0.3,0.1315,0.0009,0.1316,0.1318,0.1311
ELY P,0.0103,,mg/L,3.9,0.0014,0.0014,0.0013,0.0014,0.0013
PATRON,0.9986,,mg/L,0.8,0.1329,0.0002,0.133,0.1339,0.1317
BLANCO,-0.0011,,mg/L,>100,-0.0001,-0.001,-0.0004,0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,19.2,0.0007,-0.0006,0.0005,0.0007,0.0008
