Analista,JS,,,,,,,
Fecha de inicio,11:15 a. m. 18/01/2026  GMT: 05:15 p. m. 18/01/2026,,,,,,,
Hoja de trabajo,SA007718,,,,,,,
Comentario,,,,,,,,
Métodos,Au,,,,,,,
,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,
,,,,,,,,
,PATRON,0.5165,,mg/L,1,2.5,0.0169,
,BLANCO,-0.0161,,mg/L,1,30.7,-0.0005,
,BLANCO REACTIVO,0,,mg/L,1,37.1,0.0005,
,SA007718-001,1.0772,,mg/L,1,0.8,0.1568,30
,SA007718-002,0.1629,,mg/L,1,1.8,0.023,30
,SA007718-003,0.0574,,mg/L,1,1.7,0.008,3
,SA007718-004,0.1549,,mg/L,1,1.4,0.0218,30.01
,SA007718-005,0.2259,,mg/L,1,0.9,0.032,30
,PATRON,0.4916,,mg/L,1,0.7,0.0161,
,SA007718-006,0.2258,,mg/L,1,0.2,0.032,30.01
,SA007718-007,0.2157,,mg/L,1,1.8,0.0305,30
,SA007718-008,0.3357,,mg/L,1,2,0.0479,30
,SA007718-009,0.3485,,mg/L,1,0.6,0.0497,30.01
,SA007718-010,0.2459,,mg/L,1,0.4,0.0349,30
,PATRON,0.5026,,mg/L,1,3.5,0.0165,
,BLANCO,-0.0187,,mg/L,1,4.9,-0.0006,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,
,SA007718-011,0.0024,,mg/L,1,21.7,0.0003,30
,SA007718-012,0.3028,,mg/L,1,2.6,0.0431,30
,SA007718-013,0.1798,,mg/L,1,1.8,0.0254,30
,SA007718-014,0.1635,,mg/L,1,2.4,0.0231,30.01
,SA007718-015,0.1517,,mg/L,1,2,0.0214,30.01
,PATRON,0.4936,,mg/L,1,0.9,0.0162,
,SA007718-016,0.1334,,mg/L,1,2.1,0.0188,30.01
,SA007718-017,0.239,,mg/L,1,1.8,0.0339,30
,SA007718-018,0.1341,,mg/L,1,0.5,0.0189,3
,SA007718-019,0.621,,mg/L,1,0.5,0.0898,30.01
,SA007718-020,0.1086,,mg/L,1,1.4,0.0152,30
,PATRON,0.4983,,mg/L,1,1.1,0.0163,
,BLANCO,-0.019,,mg/L,1,49,-0.0006,
,BLANCO REACTIVO,0,,mg/L,1,47.1,-0.0004,
,SA007718-021,-0.0035,,mg/L,1,34.5,-0.0005,30
,SA007718-022,0.0028,,mg/L,1,61.4,0.0004,3
,SA007718-023,0.3632,,mg/L,1,1.8,0.0519,30.01
,SA007718-024,0.4481,,mg/L,1,0.6,0.0643,30
,SA007718-025,0.195,,mg/L,1,0.6,0.0275,30
,PATRON,0.4897,,mg/L,1,1.7,0.016,
,SA007718-026,0.1802,,mg/L,1,1.6,0.0254,30
,SA007718-027,0.1782,,mg/L,1,0.4,0.0251,30
,SA007718-028,0.2741,,mg/L,1,1.1,0.0389,30
,SA007718-029,0.2604,,mg/L,1,1.2,0.037,30
,SA007718-030,0.1819,,mg/L,1,1.7,0.0257,30.01
,PATRON,0.5032,,mg/L,1,3.7,0.0165,
,BLANCO,0.0075,,mg/L,1,46.9,0.0002,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,
,SA007718-031,0.3409,,mg/L,1,2.6,0.0486,30
,PATRON,0.4806,,mg/L,1,1.6,0.0157,
