PATRON,0.4945,,mg/L,0.9,0.0642,-0.0009,0.0638,0.064,0.0649
BLANCO,0.0044,,mg/L,>100,0.0006,-0.0007,0.0011,-0.0002,0.0008
BLANCO REACTIVO,0,,mg/L,64.4,0.0011,-0.0012,0.0015,0.0015,0.0003
H KCA PO,0.001,,mg/L,>100,-0.0004,-0.0003,0.0004,-0.0003,-0.0012
H KCA PO,0.001,,mg/L,>100,-0.0003,-0.0005,0.0002,0,-0.0012
H KCA PO,0.001,,mg/L,46.4,-0.0008,-0.0001,-0.0006,-0.0005,-0.0012
PATRON,0.4973,,mg/L,1.9,0.0627,0.0004,0.064,0.0617,0.0624
H KCA PO,0.0017,,mg/L,41.9,0.0002,0.0015,0.0002,0.0003,0.0001
H KCA PO,0.0007,,mg/L,>100,0.0001,0.0016,0.0001,-0.0003,0.0004
PATRON,0.5021,,mg/L,0.6,0.0633,0.0001,0.0633,0.0637,0.0629
BLANCO,0.003,,mg/L,29.1,0.0004,-0.0004,0.0005,0.0005,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0002,-0.0001,-0.0006,0.0009
M1 PO,0.001,,mg/L,>100,-0.0002,0.0016,-0.0002,0.0004,-0.0009
M2 PO,0,,mg/L,>100,0,0.0014,-0.0003,0.0006,-0.0002
M3 PO,0.001,,mg/L,75.1,-0.0007,0.002,-0.001,-0.0001,-0.001
M4 PO,0.001,,mg/L,68.2,-0.0014,0.0026,-0.0003,-0.0017,-0.0022
PATRON,-0.0004,,mg/L,>100,-0.0001,0.0015,0.0004,0,-0.0005
P KCA PO,0.001,,mg/L,89.9,-0.0005,0.0019,0,-0.0006,-0.0008
PATRON,0.5112,,mg/L,1.2,0.0644,0.0002,0.0649,0.0635,0.0648
BLANCO,-0.003,,mg/L,>100,-0.0004,-0.0001,-0.0017,0.0001,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0001,0.0006,-0.0004,0.0006
CELDA 8,0.001,,mg/L,>100,-0.0001,0.0022,0.0002,-0.0006,0
CANAL,0.001,,mg/L,>100,0,0.002,0.0006,-0.0002,-0.0006
FASE 1,0.001,,mg/L,>100,-0.0006,0.0026,0.0004,-0.0006,-0.0015
FASE 2,0.001,,mg/L,>100,-0.0008,0.0026,-0.0017,-0.0008,0.0001
FASE 3,0.001,,mg/L,58,-0.0004,0.0026,-0.0007,-0.0004,-0.0002
VSP NORTE,0.001,,mg/L,>100,-0.0002,0.0022,-0.0001,0.0004,-0.0009
CELDA 8.1,0.001,,mg/L,>100,0.0001,0.002,-0.0002,0.0002,0.0004
CELDA 8.2,0.001,,mg/L,>100,-0.0003,0.0021,-0.0007,0.0011,-0.0013
CELDA 8.3,0.001,,mg/L,84.9,-0.001,0.0028,-0.0001,-0.0017,-0.001
S. RICA,0.001,,mg/L,>100,0,0.0023,-0.0001,0,0
PATRON,0.4961,,mg/L,0.6,0.069,0.0003,0.069,0.0685,0.0694
BLANCO,0.0074,,mg/L,50.3,0.0011,-0.001,0.0016,0.0005,0.0011
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0.0003,-0.0008,0.0008
H KCA PE,0.0047,,mg/L,45.6,0.0007,0.0013,0.0009,0.0003,0.0008
H KCA PE,0.0002,,mg/L,>100,0,0.002,-0.0001,0.0003,-0.0001
H KCA PE,0.0006,,mg/L,>100,0.0001,0.002,-0.0002,0.0004,0.0001
PATRON,0.48,,mg/L,1.7,0.0668,0.0003,0.0658,0.0665,0.0681
H KCA PE,0.001,,mg/L,>100,-0.0004,0.0024,0.0004,-0.0013,-0.0003
H KCA PE,0.001,,mg/L,>100,-0.0003,0.0023,-0.0004,-0.0008,0.0003
PATRON,0.4952,,mg/L,3,0.0689,-0.0004,0.071,0.0688,0.0668
BLANCO,0.0034,,mg/L,64.8,0.0005,-0.0006,0.0001,0.0005,0.0008
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0001,0.0002,0.0006,-0.0002
M1 PE,0.0015,,mg/L,>100,0.0002,0.0017,-0.0008,0.0004,0.001
M2 PE,0.0045,,mg/L,>100,0.0006,0.0011,-0.0001,0.0009,0.0012
M3 PE,0.001,,mg/L,52.4,-0.0005,0.0023,-0.0004,-0.0008,-0.0003
M4 PE,0.0001,,mg/L,>100,0,0.0017,0.0003,-0.0001,-0.0001
PATRON,0.4808,,mg/L,1.1,0.0669,0.0003,0.067,0.0662,0.0676
P KCA PE,0.001,,mg/L,84.1,-0.0003,0.0021,-0.0005,0,-0.0004
PATRON,0.4929,,mg/L,1.6,0.0685,0.0003,0.0674,0.0687,0.0695
BLANCO,0.0027,,mg/L,>100,0.0004,-0.0008,-0.0004,0.0008,0.0007
BLANCO REACTIVO,0,,mg/L,8.2,0.0038,-0.004,0.004,0.0039,0.0034
ELY 1,0.001,,mg/L,>100,-0.0002,0.002,0.0005,-0.0005,-0.0007
ELY 2,0.001,,mg/L,>100,-0.0005,0.0022,-0.0006,-0.0009,0.0001
ELY 3,0.001,,mg/L,>100,-0.0002,0.0018,-0.0008,0,0.0003
ELY 4,0.001,,mg/L,>100,-0.0001,0.0023,0.0002,-0.0002,-0.0004
PATRON,0.5014,,mg/L,1.2,0.0624,0.0001,0.0618,0.062,0.0632
ELY P,0.0027,,mg/L,>100,0.0003,0.0018,-0.0006,0.0004,0.0013
PATRON,0.5199,,mg/L,4.4,0.0647,-0.0002,0.0613,0.0665,0.0662
BLANCO,-0.0014,,mg/L,>100,-0.0002,0,0,-0.0006,0.0001
BLANCO REACTIVO,0,,mg/L,>100,-0.0003,0.0002,-0.001,0.0002,0
TRITURADORA,0.001,,mg/L,91,-0.0005,0.0028,-0.0007,0,-0.0007
VICTORIA,0.001,,mg/L,>100,-0.0004,0.0027,-0.0007,0.0001,-0.0005
CELDA 1,0.001,,mg/L,45,-0.0009,0.0031,-0.001,-0.0005,-0.0013
CELDA 2,0.0001,,mg/L,>100,0,0.0026,-0.0007,0.0007,0
CELDA 3,0.001,,mg/L,>100,-0.0001,0.0024,0,0,-0.0003
CELDA 4A,0.001,,mg/L,2.6,-0.0002,0.0023,-0.0002,-0.0002,-0.0002
CELDA 4B,0.001,,mg/L,68.2,-0.0009,0.0035,-0.0016,-0.0007,-0.0004
CELDA 5A,0.001,,mg/L,96,-0.0006,0.0032,-0.0005,-0.0001,-0.0013
CELDA 5B,-0.007,,mg/L,>100,-0.0009,0.0034,0.0001,-0.0018,-0.0009
PATRON,0.4995,,mg/L,2.1,0.0621,0,0.063,0.0627,0.0607
BLANCO,-0.0078,,mg/L,35.6,-0.001,0.0011,-0.0013,-0.0006,-0.0011
BLANCO REACTIVO,0,,mg/L,97.9,-0.0004,0,-0.0004,-0.0007,0
