PATRON,0.2133,,mg/L,10.4,0.0103,-0.0028,1,1,1,0.0115,0.01,0.0094
BLANCO,0.0074,,mg/L,66.7,0.0006,-0.0016,1,1,1,0.0006,0.001,0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0006,1,1,1,0.0004,-0.0004,0.0007
H KCA PO,0.0105,,mg/L,>100,0.0007,0.0004,1,1,1,0.0017,-0.0002,0.0006
H KCA PO,0.0025,,mg/L,>100,0.0003,0.0007,1,1,1,-0.0001,0.0005,0.0007
H KCA PO,0.0081,,mg/L,94.9,0.0006,0.0013,1,1,1,0.0013,0.0002,0.0004
PATRON,0.1981,,mg/L,19.3,0.0096,-0.0035,1,1,1,0.0108,0.0105,0.0075
H KCA PO,0.0116,,mg/L,34.5,0.0008,0.0016,1,1,1,0.001,0.0005,0.0008
H KCA PO,0.0106,,mg/L,56.8,0.0007,0.0012,1,1,1,0.0005,0.0012,0.0005
PATRON,0.1854,,mg/L,2.8,0.009,-0.0049,1,1,1,0.0088,0.0089,0.0093
BLANCO,-0.0023,,mg/L,>100,0.0001,-0.0036,1,1,1,0,-0.0004,0.0008
BLANCO REACTIVO,0,,mg/L,17,0.0009,-0.001,1,1,1,0.001,0.001,0.0007
M1 PO,0.0198,,mg/L,88.2,0.0012,-0.0007,1,1,1,0.0023,0.0005,0.0006
M2 PO,0.0188,,mg/L,14.3,0.0011,0,1,1,1,0.0013,0.0011,0.0009
M3 PO,0.059,,mg/L,33.9,0.003,-0.0015,1,1,1,0.0032,0.0039,0.0019
M4 PO,0.0162,,mg/L,25.1,0.001,-0.0002,1,1,1,0.0012,0.0007,0.0011
PATRON,0.2034,,mg/L,13.7,0.0098,-0.0049,1,1,1,0.0087,0.0095,0.0113
P KCA PO,-0.0059,,mg/L,>100,-0.0001,0.0004,1,1,1,-0.0003,-0.0005,0.0007
PATRON,0.2054,,mg/L,6.1,0.0099,-0.0057,1,1,1,0.0106,0.0097,0.0095
BLANCO,0.0015,,mg/L,>100,0.0003,-0.0025,1,1,1,-0.0005,0.0003,0.0011
BLANCO REACTIVO,0,,mg/L,70.8,0.0011,-0.0014,1,1,1,0.0014,0.0002,0.0016
CELDA 8,0.0067,,mg/L,>100,0.0005,-0.0001,1,1,1,0.0015,0.0004,-0.0003
CANAL,0.001,,mg/L,72.7,0.0003,-0.0005,1,1,1,0.0005,0.0002,0.0001
FASE 1,0.0094,,mg/L,>100,0.0007,-0.0007,1,1,1,0.0006,0.0019,-0.0005
FASE 2,0.0089,,mg/L,66.1,0.0006,-0.0003,1,1,1,0.0004,0.0004,0.0011
FASE 3,0.0355,,mg/L,25.4,0.0019,0.0004,1,1,1,0.0021,0.0022,0.0013
VSP NORTE,0.0159,,mg/L,67.4,0.001,0.0005,1,1,1,0.0011,0.0016,0.0003
CELDA 8.1,0.0253,,mg/L,39.2,0.0014,-0.0018,1,1,1,0.002,0.0009,0.0014
CELDA 8.2,0.0132,,mg/L,85.1,0.0008,-0.0015,1,1,1,0,0.0013,0.0012
CELDA 8.3,0.0004,,mg/L,>100,0.0002,-0.0002,1,1,1,0.0018,-0.0003,-0.0008
S. RICA,0.0074,,mg/L,92.6,0.0006,-0.0003,1,1,1,0.0009,0,0.0008
PATRON,0.2006,,mg/L,12.1,0.0097,-0.0056,1,1,1,0.011,0.0094,0.0087
BLANCO,0.0005,,mg/L,>100,0.0002,-0.0026,1,1,1,0.0004,-0.0006,0.001
BLANCO REACTIVO,0,,mg/L,27.2,0.0009,-0.0012,1,1,1,0.0012,0.0009,0.0007
TRITURADORA,0.0138,,mg/L,>100,0.0009,-0.0011,1,1,1,0.003,0,-0.0004
VICTORIA,0.0353,,mg/L,35.5,0.0019,-0.0008,1,1,1,0.0026,0.0017,0.0013
CELDA 1,0.0202,,mg/L,>100,0.0012,0.0005,1,1,1,0.0015,0.0023,-0.0002
CELDA 2,0.0104,,mg/L,>100,0.0007,-0.0004,1,1,1,0.001,-0.0004,0.0016
CELDA 3,0.0143,,mg/L,44.1,0.0009,0.0007,1,1,1,0.0013,0.0007,0.0006
PATRON,0.1923,,mg/L,8.6,0.0093,-0.0072,1,1,1,0.0098,0.0084,0.0097
BLANCO,-0.0025,,mg/L,>100,0.0001,-0.0041,1,1,1,-0.0006,0.0006,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0006,-0.0006,1,1,1,0.0007,-0.0002,0.0011
CELDA 4A,0.0047,,mg/L,>100,0.0004,-0.0012,1,1,1,0.0009,0.0005,0
CELDA 4B,0.0306,,mg/L,41.5,0.0017,0.0008,1,1,1,0.0016,0.001,0.0024
CELDA 5A,0.0144,,mg/L,43.5,0.0009,0.0018,1,1,1,0.0009,0.0013,0.0005
CELDA 5B,0.0339,,mg/L,42.6,0.0018,0.0004,1,1,1,0.0009,0.0022,0.0023
PATRON,0.1905,,mg/L,2.8,0.0092,-0.0042,1,1,1,0.0095,0.0091,0.009
BLANCO,0.0108,,mg/L,>100,0.0007,-0.0042,1,1,1,0.0017,0.0008,-0.0004
BLANCO REACTIVO,0,,mg/L,44.2,0.002,-0.0014,1,1,1,0.001,0.0026,0.0024
