Analista,,,,,,,,,,
Fecha de inicio,03/05/2023 02:23 p. m.  GMT: 03/05/2023 07:23 p. m.,,,,,,,,,
Hoja de trabajo,SA001036-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5009,,mg/L,0.8,0.017,0.0008,0.0169,0.017,0.0171
,BLANCO,0.013,,mg/L,36.5,0.0004,-0.0004,0.0006,0.0004,0.0003
,BLANCO REACTIVO,0,,mg/L,17.1,0.0008,-0.0007,0.0007,0.0007,0.001
,SA001032-001,0.345,,mg/L,0.6,0.0333,-0.001,0.0331,0.0333,0.0335
,SA001032-002,0.21,,mg/L,0.8,0.0213,-0.0001,0.0212,0.0212,0.0215
,SA001032-003,0.1925,,mg/L,1.2,0.0187,-0.0014,0.0186,0.0186,0.019
,SA001032-004,0.2354,,mg/L,1.5,0.0228,-0.0014,0.0232,0.0225,0.0228
,SA001032-005,0.1924,,mg/L,1,0.0187,-0.0012,0.0186,0.0189,0.0186
,PATRON,0.4919,,mg/L,0.6,0.0167,-0.0007,0.0168,0.0167,0.0166
,SA001032-006,0.1188,,mg/L,1.5,0.0116,-0.0014,0.0114,0.0117,0.0117
,PATRON,0.4881,,mg/L,1.4,0.0166,-0.001,0.0168,0.0164,0.0165
,BLANCO,0.0043,,mg/L,>100,0.0001,-0.0024,0.0003,0.0001,0
,BLANCO REACTIVO,0,,mg/L,12.1,0.0011,-0.0017,0.001,0.0011,0.0013
