PATRON,4.93,,mg/L,0.8,0.0507,1,1,1,0.0504,0.0512,0.0506
BLANCO,-0.0292,,mg/L,50.3,-0.0003,1,1,1,-0.0002,-0.0002,-0.0005
BLANCO REACTIVO,0,,mg/L,92.6,-0.0003,1,1,1,0,-0.0005,-0.0004
FASE 1,-0.007,,mg/L,>100,-0.0001,1,1,1,-0.0003,0.0002,-0.0001
PATRON,4.9353,,mg/L,0.6,0.0508,1,1,1,0.0509,0.0505,0.051
FASE 2,0.0338,,mg/L,72.6,0.0004,1,1,1,0.0003,0.0001,0.0006
FASE 3,0.0106,,mg/L,>100,0.0001,1,1,1,-0.0003,0.0004,0.0002
PATRON,4.9044,,mg/L,1.5,0.0505,1,1,1,0.0511,0.0506,0.0497
BLANCO,-0.0654,,mg/L,30.4,-0.0007,1,1,1,-0.0005,-0.0009,-0.0007
BLANCO REACTIVO,0,,mg/L,51.6,-0.0006,1,1,1,-0.0009,-0.0007,-0.0003
VSP NORTE,0.0128,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0004,0.0001
CELDA 8.1,0.012,,mg/L,>100,0.0001,1,1,1,0,0,0.0004
CELDA 8.2,-0.0037,,mg/L,>100,0,1,1,1,0.0001,-0.0002,0
CELDA 8.3,7.6485,,mg/L,0.4,0.0782,1,1,1,0.0779,0.0784,0.0785
PATRON,4.9437,,mg/L,0.4,0.0509,1,1,1,0.051,0.051,0.0506
BLANCO,-0.0277,,mg/L,50.2,-0.0003,1,1,1,-0.0003,-0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,12.2,-0.0013,1,1,1,-0.0012,-0.0012,-0.0015
