Analista,NR,,,,,,,,
Fecha de inicio,10:30 a. m. 11/01/2026  GMT: 04:30 p. m. 11/01/2026,,,,,,,,
Hoja de trabajo,SA007622,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5032,,mg/L,1,0.7,0.0186,-0.0009,
Au,BLANCO,0.0068,,mg/L,1,>100,0.0002,-0.0023,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0.0002,-0.0018,
Au,SA007622-001,0.1583,,mg/L,1,0.4,0.0252,-0.0015,30.01
Au,SA007622-002,0.1649,,mg/L,1,0.9,0.0263,-0.0014,30.02
Au,SA007622-003,0.1075,,mg/L,1,2.2,0.017,-0.0021,30
Au,SA007622-004,0.1631,,mg/L,1,1.5,0.026,-0.0016,30
Au,SA007622-005,0.1355,,mg/L,1,1.5,0.0215,-0.0015,30.01
Au,PATRON,0.5182,,mg/L,1,2.3,0.0192,-0.0008,
Au,SA007622-006,0.1865,,mg/L,1,1.1,0.0297,-0.0018,30
Au,SA007622-007,0.1294,,mg/L,1,6.2,0.0205,-0.0016,30.01
Au,SA007622-008,0.136,,mg/L,1,0.6,0.0216,-0.0021,30.02
Au,SA007622-009,0.1017,,mg/L,1,3.6,0.0161,-0.0014,30.02
Au,SA007622-010,0.1512,,mg/L,1,0.9,0.0241,-0.0015,30.02
Au,PATRON,0.5063,,mg/L,1,1.2,0.0187,-0.0003,
Au,BLANCO,0.0061,,mg/L,1,72.2,0.0002,-0.0025,
Au,BLANCO REACTIVO,0,,mg/L,1,38.3,0.0005,-0.0025,
Au,SA007622-011,0.1325,,mg/L,1,0.9,0.021,-0.0015,30.01
Au,SA007622-012,0.1338,,mg/L,1,3,0.0212,-0.0018,30
Au,SA007622-013,0.1394,,mg/L,1,1.6,0.0221,-0.0011,30
Au,SA007622-014,0.187,,mg/L,1,1.3,0.0298,-0.0012,30
Au,SA007622-015,0.1916,,mg/L,1,2.5,0.0306,-0.0024,30.02
Au,PATRON,0.4875,,mg/L,1,14.1,0.018,-0.0008,
Au,SA007622-016,0.0112,,mg/L,1,11.2,0.0018,-0.0012,3
Au,SA007622-017,0.1627,,mg/L,1,2.6,0.0259,-0.0009,30.01
Au,SA007622-018,0.1772,,mg/L,1,1.7,0.0282,-0.0013,3
Au,SA007622-019,0.2821,,mg/L,1,2.5,0.0455,-0.0014,30.03
Au,SA007622-020,0.3481,,mg/L,1,1.1,0.0564,-0.0023,30.02
Au,PATRON,0.4949,,mg/L,1,1.7,0.0183,-0.0013,
Au,BLANCO,-0.0098,,mg/L,1,77.1,-0.0004,-0.0027,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.0015,
Au,SA007622-021,0.1899,,mg/L,1,1.3,0.0303,-0.0021,30.01
Au,SA007622-022,0.0046,,mg/L,1,12.7,0.0007,-0.0023,30
Au,SA007622-023,0.1766,,mg/L,1,2.4,0.0282,-0.0023,30
Au,SA007622-024,0.1254,,mg/L,1,1.9,0.0199,-0.002,30.01
Au,SA007622-025,0.1481,,mg/L,1,1.2,0.0236,-0.002,30.02
Au,PATRON,0.5152,,mg/L,1,1.5,0.0191,-0.0006,
Au,SA007622-026,0.0069,,mg/L,1,14.1,0.0011,-0.0016,30
Au,SA007622-027,0.5798,,mg/L,1,1.1,0.0954,-0.002,30.02
Au,SA007622-028,0.9939,,mg/L,1,3.1,0.1657,-0.0021,30.01
Au,SA007622-029,0.6144,,mg/L,1,2.3,0.1012,-0.0018,30
Au,SA007622-030,0.5576,,mg/L,1,1.3,0.0921,-0.0005,30
Au,PATRON,0.5149,,mg/L,1,2,0.0191,0.0006,
Au,BLANCO,0.0008,,mg/L,1,>100,0,-0.0003,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0.0002,-0.0022,
Au,SA007622-031,0.4435,,mg/L,1,0.9,0.0727,-0.0025,3
Au,SA007622-032,0.4334,,mg/L,1,1.3,0.071,-0.0027,30
Au,PATRON,0.5191,,mg/L,1,2.8,0.0193,-0.0015,
Au,BLANCO,-0.0028,,mg/L,1,>100,-0.0001,-0.0027,
Au,BLANCO REACTIVO,0,,mg/L,1,55.9,0.0007,-0.0022,
