PATRON,0.4799,,mg/L,1,0.0671,0.0005,0.067,0.0664,0.0678
BLANCO,0.0027,,mg/L,36.4,0.0004,-0.0004,0.0003,0.0003,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0003,0,0,0.0002
H KCA PO,0.0023,,mg/L,83.4,0.0003,0.0018,0.0006,0.0004,0
H KCA PO,0.002,,mg/L,39.5,0.0003,0.002,0.0003,0.0002,0.0004
H KCA PO,0.0046,,mg/L,58.9,0.0007,0.0016,0.0002,0.0008,0.001
PATRON,0.4858,,mg/L,0.6,0.0666,0.0006,0.0661,0.0669,0.0668
H KCA PO,0.0029,,mg/L,>100,0.0004,0.0019,-0.0002,0.0009,0.0006
H KCA PO,0.0032,,mg/L,45,0.0005,0.002,0.0002,0.0006,0.0006
PATRON,0.4921,,mg/L,0.6,0.0674,0.0001,0.0671,0.0679,0.0674
BLANCO,0.0015,,mg/L,>100,0.0002,-0.0001,0.0001,0.0006,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0006,0,0.0004,0.0001
M1 PO,0.0062,,mg/L,51.9,0.0009,0.0011,0.0006,0.0014,0.0006
M2 PO,0.0055,,mg/L,36.8,0.0008,0.0009,0.0008,0.0005,0.0011
M3 PO,0.0029,,mg/L,36.8,0.0004,0.0012,0.0006,0.0004,0.0003
M4 PO,0.0028,,mg/L,36.6,0.0004,0.0012,0.0005,0.0004,0.0003
PATRON,0.4932,,mg/L,0.3,0.0676,-0.0004,0.0674,0.0677,0.0677
P KCA PO,0.0044,,mg/L,58.3,0.0006,0.001,0.0007,0.001,0.0002
PATRON,0.4945,,mg/L,0.9,0.0678,-0.0001,0.0678,0.0683,0.0672
BLANCO,-0.0007,,mg/L,>100,-0.0001,-0.0008,-0.0004,0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0006,0.0003,0,0
CELDA 8,0.0104,,mg/L,22.2,0.0015,0.0012,0.0011,0.0016,0.0018
CANAL,0.0018,,mg/L,66.9,0.0003,0.0008,0.0003,0.0004,0.0001
FASE 1,0.0038,,mg/L,77.5,0.0005,0.0013,0.001,0.0004,0.0002
FASE 2,0.001,,mg/L,>100,-0.0001,0.0015,0,-0.0004,0.0001
FASE 3,0.001,,mg/L,>100,-0.0001,0.0015,-0.0003,-0.0001,0
VSP NORTE,0.001,,mg/L,>100,-0.0003,0.002,-0.0001,0.0002,-0.001
CELDA 8.1,0.013,,mg/L,12.1,0.0019,0.0012,0.0019,0.0016,0.0021
CELDA 8.2,0.0134,,mg/L,10.5,0.0019,0.0009,0.0021,0.002,0.0017
CELDA 8.3,0.0006,,mg/L,>100,0.0001,0.0009,-0.0002,0,0.0004
S. RICA,0.001,,mg/L,>100,-0.0001,0.0017,-0.0003,-0.0002,0.0001
PATRON,0.4848,,mg/L,0.5,0.0653,0.0005,0.0654,0.0655,0.0649
BLANCO,0.0021,,mg/L,34.8,0.0003,-0.0002,0.0002,0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,78.9,0.0004,-0.0003,0,0.0006,0.0007
H KCA PE,0.001,,mg/L,49.2,-0.0004,0.002,-0.0003,-0.0006,-0.0003
H KCA PE,0.001,,mg/L,98.3,-0.0002,0.0019,-0.0002,0,-0.0004
H KCA PE,0.0015,,mg/L,>100,0.0002,0.0015,0.0004,0,0.0002
PATRON,0.4859,,mg/L,0.4,0.0654,-0.0006,0.0657,0.0654,0.0652
H KCA PE,0.0011,,mg/L,96.2,0.0002,0.0015,0.0003,0,0.0002
H KCA PE,0.001,,mg/L,>100,0,0.0017,0.0002,-0.0004,0.0001
PATRON,0.4832,,mg/L,0.5,0.0651,-0.0006,0.0652,0.0647,0.0653
BLANCO,0.0012,,mg/L,>100,0.0002,-0.0011,0.0001,0.0004,0
BLANCO REACTIVO,0,,mg/L,78.2,0.0001,-0.0002,0.0001,0.0002,0
M1 PE,0.0005,,mg/L,>100,0.0001,0.0021,0.0002,-0.0003,0.0003
M2 PE,0.0032,,mg/L,38.7,0.0005,0.0017,0.0005,0.0006,0.0003
M3 PE,0.0017,,mg/L,>100,0.0002,0.0017,0.0004,0.0005,-0.0001
M4 PE,0.001,,mg/L,50.4,-0.0003,0.0022,-0.0003,-0.0005,-0.0002
PATRON,0.4848,,mg/L,0.6,0.0643,0.0002,0.0646,0.0644,0.0639
P KCA PE,0.0048,,mg/L,24.1,0.0007,0.0022,0.0007,0.0008,0.0005
PATRON,0.4865,,mg/L,0.7,0.0645,0.0001,0.0641,0.065,0.0644
BLANCO,0.005,,mg/L,45.8,0.0007,-0.0004,0.0008,0.0004,0.001
BLANCO REACTIVO,0,,mg/L,28.5,0.0011,-0.0009,0.0011,0.0008,0.0014
ELY 1,0.001,,mg/L,58.5,-0.0003,0.0006,-0.0003,-0.0005,-0.0001
ELY 2,0.001,,mg/L,>100,-0.0004,0.0007,-0.0007,-0.0007,0.0001
ELY 3,0.001,,mg/L,>100,-0.0001,0.0006,0,-0.0003,0
ELY 4,0.001,,mg/L,>100,-0.0002,0.0005,-0.0003,-0.0002,0.0001
PATRON,0.4849,,mg/L,0.8,0.0643,-0.0015,0.0643,0.0648,0.0638
ELY P,0.001,,mg/L,12.8,-0.0007,0.001,-0.0006,-0.0007,-0.0007
PATRON,0.4817,,mg/L,0.7,0.0639,-0.0016,0.0643,0.0639,0.0634
BLANCO,-0.0025,,mg/L,96.2,-0.0004,-0.0019,-0.0006,0,-0.0004
BLANCO REACTIVO,0,,mg/L,57.6,0.001,-0.001,0.0005,0.0009,0.0016
TRITURADORA,0.001,,mg/L,>100,-0.0001,0.0005,0.0002,0.0001,-0.0004
VICTORIA,0.001,,mg/L,48.4,-0.0005,0.0009,-0.0007,-0.0006,-0.0002
CELDA 1,0.001,,mg/L,>100,-0.0002,0.0005,-0.0003,-0.0004,0.0002
CELDA 2,0.0001,,mg/L,>100,0,0.0006,0,-0.0002,0.0002
CELDA 3,0.0009,,mg/L,>100,0.0001,0.0003,0.0001,0.0003,-0.0001
CELDA 4A,0.001,,mg/L,>100,0.0001,0.0009,0.0002,-0.0001,0.0003
CELDA 4B,0.0001,,mg/L,>100,0,0.0012,0.0002,-0.0002,0.0001
CELDA 5A,0.0043,,mg/L,30.3,0.0006,0.0005,0.0005,0.0005,0.0008
CELDA 5B,0.0011,,mg/L,>100,0.0002,0.0011,-0.0003,0.0005,0.0003
PATRON,0.483,,mg/L,0.6,0.0591,0.0005,0.0588,0.0595,0.0591
BLANCO,0.0005,,mg/L,>100,0.0001,-0.0001,-0.0002,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,11.8,0.0007,-0.0005,0.0008,0.0006,0.0008
