PATRON,4.9949,,mg/L,0.4,0.0536,1,1,1,0.0538,0.0536,0.0534
BLANCO,0.0177,,mg/L,72.4,0.0002,1,1,1,0.0001,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,5,-0.001,1,1,1,-0.001,-0.0009,-0.001
FASE 1,0.0045,,mg/L,>100,0,1,1,1,0.0001,0.0001,0
FASE 2,0.0167,,mg/L,91.4,0.0002,1,1,1,0.0001,0,0.0004
FASE 3,0.02,,mg/L,64.8,0.0002,1,1,1,0.0003,0.0001,0.0003
VSP NORTE,0.0323,,mg/L,53.6,0.0003,1,1,1,0.0006,0.0002,0.0002
CELDA 8.1,0.0148,,mg/L,91.3,0.0002,1,1,1,0.0003,0,0.0002
CELDA 8.2,0.0074,,mg/L,>100,0.0001,1,1,1,0.0003,-0.0001,0
CELDA 8.3,0.0837,,mg/L,9.9,0.0009,1,1,1,0.0008,0.001,0.0009
PATRON,4.8672,,mg/L,0.3,0.0522,1,1,1,0.0524,0.0521,0.0521
BLANCO,-0.0085,,mg/L,63.2,-0.0001,1,1,1,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,3.9,-0.0011,1,1,1,-0.0011,-0.0011,-0.0012
