Analista,,,,,,,,,
Fecha de inicio,25/03/2023 06:40 p. m.  GMT: 26/03/2023 12:40 a. m.,,,,,,,,
Hoja de trabajo,SA000766_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0186,,mg/L,0.7,0.1356,0.1363,0.136,0.1345
,BLANCO,-0.0011,,mg/L,>100,-0.0001,-0.0003,-0.0003,0.0001
,BLANCO REACTIVO,0,,mg/L,53.4,-0.0005,-0.0003,-0.0004,-0.0008
,SA000766-001,1.3607,,mg/L,5.1,0.0074,0.0073,0.0072,0.0079
,SA000766-002,1.3644,,mg/L,2.5,0.0075,0.0072,0.0076,0.0076
,SA000766-003,1.3985,,mg/L,1.9,0.0076,0.0078,0.0075,0.0077
,SA000766-004,0.046,,mg/L,41.8,0.0003,0.0001,0.0004,0.0003
,SA000766-005,0.1679,,mg/L,26.5,0.0009,0.0011,0.001,0.0006
,PATRON,1.0317,,mg/L,0.9,0.1373,0.1366,0.1366,0.1387
,SA000766-006,15.2174,,mg/L,0.7,0.0821,0.082,0.0816,0.0827
,PATRON,1.0125,,mg/L,0.3,0.1348,0.1351,0.1343,0.135
,BLANCO,0.0003,,mg/L,>100,0,0.0002,0.0001,-0.0001
,BLANCO REACTIVO,0,,mg/L,35.8,-0.0004,-0.0005,-0.0003,-0.0003
