PATRON,4.9942,,mg/L,0.6,0.0985,0.0984,0.0979,0.0991
BLANCO,0.0012,,mg/L,>100,0,-0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,17.1,-0.0001,-0.0001,-0.0001,-0.0001
H,4.7489,,mg/L,0.8,0.0937,0.093,0.0945,0.0937
C1,4.7081,,mg/L,0.1,0.0929,0.0931,0.0929,0.0929
C2,4.7214,,mg/L,0.3,0.0932,0.0935,0.0929,0.0932
PATRON,4.9813,,mg/L,0.7,0.0982,0.099,0.0979,0.0977
BLANCO,-0.0014,,mg/L,>100,0,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,4.9,-0.0002,-0.0002,-0.0002,-0.0002
C3,4.7716,,mg/L,0.7,0.0942,0.0945,0.0946,0.0934
C4,4.7846,,mg/L,0.9,0.0944,0.095,0.0934,0.0949
T,4.6927,,mg/L,0.6,0.0926,0.0933,0.0923,0.0923
PATRON,5.0575,,mg/L,0.3,0.0997,0.0995,0.0996,0.1
BLANCO,-0.0006,,mg/L,>100,0,0.0001,0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,41.3,-0.0001,-0.0001,-0.0001,-0.0001
DP1,0.0788,,mg/L,1.9,0.0016,0.0016,0.0016,0.0016
DP2,0.1494,,mg/L,3.9,0.003,0.0031,0.0029,0.003
DP3,0.2635,,mg/L,1.7,0.0053,0.0053,0.0054,0.0052
PATRON,5.0288,,mg/L,0.8,0.0992,0.0997,0.0983,0.0995
BLANCO,-0.0083,,mg/L,21.6,-0.0002,-0.0002,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,3.3,-0.0003,-0.0003,-0.0003,-0.0003
DP4,0.8815,,mg/L,1.1,0.0177,0.0174,0.0177,0.0178
DP5,0.672,,mg/L,0.7,0.0135,0.0136,0.0134,0.0134
DP6,22.1976,,mg/L,0.1,0.4085,0.408,0.4089,0.4087
PATRON,4.9832,,mg/L,1.8,0.0983,0.0998,0.0963,0.0987
BLANCO,-0.0048,,mg/L,86.8,-0.0001,-0.0001,0,-0.0002
BLANCO REACTIVO,0,,mg/L,16.8,-0.0004,-0.0003,-0.0004,-0.0005
ELY1,4.7287,,mg/L,0.2,0.0933,0.0935,0.0932,0.0933
ELY2,4.7125,,mg/L,0.8,0.093,0.0924,0.0929,0.0939
ELY3,4.6616,,mg/L,0.9,0.092,0.0919,0.0913,0.0929
PATRON,4.9876,,mg/L,0.4,0.0984,0.0981,0.0982,0.0988
BLANCO,-0.0072,,mg/L,38.3,-0.0001,-0.0001,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,17.8,-0.0006,-0.0006,-0.0006,-0.0008
ELY4,4.6468,,mg/L,0.6,0.0918,0.0922,0.0911,0.0919
ELY5,4.5863,,mg/L,1,0.0906,0.0911,0.0911,0.0895
PATRON,4.9997,,mg/L,0.8,0.0986,0.0995,0.0981,0.0982
BLANCO,-0.0025,,mg/L,86.4,0,0,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,12.7,-0.0008,-0.0007,-0.0008,-0.0009
