PATRON,0.1827,,mg/L,4.7,0.0093,0.001,1,1,1,0.0089,0.0098,0.0093
BLANCO,-0.0091,,mg/L,>100,0.0006,0.0008,1,1,1,0,0.0006,0.0012
BLANCO REACTIVO,0,,mg/L,51,-0.0012,0.0012,1,1,1,-0.0005,-0.0016,-0.0016
CELDA 8,0.0325,,mg/L,38.9,0.0025,0.0061,1,1,1,0.0034,0.0027,0.0014
CANAL,0.0194,,mg/L,18.6,0.0019,0.0078,1,1,1,0.0022,0.0015,0.002
FASE 1,0.0274,,mg/L,42.4,0.0023,0.006,1,1,1,0.0023,0.0013,0.0032
PATRON,0.2059,,mg/L,1.9,0.0104,0.0025,1,1,1,0.0105,0.0104,0.0101
FASE 2,0.0121,,mg/L,32.2,0.0016,0.0079,1,1,1,0.0015,0.0011,0.0021
FASE 3,0.0136,,mg/L,40,0.0016,0.0082,1,1,1,0.0021,0.0009,0.0019
PATRON,0.2159,,mg/L,3.7,0.0108,0.0027,1,1,1,0.011,0.0111,0.0104
BLANCO,-0.0114,,mg/L,52.6,0.0005,0.0033,1,1,1,0.0002,0.0005,0.0008
BLANCO REACTIVO,0,,mg/L,>100,-0.0005,0.0011,1,1,1,-0.0007,-0.0009,0.0002
VSP NORTE,0.0428,,mg/L,33.8,0.003,0.0055,1,1,1,0.0032,0.0019,0.0038
CELDA 8.1,0.0116,,mg/L,67.4,0.0016,0.005,1,1,1,0.0003,0.0022,0.0021
CELDA 8.2,0.0058,,mg/L,14.7,0.0013,0.0053,1,1,1,0.0015,0.0011,0.0013
CELDA 8.3,0.002,,mg/L,75.7,0.0011,0.008,1,1,1,0.0001,0.0016,0.0016
PATRON,0.2088,,mg/L,5.9,0.0105,0.0011,1,1,1,0.0107,0.0098,0.011
S. RICA,0.0045,,mg/L,52.6,0.0012,0.0073,1,1,1,0.001,0.0007,0.002
PATRON,0.2138,,mg/L,0.5,0.0107,0.0021,1,1,1,0.0107,0.0108,0.0107
BLANCO,0.0036,,mg/L,51.1,0.0012,0.0026,1,1,1,0.0005,0.0015,0.0016
BLANCO REACTIVO,0,,mg/L,22.9,-0.0011,0.0014,1,1,1,-0.0009,-0.0014,-0.001
TRITURADORA,0.0188,,mg/L,55.4,0.0019,0.006,1,1,1,0.0027,0.0007,0.0022
VICTORIA,-0.0051,,mg/L,98.7,0.0008,0.0071,1,1,1,0.001,0.0015,-0.0001
CELDA 1,-0.0009,,mg/L,23,0.001,0.0065,1,1,1,0.001,0.0012,0.0008
CELDA 2,0.0058,,mg/L,22.7,0.0013,0.007,1,1,1,0.001,0.0012,0.0016
CELDA 3,0.0033,,mg/L,84.9,0.0012,0.0064,1,1,1,0.0023,0.0008,0.0004
CELDA 4A,0.0033,,mg/L,54.9,0.0012,0.0072,1,1,1,0.0005,0.0012,0.0018
CELDA 4B,0.0249,,mg/L,23.4,0.0022,0.006,1,1,1,0.0027,0.0022,0.0016
CELDA 5A,0.0075,,mg/L,15.8,0.0014,0.0064,1,1,1,0.0015,0.0011,0.0015
CELDA 5B,-0.0005,,mg/L,61,0.001,0.0077,1,1,1,0.0011,0.0016,0.0003
PATRON,0.2049,,mg/L,12.9,0.0103,0.0022,1,1,1,0.0097,0.0094,0.0119
BLANCO,-0.0119,,mg/L,68,0.0005,0.0034,1,1,1,0.0002,0.0004,0.0009
BLANCO REACTIVO,0,,mg/L,66.8,-0.0012,0.0023,1,1,1,-0.0003,-0.0017,-0.0018
