PATRON,0.1999,,mg/L,5.3,0.01,-0.001,1,1,1,0.0106,0.0096,0.0099
BLANCO,-0.0002,,mg/L,38,0.0002,-0.0056,1,1,1,0.0001,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,36.1,0.0009,-0.0011,1,1,1,0.0006,0.0009,0.0012
CELDA 8,0.0067,,mg/L,28,0.0006,0.0011,1,1,1,0.0005,0.0005,0.0008
CANAL,0.0089,,mg/L,12.6,0.0007,0.0005,1,1,1,0.0006,0.0007,0.0008
FASE 1,0.0188,,mg/L,7,0.0012,0.0005,1,1,1,0.0011,0.0012,0.0012
PATRON,0.1876,,mg/L,1.6,0.0094,-0.0027,1,1,1,0.0096,0.0093,0.0093
FASE 2,0.033,,mg/L,8.1,0.0019,0.0003,1,1,1,0.0017,0.0018,0.002
FASE 3,0.0461,,mg/L,1.4,0.0025,-0.0001,1,1,1,0.0025,0.0025,0.0025
PATRON,0.2043,,mg/L,0.3,0.0102,-0.0038,1,1,1,0.0102,0.0102,0.0102
BLANCO,0.0041,,mg/L,60.3,0.0004,-0.0057,1,1,1,0.0007,0.0005,0.0002
BLANCO REACTIVO,0,,mg/L,30.8,0.0014,-0.0025,1,1,1,0.001,0.0019,0.0014
VSP NORTE,0.0383,,mg/L,7.3,0.0021,-0.0011,1,1,1,0.002,0.002,0.0023
CELDA 8.1,0.015,,mg/L,36.5,0.001,-0.0019,1,1,1,0.0006,0.0012,0.0012
CELDA 8.2,0.0128,,mg/L,42.9,0.0009,-0.0019,1,1,1,0.0007,0.0006,0.0013
CELDA 8.3,0.01,,mg/L,6.1,0.0007,-0.0013,1,1,1,0.0007,0.0007,0.0008
PATRON,0.1831,,mg/L,1.9,0.0092,-0.0052,1,1,1,0.009,0.0093,0.0092
S. RICA,0.0204,,mg/L,8.9,0.0012,-0.0018,1,1,1,0.0012,0.0012,0.0014
PATRON,0.1856,,mg/L,5.3,0.0093,-0.0051,1,1,1,0.0088,0.0093,0.0098
BLANCO,0.0094,,mg/L,55.6,0.0007,-0.0053,1,1,1,0.0011,0.0004,0.0006
BLANCO REACTIVO,0,,mg/L,20.7,0.0016,-0.0035,1,1,1,0.0017,0.0012,0.0019
TRITURADORA,0.0034,,mg/L,12.7,0.0004,-0.0022,1,1,1,0.0004,0.0004,0.0005
VICTORIA,0.0016,,mg/L,>100,0.0003,-0.003,1,1,1,-0.0001,0.0007,0.0004
CELDA 1,0.0118,,mg/L,41.5,0.0008,-0.0032,1,1,1,0.0011,0.001,0.0004
CELDA 2,0.0135,,mg/L,12.6,0.0009,-0.003,1,1,1,0.0009,0.001,0.0008
CELDA 3,0.0045,,mg/L,38.9,0.0005,-0.0028,1,1,1,0.0006,0.0003,0.0006
CELDA 4A,0.0053,,mg/L,18.7,0.0005,-0.0028,1,1,1,0.0006,0.0006,0.0004
CELDA 4B,0.0057,,mg/L,9.8,0.0005,-0.0022,1,1,1,0.0005,0.0005,0.0006
CELDA 5A,0.0065,,mg/L,24.1,0.0006,-0.0023,1,1,1,0.0007,0.0005,0.0005
CELDA 5B,0.014,,mg/L,21.8,0.0009,-0.0032,1,1,1,0.0012,0.0009,0.0008
PATRON,0.1804,,mg/L,4.4,0.009,-0.0061,1,1,1,0.0092,0.0086,0.0094
BLANCO,0.0028,,mg/L,>100,0.0004,-0.0058,1,1,1,-0.0001,0.0008,0.0005
BLANCO REACTIVO,0,,mg/L,3.9,0.0015,-0.0044,1,1,1,0.0015,0.0014,0.0015
