PATRON,5.0168,,mg/L,1.1,0.0977,0.0983,0.0984,0.0964
BLANCO,-0.0016,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,76.8,0.0003,0.0005,0.0002,0.0001
H,2.5555,,mg/L,0.6,0.0502,0.0499,0.0504,0.0504
C1,2.5303,,mg/L,0.8,0.0497,0.0497,0.0501,0.0493
C2,2.6148,,mg/L,0.5,0.0513,0.0512,0.0516,0.0512
PATRON,5.0576,,mg/L,0.4,0.0985,0.0981,0.0985,0.0989
BLANCO,0.011,,mg/L,60.6,0.0002,0.0002,0.0001,0.0004
BLANCO REACTIVO,0,,mg/L,25.1,0.0004,0.0006,0.0004,0.0004
C3,2.5393,,mg/L,1.2,0.0499,0.0493,0.0505,0.0498
C4,2.5122,,mg/L,0.7,0.0493,0.0497,0.049,0.0494
T,2.5392,,mg/L,0.7,0.0499,0.0502,0.0498,0.0496
PATRON,5.0339,,mg/L,0.6,0.0981,0.0984,0.0985,0.0973
BLANCO,0.0088,,mg/L,21.2,0.0002,0.0002,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,23.9,0.0005,0.0007,0.0004,0.0005
DP1,1.228,,mg/L,1.1,0.0242,0.0243,0.0245,0.0239
DP2,0.5636,,mg/L,0.9,0.0111,0.0111,0.011,0.0112
DP3,0.1354,,mg/L,4.7,0.0027,0.0028,0.0026,0.0026
PATRON,5.0229,,mg/L,1,0.0978,0.0989,0.0974,0.0972
BLANCO,0.0035,,mg/L,>100,0.0001,0,0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,32.4,0.0005,0.0006,0.0006,0.0003
DP4,0.1186,,mg/L,3,0.0023,0.0023,0.0024,0.0024
DP5,0.1224,,mg/L,5.4,0.0024,0.0024,0.0023,0.0026
DP6,11.9048,,mg/L,1,0.2263,0.2238,0.2274,0.2279
PATRON,5.0587,,mg/L,0.9,0.0985,0.0991,0.099,0.0975
BLANCO,0.0061,,mg/L,49.5,0.0001,0.0001,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,15.1,0.0005,0.0005,0.0005,0.0004
ELY1,2.41,,mg/L,0.7,0.0474,0.0469,0.0476,0.0476
ELY2,2.3511,,mg/L,0.6,0.0462,0.0463,0.0459,0.0465
ELY3,2.251,,mg/L,0.2,0.0443,0.0442,0.0443,0.0443
PATRON,5.0253,,mg/L,0.6,0.0979,0.0986,0.0975,0.0976
BLANCO,0.0016,,mg/L,>100,0,0,0.0001,0
BLANCO REACTIVO,0,,mg/L,23.5,0.0004,0.0005,0.0004,0.0003
ELY4,2.3127,,mg/L,0.7,0.0455,0.0458,0.0452,0.0453
ELY5,2.2467,,mg/L,1.2,0.0442,0.0445,0.0445,0.0436
PATRON,4.9715,,mg/L,0.6,0.0969,0.0963,0.0969,0.0974
BLANCO,0.0113,,mg/L,9.7,0.0002,0.0002,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,11.9,0.0006,0.0006,0.0007,0.0006
