Analista,GGP,,,,,,,,,,,,
Fecha de inicio,03/11/2024 02:49 p. m.  GMT: 03/11/2024 08:49 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005726_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5079,,mg/L,1.4,0.0171,-0.0001,1,1,1,0.0169,0.0173,0.0173
,BLANCO,0.0002,,mg/L,>100,0,-0.0011,1,1,1,0.0001,0.0004,-0.0005
,BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0013,1,1,1,-0.0002,0.0002,0.0011
,SA005726-001,-0.0017,,mg/L,>100,-0.0002,-0.0015,20.018,7,1,0.0001,-0.0008,0.0002
,SA005726-002,0.0004,,mg/L,>100,0,-0.0021,20.019,7,1,0,0.0002,-0.0002
,SA005726-003,0.0016,,mg/L,>100,0.0002,-0.002,20,7,1,-0.0001,0.0003,0.0003
,SA005726-004,0.0321,,mg/L,5.9,0.0031,-0.0019,20.013,7,1,0.003,0.003,0.0033
,SA005726-005,0.0382,,mg/L,11.4,0.0037,-0.0022,20.024,7,1,0.0039,0.004,0.0032
,PATRON,0.5073,,mg/L,0.8,0.0171,-0.0019,1,1,1,0.0172,0.017,0.0172
,SA005726-006,0.0045,,mg/L,16,0.0004,-0.0022,20.07,7,1,0.0005,0.0005,0.0004
,SA005726-007,0.6462,,mg/L,1,0.063,-0.0023,20.066,7,1,0.0625,0.0637,0.0629
,PATRON,0.512,,mg/L,2.5,0.0173,-0.002,1,1,1,0.0169,0.0173,0.0177
,BLANCO,0.0061,,mg/L,>100,0.0002,-0.0028,1,1,1,0.0001,0.0005,-0.0001
,BLANCO REACTIVO,0,,mg/L,56.6,0.0004,-0.0015,1,1,1,0.0005,0.0001,0.0004
