Analista,,,,,,,,,,
Fecha de inicio,23/12/2023 01:45 p. m.  GMT: 23/12/2023 07:45 p. m.,,,,,,,,,
Hoja de trabajo,EX000002_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5022,,mg/L,0.5,0.016,0.0015,0.0159,0.0161,0.0161
,BLANCO,0.0024,,mg/L,>100,0.0001,0.0011,0,0.0003,0
,BLANCO REACTIVO,0,,mg/L,16.7,0.0002,0.0002,0.0001,0.0002,0.0002
,EX000002-001,0.0104,,mg/L,40.1,0.001,0.0018,0.0009,0.0006,0.0014
,EX000002-002,0.011,,mg/L,7.5,0.001,0.0016,0.0009,0.0011,0.001
,EX000002-003,0.013,,mg/L,4.1,0.0012,0.0016,0.0012,0.0011,0.0012
,EX000002-004,0.0145,,mg/L,13.5,0.0013,0.0017,0.0013,0.0011,0.0015
,EX000002-005,0.013,,mg/L,13.1,0.0012,0.0016,0.0014,0.0011,0.0011
,PATRON,0.4956,,mg/L,0.4,0.0158,0.0024,0.0158,0.0159,0.0159
,EX000002-006,0.0166,,mg/L,32,0.0015,0.002,0.0016,0.001,0.002
,EX000002-007,0.0065,,mg/L,33,0.0006,0.0019,0.0004,0.0006,0.0008
,EX000002-008,0.0189,,mg/L,14.7,0.0017,0.0017,0.0015,0.0018,0.002
,EX000002-009,0.0122,,mg/L,11.6,0.0011,0.0018,0.001,0.0011,0.0013
,EX000002-010,0.0282,,mg/L,9,0.0026,0.0017,0.0026,0.0023,0.0028
,PATRON,0.5082,,mg/L,1.9,0.0162,0.0024,0.0164,0.0164,0.0159
,BLANCO,0.0007,,mg/L,>100,0,0.0019,-0.0004,0.0002,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,-0.0003,-0.0003,0.0002
,EX000002-011,0.0227,,mg/L,8.5,0.0021,0.0008,0.0021,0.0022,0.0019
,EX000002-012,0.03,,mg/L,11.7,0.0027,0.0007,0.0031,0.0026,0.0025
,EX000002-013,0.4588,,mg/L,0.3,0.0419,0.0008,0.0419,0.0418,0.042
,EX000002-014,0.0087,,mg/L,11.2,0.0008,0.0008,0.0008,0.0007,0.0009
,EX000002-015,0.0104,,mg/L,44.4,0.001,0.0006,0.0013,0.0005,0.0011
,PATRON,0.5112,,mg/L,1.1,0.0163,0.0011,0.0165,0.0163,0.0162
,EX000002-016,0.0083,,mg/L,8.3,0.0008,0.0006,0.0008,0.0007,0.0008
,EX000002-017,0.0478,,mg/L,3,0.0044,0.0003,0.0044,0.0042,0.0045
,EX000002-018,0.0477,,mg/L,3.5,0.0044,0.0004,0.0042,0.0044,0.0045
,EX000002-019,0.0218,,mg/L,8.7,0.002,0.0004,0.0018,0.0022,0.002
,EX000002-020,0.0102,,mg/L,31.6,0.0009,0.0007,0.0007,0.0008,0.0013
,PATRON,0.5141,,mg/L,3.2,0.0164,0.0009,0.0159,0.017,0.0164
,BLANCO,0.0076,,mg/L,64,0.0002,-0.0005,0.0004,0.0001,0.0003
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0006,-0.0004,0,0
,EX000002-021,0.0284,,mg/L,2.2,0.0026,0.0001,0.0026,0.0026,0.0027
,EX000002-022,0.021,,mg/L,11.3,0.0019,0.0002,0.0017,0.0021,0.0019
,EX000002-023,0.0018,,mg/L,>100,0.0002,0.0004,0.0002,-0.0001,0.0004
,EX000002-024,0.0301,,mg/L,4.4,0.0028,0.0002,0.0026,0.0028,0.0029
,EX000002-025,0.0032,,mg/L,38.1,0.0003,0.0002,0.0003,0.0002,0.0004
,PATRON,0.5102,,mg/L,0.3,0.0163,0.0011,0.0163,0.0163,0.0162
,EX000002-026,0.0179,,mg/L,19.8,0.0016,0.0005,0.0019,0.0017,0.0013
,EX000002-027,0.0281,,mg/L,3,0.0026,0,0.0026,0.0025,0.0026
,EX000002-028,0.0281,,mg/L,4.6,0.0026,0.0001,0.0027,0.0024,0.0026
,EX000002-029,0.0019,,mg/L,>100,0.0002,0.0006,0.0003,-0.0004,0.0006
,EX000002-030,0.9906,,mg/L,0.6,0.0902,0.0007,0.0897,0.0906,0.0905
,PATRON,0.5152,,mg/L,0.8,0.0168,0.0009,0.0169,0.0169,0.0167
,BLANCO,-0.0094,,mg/L,>100,-0.0003,0.0003,-0.0006,-0.0008,0.0005
,BLANCO REACTIVO,0,,mg/L,21.7,-0.0005,-0.0001,-0.0005,-0.0007,-0.0004
,EX000002-031,0.0364,,mg/L,4.5,0.0034,0.0003,0.0034,0.0032,0.0036
,EX000002-032,0.0322,,mg/L,5.4,0.003,0.0002,0.0028,0.0032,0.003
,PATRON,0.5056,,mg/L,2.1,0.0165,0.0009,0.0164,0.0162,0.0169
,BLANCO,0.0062,,mg/L,>100,0.0002,-0.0002,0.0005,0.0005,-0.0004
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,-0.0006,0,0.0001,-0.0007
