PATRON,4.9474,,mg/L,1.2,0.1004,0.0992,0.1015,0.1004
BLANCO,0.0006,,mg/L,>100,0,0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,>100,0,0,-0.0002,0.0001
H,3.6678,,mg/L,0.5,0.0748,0.0745,0.0747,0.0752
C1,3.7001,,mg/L,0.7,0.0755,0.0759,0.0749,0.0755
C2,3.672,,mg/L,0.9,0.0749,0.075,0.0755,0.0742
PATRON,4.9294,,mg/L,0.3,0.1,0.1004,0.0999,0.0998
BLANCO,-0.0079,,mg/L,43.7,-0.0002,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,42.1,-0.0002,-0.0001,-0.0002,-0.0003
C3,3.6448,,mg/L,0.3,0.0743,0.0746,0.0741,0.0744
C4,3.6928,,mg/L,0.6,0.0753,0.0748,0.0757,0.0754
T,3.6546,,mg/L,0.6,0.0745,0.0748,0.0748,0.074
PATRON,4.9022,,mg/L,0.2,0.0995,0.0997,0.0993,0.0994
BLANCO,-0.007,,mg/L,28.5,-0.0001,-0.0001,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,29.3,-0.0003,-0.0003,-0.0004,-0.0002
DP1,1.4977,,mg/L,0.2,0.0308,0.0309,0.0308,0.0308
DP2,0.5104,,mg/L,0.7,0.0105,0.0105,0.0105,0.0106
DP3,0.166,,mg/L,1.8,0.0034,0.0034,0.0035,0.0034
PATRON,4.9125,,mg/L,0.5,0.0997,0.0997,0.0992,0.1001
BLANCO,-0.0009,,mg/L,>100,0,-0.0002,0,0.0001
BLANCO REACTIVO,0,,mg/L,50.6,-0.0003,-0.0002,-0.0005,-0.0002
DP4,1.0801,,mg/L,0.9,0.0223,0.022,0.0224,0.0223
DP5,0.131,,mg/L,2.6,0.0027,0.0027,0.0027,0.0028
DP6,15.5848,,mg/L,0.4,0.3024,0.3021,0.3036,0.3016
PATRON,4.9516,,mg/L,0.6,0.1005,0.1012,0.1001,0.1001
BLANCO,-0.0021,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,29.8,-0.0003,-0.0004,-0.0004,-0.0002
ELY1,3.6441,,mg/L,0.4,0.0743,0.0747,0.0741,0.0742
ELY2,3.6125,,mg/L,0.3,0.0737,0.0735,0.0737,0.0739
ELY3,3.5695,,mg/L,1.1,0.0728,0.0737,0.0725,0.0723
PATRON,4.8907,,mg/L,0.7,0.0992,0.0997,0.0995,0.0984
BLANCO,-0.0031,,mg/L,>100,-0.0001,-0.0001,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,14.6,-0.0005,-0.0005,-0.0004,-0.0004
ELY4,3.5763,,mg/L,0.5,0.073,0.0733,0.0731,0.0726
ELY5,3.5331,,mg/L,0.4,0.0721,0.0718,0.0725,0.072
PATRON,4.9138,,mg/L,0.4,0.0997,0.1001,0.0996,0.0994
BLANCO,0.0025,,mg/L,>100,0.0001,-0.0001,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,9.1,-0.0003,-0.0003,-0.0003,-0.0004
