PATRON,4.9679,,mg/L,0.3,0.0503,0.0502,0.0503,0.0505
BLANCO,0.0027,,mg/L,>100,0,0.0001,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,40.9,-0.0003,-0.0002,-0.0004,-0.0002
CANAL,0.001,,mg/L,8.2,-0.0004,-0.0004,-0.0004,-0.0004
FASE 1,0.001,,mg/L,49.2,-0.0003,-0.0002,-0.0002,-0.0004
FASE 2,0.001,,mg/L,>100,-0.0002,-0.0001,-0.0001,-0.0003
FASE 3,0.001,,mg/L,96.1,-0.0002,-0.0002,-0.0004,0
VSP NORTE,0.001,,mg/L,26.7,-0.0003,-0.0004,-0.0003,-0.0002
CELDA 8.1,0.001,,mg/L,42,-0.0003,-0.0002,-0.0004,-0.0003
CELDA 8.2,0.001,,mg/L,19.5,-0.0003,-0.0004,-0.0003,-0.0003
CELDA 8.3,0.001,,mg/L,28.1,-0.0004,-0.0003,-0.0004,-0.0005
PATRON,4.8964,,mg/L,0.6,0.0496,0.05,0.0494,0.0495
BLANCO,-0.0589,,mg/L,42.4,-0.0006,-0.0007,-0.0008,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0,0.0002
