PATRON,5.0572,,mg/L,0.3,0.1012,0.1013,0.1008,0.1015
BLANCO,-0.0017,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0,0.0001,-0.0001,-0.0001
H,2.1721,,mg/L,1,0.0435,0.0432,0.044,0.0432
C1,2.1726,,mg/L,1.2,0.0435,0.0429,0.0437,0.0438
C2,2.2092,,mg/L,0.3,0.0442,0.0441,0.0443,0.0443
PATRON,5.0247,,mg/L,0.6,0.1006,0.1,0.1005,0.1012
BLANCO,-0.0076,,mg/L,67.5,-0.0002,-0.0002,0,-0.0002
BLANCO REACTIVO,0,,mg/L,27.6,-0.0002,-0.0002,-0.0001,-0.0002
C3,2.1816,,mg/L,0.4,0.0437,0.0435,0.0438,0.0437
C4,2.1931,,mg/L,0.9,0.0439,0.0438,0.0443,0.0436
T,2.187,,mg/L,0.5,0.0438,0.0438,0.044,0.0436
PATRON,5.0203,,mg/L,0.5,0.1005,0.1003,0.101,0.1001
BLANCO,-0.0043,,mg/L,51.4,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,43.3,-0.0003,-0.0001,-0.0003,-0.0003
ELY1,2.1653,,mg/L,1.1,0.0434,0.0437,0.0428,0.0435
ELY2,2.1473,,mg/L,0.3,0.043,0.0429,0.0429,0.0431
ELY3,2.1542,,mg/L,1.2,0.0431,0.0426,0.0436,0.0432
PATRON,5.0566,,mg/L,0.8,0.1012,0.1003,0.1014,0.1019
BLANCO,-0.003,,mg/L,>100,-0.0001,-0.0001,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,23.2,-0.0004,-0.0004,-0.0003,-0.0005
ELY4,2.1197,,mg/L,1,0.0424,0.0429,0.042,0.0424
ELY5,2.0737,,mg/L,1,0.0415,0.0415,0.0419,0.0411
PATRON,5.0188,,mg/L,0.5,0.1004,0.1002,0.1011,0.1001
BLANCO,-0.0035,,mg/L,90,-0.0001,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,26.2,-0.0004,-0.0003,-0.0003,-0.0005
