PATRON,0.5087,,mg/L,1,0.0663,-0.0019,1,1,1,0.0664,0.0669,0.0656
BLANCO,-0.0011,,mg/L,>100,-0.0002,0.0002,1,1,1,0,-0.0011,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0004,-0.0006,1,1,1,0.0014,0.0006,-0.0008
CELDA 8,-0.0038,,mg/L,>100,-0.0006,0.002,1,1,1,-0.0014,0.0004,-0.0007
CANAL,0.0096,,mg/L,>100,0.0014,-0.0002,1,1,1,0.003,0.0013,0.0001
FASE 1,0.0059,,mg/L,75.4,0.0009,0.0005,1,1,1,0.0015,0.0002,0.0009
PATRON,0.4882,,mg/L,2.5,0.0639,-0.0006,1,1,1,0.0628,0.0632,0.0657
FASE 2,0.0071,,mg/L,52.1,0.0011,0.0004,1,1,1,0.0016,0.001,0.0005
FASE 3,0.0045,,mg/L,>100,0.0007,0.001,1,1,1,0.0009,0.0019,-0.0008
PATRON,0.4924,,mg/L,1.8,0.0644,-0.0006,1,1,1,0.0644,0.0632,0.0655
BLANCO,0.0016,,mg/L,>100,0.0002,-0.0012,1,1,1,-0.0001,0.0024,-0.0016
BLANCO REACTIVO,0,,mg/L,93.2,0.0005,-0.0007,1,1,1,0.0007,0,0.0009
VSP NORTE,-0.0008,,mg/L,>100,-0.0001,0.0015,1,1,1,0.0003,0.0019,-0.0026
CELDA 8.1,0.012,,mg/L,44.2,0.0018,0.0026,1,1,1,0.0023,0.0022,0.0009
CELDA 8.2,0.0006,,mg/L,>100,0.0001,0.0012,1,1,1,-0.001,0.0013,0
CELDA 8.3,-0.0006,,mg/L,>100,-0.0001,0.0017,1,1,1,0,-0.0003,0.0001
PATRON,0.5121,,mg/L,2.3,0.0667,-0.0013,1,1,1,0.0685,0.0658,0.0659
S. RICA,0.0015,,mg/L,>100,0.0002,0.0024,1,1,1,0,-0.0014,0.0021
PATRON,0.5019,,mg/L,3.9,0.0655,-0.0003,1,1,1,0.0626,0.0674,0.0665
BLANCO,0.0026,,mg/L,87.3,0.0004,-0.0018,1,1,1,0.0005,0,0.0007
BLANCO REACTIVO,0,,mg/L,45.2,0.0016,-0.0022,1,1,1,0.0008,0.0019,0.0022
TRITURADORA,-0.0101,,mg/L,38.7,-0.0015,0.0004,1,1,1,-0.0016,-0.0009,-0.002
VICTORIA,0.0002,,mg/L,>100,0,-0.0013,1,1,1,0,-0.0009,0.0009
CELDA 1,-0.0021,,mg/L,>100,-0.0003,-0.0005,1,1,1,-0.0009,-0.0007,0.0006
CELDA 2,-0.0019,,mg/L,>100,-0.0003,-0.0005,1,1,1,-0.002,0.0009,0.0002
CELDA 3,-0.0032,,mg/L,>100,-0.0005,-0.0001,1,1,1,-0.0006,-0.001,0.0002
CELDA 4A,0.0078,,mg/L,84.3,0.0012,-0.0017,1,1,1,0.0019,0.0015,0.0001
CELDA 4B,-0.0038,,mg/L,>100,-0.0006,-0.0003,1,1,1,-0.0013,-0.0007,0.0003
CELDA 5A,-0.0023,,mg/L,>100,-0.0003,-0.0007,1,1,1,-0.0012,0.0003,-0.0002
CELDA 5B,0.0017,,mg/L,>100,0.0003,-0.0011,1,1,1,-0.0012,-0.0005,0.0025
PATRON,0.5069,,mg/L,1.8,0.0661,-0.0028,1,1,1,0.0674,0.0653,0.0656
BLANCO,0.0011,,mg/L,>100,0.0002,-0.0038,1,1,1,-0.0001,0.0007,-0.0001
BLANCO REACTIVO,0,,mg/L,31,0.0018,-0.0022,1,1,1,0.0017,0.0013,0.0024
