PATRON,0.9856,,mg/L,0.4,0.0001,0.0206,0.0207,0.0205,0.0206
BLANCO,0.0078,,mg/L,23.7,0,0.0002,0.0002,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,26.1,0.0001,-0.0003,-0.0003,-0.0004,-0.0003
H,0.3317,,mg/L,0.6,0,0.0069,0.0069,0.0069,0.007
C1,0.3231,,mg/L,1.2,0.0001,0.0068,0.0069,0.0067,0.0068
C2,0.3221,,mg/L,1.4,0.0001,0.0067,0.0067,0.0067,0.0069
PATRON,1.0017,,mg/L,0.6,0.0001,0.0209,0.0211,0.0209,0.0208
BLANCO,-0.0002,,mg/L,>100,0.0001,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0,-0.0001,0
C3,0.3196,,mg/L,0.7,0,0.0067,0.0067,0.0067,0.0067
C4,0.3102,,mg/L,1.1,0.0001,0.0065,0.0064,0.0066,0.0065
T,0.2968,,mg/L,0.5,0,0.0062,0.0062,0.0062,0.0062
PATRON,0.9965,,mg/L,0.5,0.0001,0.0208,0.0207,0.0209,0.0208
BLANCO,-0.0083,,mg/L,46.4,0.0001,-0.0002,-0.0001,-0.0001,-0.0003
BLANCO REACTIVO,0,,mg/L,67.8,0.0001,-0.0001,0,-0.0001,-0.0001
ELY1,0.3043,,mg/L,0.8,0.0001,0.0064,0.0064,0.0064,0.0063
ELY2,0.3058,,mg/L,1.7,0.0001,0.0064,0.0063,0.0065,0.0064
ELY3,0.2962,,mg/L,1.4,0.0001,0.0062,0.0063,0.0062,0.0061
PATRON,0.993,,mg/L,0.3,0.0001,0.0207,0.0208,0.0207,0.0208
BLANCO,-0.0053,,mg/L,34.3,0,-0.0001,-0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,16.4,0,-0.0002,-0.0003,-0.0002,-0.0003
ELY4,0.2422,,mg/L,1.6,0.0001,0.0051,0.0051,0.005,0.0051
ELY5,0.1914,,mg/L,1.1,0,0.004,0.004,0.004,0.0041
PATRON,0.9994,,mg/L,0.1,0,0.0209,0.0209,0.0208,0.0209
BLANCO,-0.0082,,mg/L,31.8,0.0001,-0.0002,-0.0002,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,21.7,0.0001,-0.0004,-0.0003,-0.0004,-0.0005
