PATRON,4.9314,,mg/L,0.9,0.0525,0.0523,0.053,0.0522
BLANCO,0.0605,,mg/L,7.2,0.0006,0.0007,0.0007,0.0006
BLANCO REACTIVO,0,,mg/L,8.7,0.0007,0.0007,0.0006,0.0007
FASE 1,0.027,,mg/L,31.5,0.0003,0.0003,0.0004,0.0002
FASE 2,0.0476,,mg/L,11.3,0.0005,0.0006,0.0005,0.0005
FASE 3,0.0769,,mg/L,2.2,0.0008,0.0008,0.0008,0.0008
VSP NORTE,0.0554,,mg/L,7.3,0.0006,0.0006,0.0006,0.0005
CELDA 8.1,0.0591,,mg/L,23.1,0.0006,0.0007,0.0007,0.0005
CELDA 8.2,0.0449,,mg/L,20.6,0.0005,0.0005,0.0005,0.0004
CELDA 8.3,2.0109,,mg/L,0.6,0.0214,0.0216,0.0213,0.0213
PATRON,4.8994,,mg/L,0.9,0.0521,0.0525,0.0523,0.0517
BLANCO,0.0022,,mg/L,>100,0,0.0001,0,0
BLANCO REACTIVO,0,,mg/L,16.8,0.0006,0.0006,0.0008,0.0005
