PATRON,5.0434,,mg/L,1.8,0.0019,0.1035,0.1021,0.1027,0.1056
BLANCO,-0.0094,,mg/L,51.1,0.0001,-0.0002,-0.0003,-0.0003,-0.0001
BLANCO REACTIVO,0,,mg/L,20.4,0,-0.0001,-0.0001,-0.0001,-0.0002
H,0.255,,mg/L,1.6,0.0001,0.0053,0.0052,0.0053,0.0053
C1,0.2602,,mg/L,1.4,0.0001,0.0054,0.0053,0.0054,0.0055
C2,0.2705,,mg/L,1.1,0.0001,0.0056,0.0055,0.0056,0.0057
PATRON,5.0287,,mg/L,0.2,0.0002,0.1032,0.1032,0.1033,0.103
BLANCO,-0.0125,,mg/L,20,0.0001,-0.0003,-0.0002,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,11.4,0.0001,-0.0005,-0.0006,-0.0005,-0.0005
C3,0.2669,,mg/L,0.9,0.0001,0.0055,0.0055,0.0055,0.0056
C4,0.2565,,mg/L,0.9,0,0.0053,0.0053,0.0054,0.0053
T,0.2395,,mg/L,1.6,0.0001,0.005,0.0049,0.005,0.005
PATRON,5.0275,,mg/L,0.4,0.0004,0.1031,0.1029,0.1036,0.1029
BLANCO,-0.0037,,mg/L,56.4,0,-0.0001,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,2.5,0,-0.0012,-0.0012,-0.0012,-0.0012
DP1,0.0736,,mg/L,4.1,0.0001,0.0015,0.0015,0.0015,0.0016
DP2,0.0747,,mg/L,5.9,0.0001,0.0015,0.0015,0.0016,0.0015
DP3,0.0637,,mg/L,2.7,0,0.0013,0.0013,0.0014,0.0013
PATRON,5.0256,,mg/L,0.4,0.0004,0.1031,0.1034,0.1032,0.1027
BLANCO,-0.0027,,mg/L,30,0,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,2.1,0,-0.0012,-0.0012,-0.0012,-0.0012
DP4,0.2316,,mg/L,2.5,0.0001,0.0048,0.0048,0.0047,0.0049
DP5,0.0729,,mg/L,14.9,0.0002,0.0015,0.0016,0.0017,0.0013
DP6,3.0127,,mg/L,0.3,0.0002,0.0622,0.0623,0.062,0.0622
PATRON,5.0207,,mg/L,0.2,0.0002,0.103,0.103,0.1032,0.1028
BLANCO,-0.0085,,mg/L,49.5,0.0001,-0.0002,-0.0002,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,2.9,0,-0.0014,-0.0015,-0.0015,-0.0014
ELY1,0.2481,,mg/L,1,0.0001,0.0051,0.0051,0.0052,0.0052
ELY2,0.2469,,mg/L,1.7,0.0001,0.0051,0.0051,0.0052,0.005
ELY3,0.214,,mg/L,1,0,0.0044,0.0045,0.0044,0.0044
PATRON,5.0527,,mg/L,0.3,0.0003,0.1036,0.1039,0.1033,0.1037
BLANCO,-0.0031,,mg/L,>100,0.0001,-0.0001,0,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,2.6,0,-0.0015,-0.0015,-0.0015,-0.0016
ELY4,0.207,,mg/L,0.8,0,0.0043,0.0043,0.0043,0.0043
ELY5,0.1754,,mg/L,0.9,0,0.0036,0.0036,0.0037,0.0036
PATRON,5.0074,,mg/L,0.6,0.0006,0.1027,0.1021,0.1029,0.1032
BLANCO,-0.0011,,mg/L,>100,0.0001,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,1,0,-0.0016,-0.0016,-0.0016,-0.0016
