PATRON,4.9412,,mg/L,1.1,0.053,1,1,1,0.0528,0.0526,0.0537
BLANCO,0.0521,,mg/L,32.9,0.0006,1,1,1,0.0008,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,3.3,0.0036,1,1,1,0.0036,0.0037,0.0035
FASE 1,0.0453,,mg/L,12.7,0.0005,1,1,1,0.0006,0.0004,0.0005
FASE 2,0.0295,,mg/L,94.7,0.0003,1,1,1,0.0005,0,0.0005
FASE 3,0.0458,,mg/L,40.1,0.0005,1,1,1,0.0003,0.0005,0.0007
VSP NORTE,0.0575,,mg/L,44.3,0.0006,1,1,1,0.001,0.0004,0.0005
CELDA 8.1,0.0385,,mg/L,54,0.0004,1,1,1,0.0003,0.0007,0.0002
CELDA 8.2,0.0461,,mg/L,22.1,0.0005,1,1,1,0.0004,0.0006,0.0005
CELDA 8.3,0.0892,,mg/L,4.3,0.001,1,1,1,0.001,0.001,0.001
PATRON,5.0635,,mg/L,0.9,0.0543,1,1,1,0.0549,0.054,0.0541
BLANCO,0.0075,,mg/L,>100,0.0001,1,1,1,0.0001,0.0002,0
BLANCO REACTIVO,0,,mg/L,3.2,0.003,1,1,1,0.0029,0.0031,0.0031
