PATRON,4.8835,,mg/L,0.2,0.0471,1,1,1,0.0472,0.0469,0.0471
BLANCO,-0.0546,,mg/L,25.7,-0.0005,1,1,1,-0.0006,-0.0004,-0.0006
BLANCO REACTIVO,0,,mg/L,26.7,-0.0007,1,1,1,-0.0005,-0.0008,-0.0007
FASE 1,0.0209,,mg/L,34.5,0.0002,1,1,1,0.0002,0.0003,0.0002
PATRON,4.9843,,mg/L,0.8,0.048,1,1,1,0.0479,0.0485,0.0478
FASE 2,0.0225,,mg/L,48.8,0.0002,1,1,1,0.0003,0.0001,0.0003
FASE 3,0.0007,,mg/L,>100,0,1,1,1,0,-0.0001,0.0002
PATRON,4.9655,,mg/L,0.6,0.0479,1,1,1,0.048,0.048,0.0475
BLANCO,-0.0662,,mg/L,33.6,-0.0006,1,1,1,-0.0004,-0.0008,-0.0008
BLANCO REACTIVO,0,,mg/L,10.2,-0.0016,1,1,1,-0.0015,-0.0017,-0.0014
VSP NORTE,0.0358,,mg/L,39.9,0.0003,1,1,1,0.0004,0.0005,0.0002
CELDA 8.1,0.0141,,mg/L,67.5,0.0001,1,1,1,0.0001,0.0001,0.0002
CELDA 8.2,0.0261,,mg/L,46.6,0.0003,1,1,1,0.0002,0.0002,0.0004
CELDA 8.3,4.8028,,mg/L,1,0.0463,1,1,1,0.0467,0.0458,0.0463
PATRON,5.142,,mg/L,0.4,0.0495,1,1,1,0.0495,0.0494,0.0498
BLANCO,-0.0451,,mg/L,11.7,-0.0004,1,1,1,-0.0004,-0.0004,-0.0005
BLANCO REACTIVO,0,,mg/L,5.3,-0.0021,1,1,1,-0.0019,-0.0021,-0.0022
