PATRON,0.195,,mg/L,4.9,0.0104,-0.0019,1,1,1,0.0109,0.0105,0.0098
BLANCO,0.005,,mg/L,98.5,0.0008,-0.0012,1,1,1,0,0.0007,0.0016
BLANCO REACTIVO,0,,mg/L,33.6,0.0016,-0.0028,1,1,1,0.0014,0.0022,0.0012
CELDA 8,0.0068,,mg/L,71.8,0.0009,-0.0014,1,1,1,0.0008,0.0003,0.0015
CANAL,0.0181,,mg/L,10.1,0.0014,-0.0031,1,1,1,0.0013,0.0014,0.0016
FASE 1,0.0289,,mg/L,16,0.002,-0.0025,1,1,1,0.0021,0.0016,0.0022
PATRON,0.1803,,mg/L,2.3,0.0083,0.0004,1,1,1,0.0082,0.0085,0.0082
FASE 2,0.0533,,mg/L,12.7,0.0032,-0.0034,1,1,1,0.0029,0.003,0.0037
FASE 3,0.0416,,mg/L,7.3,0.0026,-0.0039,1,1,1,0.0028,0.0027,0.0024
PATRON,0.1963,,mg/L,6.7,0.0105,-0.008,1,1,1,0.0113,0.01,0.0101
BLANCO,0.0004,,mg/L,68.9,0.0005,-0.0038,1,1,1,0.0006,0.0009,0.0002
BLANCO REACTIVO,0,,mg/L,13.5,0.0043,-0.0043,1,1,1,0.0045,0.0036,0.0047
VSP NORTE,0.0327,,mg/L,16.9,0.0022,-0.0058,1,1,1,0.0018,0.0023,0.0025
CELDA 8.1,0.022,,mg/L,18.1,0.0016,-0.0069,1,1,1,0.0013,0.0017,0.0019
CELDA 8.2,0.036,,mg/L,10.1,0.0023,-0.0077,1,1,1,0.0021,0.0025,0.0024
CELDA 8.3,0.0312,,mg/L,13.6,0.0021,-0.0069,1,1,1,0.0021,0.0024,0.0018
PATRON,0.2116,,mg/L,13.6,0.0112,-0.0124,1,1,1,0.0127,0.0113,0.0097
S. RICA,0.006,,mg/L,39,0.0008,-0.0001,1,1,1,0.0005,0.0012,0.0008
PATRON,0.2143,,mg/L,9.2,0.0114,-0.012,1,1,1,0.0111,0.0105,0.0125
BLANCO,0.0094,,mg/L,39.6,0.001,-0.0044,1,1,1,0.0009,0.0014,0.0007
BLANCO REACTIVO,0,,mg/L,12.7,0.0076,-0.0073,1,1,1,0.0081,0.0081,0.0065
TRITURADORA,0.0193,,mg/L,12,0.0015,-0.0128,1,1,1,0.0014,0.0014,0.0017
VICTORIA,0.0126,,mg/L,48.6,0.0012,-0.0132,1,1,1,0.0007,0.0018,0.001
CELDA 1,0.0051,,mg/L,>100,0.0008,-0.0124,1,1,1,0.0004,0.0002,0.0017
CELDA 2,0.0123,,mg/L,17.9,0.0011,-0.0126,1,1,1,0.0013,0.0012,0.0009
CELDA 3,0.0228,,mg/L,23.7,0.0017,-0.0138,1,1,1,0.0012,0.002,0.0017
CELDA 4A,0.0315,,mg/L,18.3,0.0021,-0.0139,1,1,1,0.0025,0.0021,0.0017
CELDA 4B,0.0329,,mg/L,56.4,0.0022,-0.014,1,1,1,0.001,0.0034,0.0022
CELDA 5A,0.0242,,mg/L,3.9,0.0017,-0.0136,1,1,1,0.0018,0.0017,0.0017
CELDA 5B,0.0372,,mg/L,18.8,0.0024,-0.0148,1,1,1,0.0019,0.0027,0.0026
PATRON,0.1984,,mg/L,16,0.0106,-0.0189,1,1,1,0.0122,0.0107,0.0088
BLANCO,-0.0117,,mg/L,>100,-0.0001,-0.0034,1,1,1,-0.0002,0.0003,-0.0004
BLANCO REACTIVO,0,,mg/L,10.3,0.0095,-0.01,1,1,1,0.0089,0.009,0.0106
