PATRON,4.8724,,mg/L,0.8,0.0004,0.0537,0.0006,0.0536,0.0535,0.0542
BLANCO,-0.0294,,mg/L,>100,0.0005,-0.0003,0.0006,0.0001,-0.0008,-0.0003
BLANCO REACTIVO,0,,mg/L,46.6,0.0003,0.0006,-0.0004,0.0007,0.0003,0.0008
FASE 1,0.001,,mg/L,61.7,0.0003,-0.0005,0.0002,-0.0002,-0.0008,-0.0006
FASE 2,0.001,,mg/L,>100,0.0005,-0.0004,0.0001,0.0001,-0.0004,-0.0009
FASE 3,0.0416,,mg/L,>100,0.0007,0.0005,-0.0001,0.0012,-0.0001,0.0003
VSP NORTE,0.0876,,mg/L,10.4,0.0001,0.001,0.0006,0.001,0.0009,0.0011
CELDA 8.1,0.0286,,mg/L,>100,0.0004,0.0003,0.001,-0.0002,0.0006,0.0006
CELDA 8.2,0.0372,,mg/L,23.5,0.0001,0.0004,0.0009,0.0005,0.0005,0.0003
CELDA 8.3,0.0389,,mg/L,>100,0.0006,0.0004,-0.0007,-0.0002,0.0009,0.0006
PATRON,4.9583,,mg/L,1.5,0.0008,0.0548,0.0004,0.0544,0.0558,0.0543
BLANCO,0.0249,,mg/L,6,0,0.0003,0.0009,0.0003,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,41.4,0.0003,0.0006,0.0001,0.0009,0.0004,0.0006
