PATRON,4.9101,,mg/L,0.6,0.0502,0.0504,0.0499,0.0502
BLANCO,0.0034,,mg/L,>100,0,0,0,0.0001
BLANCO REACTIVO,0,,mg/L,8.2,0.001,0.0009,0.001,0.001
FASE 1,0.0721,,mg/L,19.7,0.0008,0.0006,0.0007,0.0009
FASE 2,0.0715,,mg/L,6.4,0.0007,0.0007,0.0007,0.0008
FASE 3,0.1553,,mg/L,3,0.0016,0.0017,0.0016,0.0016
VSP NORTE,0.1494,,mg/L,6,0.0016,0.0016,0.0016,0.0014
CELDA 8.1,0.1693,,mg/L,2.7,0.0018,0.0018,0.0017,0.0018
CELDA 8.2,0.165,,mg/L,3.1,0.0017,0.0017,0.0017,0.0018
CELDA 8.3,0.2847,,mg/L,1.8,0.003,0.003,0.0029,0.003
PATRON,4.8665,,mg/L,0.5,0.0497,0.0496,0.0496,0.05
BLANCO,-0.0058,,mg/L,50.9,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,7.1,0.0026,0.0026,0.0028,0.0024
