PATRON,4.9081,,mg/L,0.4,0.0494,1,1,1,0.0492,0.0495,0.0494
BLANCO,-0.0415,,mg/L,26.9,-0.0004,1,1,1,-0.0004,-0.0003,-0.0005
BLANCO REACTIVO,0,,mg/L,1.9,-0.0033,1,1,1,-0.0032,-0.0033,-0.0033
FASE 1,0.0109,,mg/L,97.1,0.0001,1,1,1,0.0002,0,0.0002
FASE 2,0.0137,,mg/L,93,0.0001,1,1,1,0.0002,0,0.0003
FASE 3,0.0111,,mg/L,69.9,0.0001,1,1,1,0.0002,0,0.0001
VSP NORTE,-0.0084,,mg/L,66.1,-0.0001,1,1,1,-0.0002,0,-0.0001
CELDA 8.1,-0.0177,,mg/L,81.6,-0.0002,1,1,1,-0.0001,-0.0003,-0.0001
CELDA 8.2,-0.0267,,mg/L,20.1,-0.0003,1,1,1,-0.0002,-0.0003,-0.0003
CELDA 8.3,0.0185,,mg/L,65.3,0.0002,1,1,1,0.0001,0.0003,0.0002
PATRON,4.9695,,mg/L,1.5,0.05,1,1,1,0.0492,0.0507,0.0501
BLANCO,-0.0191,,mg/L,45.2,-0.0002,1,1,1,-0.0001,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,2,-0.0026,1,1,1,-0.0026,-0.0026,-0.0025
