"Analista",""
"Fecha de inicio","12/4/2024 15:22  GMT: 12/4/2024 21:22"
"Hoja de trabajo","EC000499"
"Comentario",""
"Métodos","Au,Ag,Cu"

"Método: Cu AACN-Cu (Llama)"

"PATRON",5.0505,"","mg/L",0.4,0.1074,0.1076,0.1077,0.1069
"BLANCO",0.0140,"","mg/L",52.5,0.0003,0.0004,0.0004,0.0001
"BLANCO REACTIVO",0.0000,"","mg/L",41.2,-0.0004,-0.0002,-0.0005,-0.0005
"FASE 1",0.0192,"","mg/L",41.6,0.0004,0.0004,0.0006,0.0003
"FASE 2",0.0170,"","mg/L",74.1,0.0004,0.0001,0.0003,0.0007
"FASE 3",0.0125,"","mg/L",28.6,0.0003,0.0003,0.0002,0.0003
"VSP NORTE",-0.0032,"","mg/L",">100",-0.0001,0.0000,-0.0002,0.0000
"CELDA 8.1",0.0057,"","mg/L",">100",0.0001,0.0002,0.0003,0.0000
"CELDA 8.2",0.0158,"","mg/L",62.9,0.0003,0.0002,0.0002,0.0006
"CELDA 8.3",0.0494,"","mg/L",24.2,0.0011,0.0008,0.0013,0.0012
"PATRON",4.9078,"","mg/L",0.4,0.1045,0.1041,0.1049,0.1044
"BLANCO",-0.0336,"","mg/L",6.2,-0.0007,-0.0007,-0.0007,-0.0008
"BLANCO REACTIVO",0.0000,"","mg/L",22.2,-0.0008,-0.0006,-0.0009,-0.0009
