PATRON,0.0487,,mg/L,7.3,0.0002,0.0025,-0.0005,0.0024,0.0024,0.0027
BLANCO,-0.0032,,mg/L,16,0,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0001,-0.0002,0,0.0001,0.0003
H KCA PO,0.0552,,mg/L,6.3,0.0002,0.0028,0.0025,0.0026,0.003,0.0028
H KCA PO,0.0541,,mg/L,7,0.0002,0.0028,0.0017,0.0027,0.0026,0.003
H KCA PO,0.0531,,mg/L,7.8,0.0002,0.0029,0.0022,0.0027,0.003,0.0031
PATRON,0.046,,mg/L,7.3,0.0002,0.0024,-0.0012,0.0026,0.0023,0.0022
H KCA PO,0.0545,,mg/L,5.4,0.0002,0.0029,0.0028,0.0031,0.0029,0.0028
H KCA PO,0.0555,,mg/L,5.4,0.0002,0.0028,0.0016,0.003,0.0028,0.0027
PATRON,0.0522,,mg/L,3.8,0.0001,0.0027,-0.0009,0.0028,0.0027,0.0026
BLANCO,0.0056,,mg/L,13.6,0,0.0003,-0.0009,0.0003,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,52.4,0.0002,0.0004,-0.0005,0.0006,0.0003,0.0002
M1 PO,0.0547,,mg/L,6.5,0.0002,0.0028,0.0024,0.0026,0.003,0.0028
M2 PO,0.0423,,mg/L,6.7,0.0001,0.0022,0.0023,0.0022,0.002,0.0022
M3 PO,0.0386,,mg/L,11.8,0.0002,0.002,0.002,0.0018,0.0022,0.0019
M4 PO,0.0318,,mg/L,4.6,0.0001,0.0016,0.0018,0.0016,0.0016,0.0017
PATRON,0.0467,,mg/L,5.8,0.0001,0.0024,-0.0021,0.0024,0.0025,0.0022
P KCA PO,0.0232,,mg/L,35.6,0.0004,0.0012,0.0017,0.0014,0.0015,0.0007
PATRON,0.0545,,mg/L,10,0.0003,0.0028,-0.0011,0.0028,0.0031,0.0025
BLANCO,0.0101,,mg/L,38.4,0.0002,0.0005,-0.0014,0.0003,0.0006,0.0006
BLANCO REACTIVO,0,,mg/L,34,0.0001,0.0003,-0.0007,0.0003,0.0003,0.0002
CELDA 8,0.0573,,mg/L,6.8,0.0002,0.003,0.0028,0.0031,0.0031,0.0027
CANAL,0.122,,mg/L,0.9,0.0001,0.0063,0.0029,0.0063,0.0064,0.0064
FASE 1,0.0665,,mg/L,9,0.0003,0.0034,0.0015,0.0038,0.0033,0.0032
FASE 2,0.0367,,mg/L,0.5,0,0.0019,0.0014,0.0019,0.0019,0.0019
FASE 3,0.0321,,mg/L,11.8,0.0002,0.0016,0.0014,0.0014,0.0018,0.0017
VSP NORTE,0.1319,,mg/L,2.7,0.0002,0.0068,0.0019,0.007,0.0066,0.0069
CELDA 8.1,0.0262,,mg/L,16.4,0.0002,0.0013,0.0007,0.0012,0.0012,0.0016
CELDA 8.2,0.0234,,mg/L,18.6,0.0002,0.0012,0.0009,0.0012,0.0014,0.0009
CELDA 8.3,0.0161,,mg/L,3.5,0,0.0008,0.0015,0.0008,0.0008,0.0008
S. RICA,0.0221,,mg/L,4.4,0.0001,0.0011,0.0032,0.0011,0.0011,0.0012
PATRON,0.0518,,mg/L,7,0.0002,0.0027,-0.002,0.0027,0.0025,0.0028
BLANCO,0.0084,,mg/L,26.4,0.0001,0.0004,-0.0015,0.0004,0.0005,0.0003
BLANCO REACTIVO,0,,mg/L,47.4,0.0001,0.0002,0.0002,0.0003,0.0002,0.0001
H KCA PE,0.0344,,mg/L,5.1,0.0001,0.0018,0.0037,0.0019,0.0017,0.0018
H KCA PE,0.032,,mg/L,10.7,0.0002,0.0017,0.0036,0.0019,0.0016,0.0015
H KCA PE,0.0312,,mg/L,5.8,0.0001,0.0016,0.0036,0.0017,0.0016,0.0015
PATRON,0.0455,,mg/L,7.8,0.0002,0.0024,0.0003,0.0024,0.0026,0.0022
H KCA PE,0.0332,,mg/L,7.7,0.0001,0.0017,0.0037,0.0018,0.0016,0.0018
H KCA PE,0.0354,,mg/L,2.3,0,0.0018,0.0036,0.0018,0.0019,0.0018
PATRON,0.0465,,mg/L,4.6,0.0001,0.0024,0,0.0025,0.0023,0.0024
BLANCO,-0.0058,,mg/L,46,0.0001,-0.0003,0,-0.0002,-0.0005,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0001,0,0.0001,-0.0005,0
M1 PE,0.0192,,mg/L,10.2,0.0001,0.001,0.004,0.0011,0.001,0.0009
M2 PE,0.0149,,mg/L,33.4,0.0003,0.0008,0.0039,0.001,0.0007,0.0005
M3 PE,0.0128,,mg/L,36.8,0.0002,0.0007,0.0037,0.0006,0.0009,0.0004
M4 PE,0.0109,,mg/L,49,0.0003,0.0006,0.0037,0.0007,0.0002,0.0008
PATRON,0.0502,,mg/L,7.5,0.0002,0.0026,0.0001,0.0028,0.0026,0.0024
