Analista,,,,,,,,,,
Fecha de inicio,24/04/2024 01:47 p. m.  GMT: 24/04/2024 07:47 p. m.,,,,,,,,,
Hoja de trabajo,SA003715-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5063,,mg/L,3.1,0.0155,0.0008,0.016,0.0151,0.0153
,BLANCO,0.0046,,mg/L,>100,0.0001,0.0001,0.0008,0.0006,-0.001
,BLANCO REACTIVO,0,,mg/L,26.5,0.0006,-0.0005,0.0007,0.0008,0.0004
,SA003715-001,1.3375,,mg/L,0.4,0.1113,0.0024,0.1107,0.1117,0.1113
,SA003715-002,1.3375,,mg/L,0.4,0.1113,0.0024,0.1107,0.1117,0.1113
,SA003715-003,1.0343,,mg/L,0.2,0.0872,0.0015,0.0874,0.0871,0.0871
,SA003715-004,1.3925,,mg/L,0.4,0.1171,0.0023,0.1166,0.1176,0.117
,SA003715-005,-0.0061,,mg/L,>100,-0.0005,0.0015,0,-0.0018,0.0003
,PATRON,0.5153,,mg/L,3.2,0.0152,0.0019,0.0152,0.0156,0.0147
,SA003715-006,0.6387,,mg/L,1.5,0.058,0.0006,0.0573,0.0577,0.0589
,SA003715-007,1.076,,mg/L,2.3,0.0907,0.0026,0.0884,0.0912,0.0925
,SA003715-008,1.0209,,mg/L,0.3,0.0839,0.0006,0.0841,0.0836,0.084
,SA003715-009,2.8417,,mg/L,1.1,0.2276,0.0004,0.2256,0.2267,0.2304
,SA003715-010,1.2761,,mg/L,1.9,0.1046,0.0001,0.1026,0.1065,0.1048
,PATRON,0.5212,,mg/L,2.2,0.0153,0.0032,0.0151,0.0157,0.0152
,BLANCO,0.0149,,mg/L,>100,0.0004,0.0029,-0.0001,0.001,0.0004
,BLANCO REACTIVO,0,,mg/L,50.1,-0.0016,0.0018,-0.0007,-0.0021,-0.002
,SA003715-011,1.0845,,mg/L,0.5,0.089,0,0.0889,0.0895,0.0887
,SA003715-012,1.0905,,mg/L,0.3,0.1057,0.0038,0.1057,0.106,0.1053
,SA003715-013,1.0394,,mg/L,0.5,0.1008,0.0033,0.1004,0.1014,0.1007
,SA003715-014,1.189,,mg/L,0.7,0.1151,0.0035,0.1144,0.1149,0.1159
,SA003715-015,1.2908,,mg/L,1.1,0.125,0.0038,0.1246,0.1266,0.1239
,PATRON,0.492,,mg/L,3.1,0.0166,0.0046,0.0172,0.0162,0.0165
,SA003715-016,1.6194,,mg/L,1.1,0.1531,-0.0013,0.1516,0.1549,0.1528
,SA003715-017,1.0397,,mg/L,0.2,0.0992,-0.0014,0.0993,0.0989,0.0992
,SA003715-018,1.2514,,mg/L,0.4,0.119,-0.0011,0.1185,0.119,0.1194
,SA003715-019,1.0358,,mg/L,0.5,0.0989,-0.0013,0.0991,0.0993,0.0984
,SA003715-020,1.1491,,mg/L,0.9,0.1098,0.002,0.1108,0.1097,0.109
,PATRON,0.5049,,mg/L,2,0.0173,0.0025,0.0172,0.0176,0.017
,BLANCO,0.0044,,mg/L,>100,0.0002,0.0014,0.0004,0,0.0001
,BLANCO REACTIVO,0,,mg/L,49.9,-0.0007,0.0009,-0.001,-0.0007,-0.0003
