PATRON,0.1895,,mg/L,3.2,0.0101,-0.0007,1,1,1,0.0103,0.0101,0.0097
BLANCO,-0.0073,,mg/L,>100,0,0,1,1,1,-0.0002,0.0001,0
BLANCO REACTIVO,0,,mg/L,90.6,-0.0002,0.0003,1,1,1,-0.0005,-0.0002,-0.0001
CELDA 8,0.0102,,mg/L,22.1,0.0009,0.0045,1,1,1,0.0011,0.0007,0.0009
CANAL,0.0054,,mg/L,63.1,0.0006,0.0037,1,1,1,0.0002,0.001,0.0006
FASE 1,0.0113,,mg/L,59.1,0.0009,0.0043,1,1,1,0.001,0.0015,0.0004
PATRON,0.1859,,mg/L,0.7,0.0099,-0.0003,1,1,1,0.0099,0.0098,0.0099
FASE 2,0.0296,,mg/L,18.1,0.0019,0.0036,1,1,1,0.0018,0.0015,0.0022
FASE 3,-0.003,,mg/L,>100,0.0002,0.0031,1,1,1,0.0002,0.0005,-0.0001
PATRON,0.183,,mg/L,2,0.0097,-0.0001,1,1,1,0.0099,0.0096,0.0096
BLANCO,-0.0065,,mg/L,>100,0,0,1,1,1,0.0001,0.0007,-0.0007
BLANCO REACTIVO,0,,mg/L,26.8,-0.0009,0.0004,1,1,1,-0.0012,-0.0008,-0.0007
VSP NORTE,0.0352,,mg/L,29.2,0.0022,0.0053,1,1,1,0.0023,0.0027,0.0015
CELDA 8.1,0.0118,,mg/L,43.7,0.001,0.0045,1,1,1,0.0008,0.0006,0.0014
CELDA 8.2,0.0078,,mg/L,58.1,0.0008,0.0052,1,1,1,0.0004,0.0013,0.0006
CELDA 8.3,0.0004,,mg/L,82.9,0.0004,0.0067,1,1,1,0,0.0006,0.0005
PATRON,0.1959,,mg/L,3.8,0.0104,0.0001,1,1,1,0.0101,0.0108,0.0102
S. RICA,0.0099,,mg/L,53,0.0009,0.0051,1,1,1,0.0009,0.0013,0.0004
PATRON,0.1884,,mg/L,2.9,0.01,0.0003,1,1,1,0.0099,0.0098,0.0103
BLANCO,0.0061,,mg/L,50,0.0007,0.0003,1,1,1,0.0003,0.0009,0.0008
BLANCO REACTIVO,0,,mg/L,31.7,-0.0013,0,1,1,1,-0.001,-0.0017,-0.0011
TRITURADORA,0.0055,,mg/L,39.7,0.0006,0.0057,1,1,1,0.0004,0.0009,0.0006
VICTORIA,0.0077,,mg/L,22.1,0.0008,0.0046,1,1,1,0.0009,0.0006,0.0007
CELDA 1,0.0131,,mg/L,37.2,0.001,0.005,1,1,1,0.0011,0.0014,0.0006
CELDA 2,0.0188,,mg/L,26.5,0.0013,0.0051,1,1,1,0.0017,0.0012,0.001
CELDA 3,0.0175,,mg/L,41.8,0.0013,0.0048,1,1,1,0.0013,0.0018,0.0007
CELDA 4A,0.0082,,mg/L,32.5,0.0008,0.0053,1,1,1,0.001,0.0008,0.0005
CELDA 4B,0.0149,,mg/L,35.8,0.0011,0.0054,1,1,1,0.0013,0.0007,0.0014
CELDA 5A,0.0064,,mg/L,35.1,0.0007,0.0057,1,1,1,0.0005,0.0007,0.0009
CELDA 5B,0.0153,,mg/L,17.5,0.0011,0.0049,1,1,1,0.0013,0.0012,0.0009
PATRON,0.1912,,mg/L,3.2,0.0101,0.0001,1,1,1,0.0098,0.0103,0.0104
BLANCO,0.0102,,mg/L,14.4,0.0009,0.0008,1,1,1,0.0008,0.0009,0.001
BLANCO REACTIVO,0,,mg/L,17.8,-0.0014,0.0001,1,1,1,-0.0012,-0.0013,-0.0017
