PATRON,5.0106,,mg/L,0.6,0.0558,0.0562,0.0556,0.0556
BLANCO,0.0412,,mg/L,13.9,0.0005,0.0004,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,83.3,0.0002,0.0004,0,0.0002
FASE 1,0.0194,,mg/L,22.8,0.0002,0.0002,0.0002,0.0003
FASE 2,0.0492,,mg/L,8.9,0.0006,0.0005,0.0006,0.0005
FASE 3,0.0708,,mg/L,7.1,0.0008,0.0007,0.0008,0.0008
VSP NORTE,0.0349,,mg/L,14.1,0.0004,0.0005,0.0003,0.0004
CELDA 8.1,0.0419,,mg/L,19.2,0.0005,0.0005,0.0005,0.0004
CELDA 8.2,0.038,,mg/L,16.4,0.0004,0.0004,0.0005,0.0004
CELDA 8.3,1.8247,,mg/L,2,0.0205,0.0206,0.0209,0.0201
PATRON,4.9378,,mg/L,0.3,0.055,0.055,0.0552,0.0549
BLANCO,0.0235,,mg/L,21.9,0.0003,0.0002,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,19.6,0.0005,0.0005,0.0004,0.0006
