Analista,,,,,,,,,,
Fecha de inicio,06/03/2023 04:23 p. m.  GMT: 06/03/2023 10:23 p. m.,,,,,,,,,
Hoja de trabajo,SA000573_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,BLANCO,0.0031,,mg/L,>100,0.0001,0.0008,-0.0001,0.0002,0.0001
,PATRON,0.5042,,mg/L,1.3,0.0155,-0.0003,0.0155,0.0152,0.0156
,SA000573-001,0.1858,,mg/L,3.1,0.0163,0.0003,0.0169,0.0162,0.0159
,SA000573-002,0.3084,,mg/L,0.2,0.0273,0,0.0272,0.0273,0.0272
,SA000573-003,0.3201,,mg/L,0.8,0.0283,0.0002,0.0285,0.0284,0.0281
,SA000573-004,0.1893,,mg/L,0.8,0.0167,0.0002,0.0167,0.0165,0.0168
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0001,-0.0001,0.0001,0.0004
,SA000573-005,4.1133,,mg/L,0.3,0.0365,-0.0004,0.0364,0.0366,0.0366
,PATRON,0.4859,,mg/L,2.7,0.0149,-0.0002,0.0145,0.0149,0.0153
,SA000573-006,0.8672,,mg/L,1.1,0.0788,0,0.0779,0.0789,0.0796
,SA000573-007,0.3986,,mg/L,1.3,0.0354,0,0.0355,0.0358,0.0349
,SA000573-008,0.3623,,mg/L,0.8,0.0321,0,0.0318,0.0323,0.0322
,SA000573-009,0.375,,mg/L,0.6,0.0334,-0.0002,0.0336,0.0333,0.0332
,SA000573-010,0.0064,,mg/L,11.1,0.0006,-0.0001,0.0006,0.0005,0.0006
,PATRON,0.5023,,mg/L,1.8,0.0154,-0.0002,0.0151,0.0156,0.0154
,BLANCO,-0.0008,,mg/L,>100,0,-0.0003,-0.0001,0,0.0001
,SA000573-011,0.2308,,mg/L,0.3,0.0203,0.0001,0.0203,0.0202,0.0204
,SA000573-012,0.2033,,mg/L,1,0.0179,0.0002,0.0179,0.018,0.0177
,SA000573-013,0.1943,,mg/L,1.6,0.017,0.0001,0.0169,0.0174,0.0169
,SA000573-014,0.21,,mg/L,0.5,0.0185,0.0003,0.0184,0.0185,0.0185
,SA000573-015,0.1381,,mg/L,0.4,0.0121,0.0003,0.0121,0.012,0.0121
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0001,0,-0.0002,0
,PATRON,0.4937,,mg/L,1.7,0.0151,0,0.0154,0.0149,0.0151
,SA000573-016,0.0991,,mg/L,3,0.0087,0.0003,0.0088,0.0088,0.0084
,SA000573-017,0.0755,,mg/L,3,0.0066,0.0005,0.0066,0.0068,0.0064
,SA000573-018,0.2488,,mg/L,1.8,0.0219,0.0002,0.0219,0.0215,0.0223
,SA000573-019,0.0872,,mg/L,0.3,0.0076,0.0004,0.0077,0.0076,0.0076
,SA000573-020,0.0039,,mg/L,30.2,0.0003,0.0005,0.0002,0.0004,0.0003
,PATRON,0.5146,,mg/L,1.5,0.0158,-0.0001,0.016,0.0156,0.0157
,BLANCO,0.0047,,mg/L,>100,0.0001,0.0001,-0.0002,0.0005,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0,0.0002,0.0001
,SA000573-021,0.0948,,mg/L,4.4,0.0083,0,0.0085,0.0079,0.0085
,SA000573-022,0.0518,,mg/L,3,0.0045,0,0.0046,0.0046,0.0043
,SA000573-023,0.1694,,mg/L,1.2,0.0149,0.0002,0.015,0.0149,0.0147
,SA000573-024,0.1449,,mg/L,0.9,0.0127,0.0003,0.0126,0.0128,0.0127
,SA000573-025,0.1144,,mg/L,1.4,0.01,0.0003,0.0099,0.0099,0.0101
,PATRON,0.5035,,mg/L,1.1,0.0154,0,0.0155,0.0153,0.0156
,SA000573-026,0.0985,,mg/L,3.4,0.0086,0.0002,0.0089,0.0083,0.0086
,SA000573-027,0.1483,,mg/L,0.5,0.013,0.0003,0.013,0.013,0.0131
,SA000573-028,0.1621,,mg/L,1.8,0.0142,0.0004,0.0139,0.0144,0.0143
,SA000573-029,0.1669,,mg/L,1.8,0.0147,0.0003,0.0148,0.0144,0.0148
,SA000573-030,0.2131,,mg/L,1,0.0188,0.0003,0.0186,0.019,0.0187
,PATRON,0.5132,,mg/L,2.3,0.0157,0.0001,0.0162,0.0155,0.0156
,BLANCO,0.0013,,mg/L,>100,0,0.0001,0.0002,0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0,0.0002,-0.0002,0.0002,0.0001
,SA000573-031,0.0911,,mg/L,0.2,0.008,0.0004,0.008,0.0079,0.008
,SA000573-032,0.0488,,mg/L,4.7,0.0043,0.0005,0.004,0.0043,0.0044
,PATRON,0.5097,,mg/L,0.2,0.0156,0.0003,0.0156,0.0156,0.0157
,BLANCO,0.0071,,mg/L,78.7,0.0002,0.0001,0.0001,0.0001,0.0004
,BLANCO REACTIVO,0,,mg/L,96.8,0.0002,0,0.0005,0,0.0002
,,,mg/L,,,,,,,
