PATRON,0.0546,,mg/L,5.5,0.003,0.0047,0.0029,0.0032,0.0031
BLANCO,-0.0041,,mg/L,>100,0.0001,-0.0001,-0.0001,-0.0001,0.0005
BLANCO REACTIVO,0,,mg/L,4,-0.0034,0.0025,-0.0033,-0.0035,-0.0034
H KCA PO,0.0237,,mg/L,5.1,0.0015,0.0007,0.0015,0.0016,0.0014
H KCA PO,0.0207,,mg/L,7.4,0.0013,0.0007,0.0014,0.0014,0.0012
H KCA PO,0.0203,,mg/L,9.2,0.0013,0.0072,0.0012,0.0013,0.0015
PATRON,0.0467,,mg/L,2.3,0.0026,0.0038,0.0027,0.0026,0.0026
H KCA PO,0.0224,,mg/L,9.9,0.0014,0.0008,0.0016,0.0014,0.0013
H KCA PO,0.0189,,mg/L,11.4,0.0012,0.0077,0.0013,0.0013,0.0011
PATRON,0.051,,mg/L,9.8,0.0029,0.0042,0.0032,0.0027,0.0027
BLANCO,0.0042,,mg/L,51.8,0.0005,0.0053,0.0006,0.0002,0.0007
BLANCO REACTIVO,0,,mg/L,7.6,-0.0036,0.0024,-0.0039,-0.0034,-0.0035
M1 PO,0.0177,,mg/L,12.3,0.0012,0.008,0.001,0.0013,0.0012
M2 PO,0.0136,,mg/L,13.3,0.001,0.0079,0.0009,0.0011,0.0009
M3 PO,0.0148,,mg/L,21.9,0.001,0.0074,0.001,0.0013,0.0008
M4 PO,0.008,,mg/L,13.2,0.0007,0.0074,0.0008,0.0006,0.0007
PATRON,0.0489,,mg/L,1.3,0.0027,0.0046,0.0027,0.0027,0.0028
P KCA PO,0.0049,,mg/L,20.4,0.0005,0.0082,0.0006,0.0004,0.0006
PATRON,0.0508,,mg/L,17,0.0028,0.0047,0.0034,0.0026,0.0025
BLANCO,0.0089,,mg/L,50.2,0.0007,0.0053,0.001,0.0003,0.0009
BLANCO REACTIVO,0,,mg/L,2.3,-0.0036,0.0021,-0.0035,-0.0037,-0.0035
CELDA 8,0.0214,,mg/L,13,0.0014,0.0078,0.0012,0.0013,0.0016
CANAL,0.0188,,mg/L,2.7,0.0012,0.0074,0.0012,0.0012,0.0013
FASE 1,0.0141,,mg/L,12.4,0.0011,0.0034,0.0012,0.001,0.0011
FASE 2,0.0174,,mg/L,6.6,0.0013,0.0032,0.0012,0.0013,0.0013
FASE 3,0.0143,,mg/L,16.9,0.0011,0.003,0.0011,0.0013,0.0009
VSP NORTE,0.0264,,mg/L,6.2,0.0017,0.0032,0.0016,0.0017,0.0019
CELDA 8.1,0.0067,,mg/L,30.2,0.0007,0.0021,0.0008,0.0005,0.0009
CELDA 8.2,0.0107,,mg/L,25.1,0.0009,0.0022,0.0007,0.0012,0.0008
CELDA 8.3,0.0128,,mg/L,21.3,0.001,0.0019,0.0012,0.0008,0.0011
S. RICA,0.0145,,mg/L,11,0.001,0.0078,0.0011,0.0011,0.0009
PATRON,0.0516,,mg/L,3.6,0.0029,0.0043,0.0028,0.003,0.0028
BLANCO,0.0083,,mg/L,17.7,0.0007,0.0047,0.0008,0.0007,0.0006
BLANCO REACTIVO,0,,mg/L,3.6,-0.0027,0.0001,-0.0026,-0.0028,-0.0027
H KCA PE,0.0113,,mg/L,9.7,0.0007,0.0081,0.0008,0.0007,0.0008
H KCA PE,0.0113,,mg/L,13.2,0.0009,0.0077,0.0008,0.0008,0.001
H KCA PE,0.0113,,mg/L,20.8,0.0007,0.0083,0.0008,0.0009,0.0006
PATRON,0.0477,,mg/L,0.7,0.0027,0.0043,0.0027,0.0027,0.0027
H KCA PE,0.0106,,mg/L,21.5,0.0008,0.0078,0.0007,0.0007,0.001
H KCA PE,0.0143,,mg/L,14.5,0.001,0.0073,0.0009,0.0012,0.0009
