PATRON,5.0496,,mg/L,0.3,0.1015,0.1012,0.1017,0.1017
BLANCO,-0.0043,,mg/L,68.5,-0.0001,-0.0001,-0.0002,0
BLANCO REACTIVO,0,,mg/L,>100,0,0,0,0
H,4.056,,mg/L,0.7,0.0814,0.0807,0.0818,0.0817
C1,4.1143,,mg/L,0.5,0.0826,0.0824,0.0823,0.083
C2,4.0831,,mg/L,0.5,0.0819,0.082,0.0815,0.0823
PATRON,4.9841,,mg/L,2.6,0.1002,0.1022,0.1011,0.0973
BLANCO,-0.0038,,mg/L,>100,-0.0001,0,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,24.5,-0.0004,-0.0004,-0.0005,-0.0003
C3,4.0052,,mg/L,0.6,0.0804,0.0809,0.0803,0.0799
C4,4.0626,,mg/L,0.2,0.0815,0.0814,0.0816,0.0816
T,3.9812,,mg/L,0.4,0.0799,0.08,0.0795,0.0802
PATRON,5.0326,,mg/L,0.6,0.1012,0.1014,0.1017,0.1005
BLANCO,-0.0102,,mg/L,47.9,-0.0002,-0.0003,-0.0001,-0.0003
BLANCO REACTIVO,0,,mg/L,14.4,-0.0005,-0.0004,-0.0006,-0.0005
DP1,3.2983,,mg/L,0.5,0.0661,0.066,0.0658,0.0664
DP2,0.6947,,mg/L,0.7,0.0138,0.0138,0.0137,0.0139
DP3,0.2973,,mg/L,0.2,0.0059,0.0059,0.0059,0.0059
PATRON,5.0552,,mg/L,0.2,0.1016,0.1019,0.1015,0.1015
BLANCO,0.0011,,mg/L,>100,0,0,-0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,7,-0.0005,-0.0006,-0.0005,-0.0005
DP4,1.3803,,mg/L,0.5,0.0275,0.0273,0.0276,0.0275
DP5,2.6778,,mg/L,1,0.0536,0.054,0.0537,0.0529
DP6,15.7792,,mg/L,0.5,0.3164,0.3179,0.3145,0.3169
PATRON,5.0207,,mg/L,0.9,0.1009,0.1002,0.1008,0.1019
BLANCO,-0.0022,,mg/L,>100,0,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,16,-0.0009,-0.001,-0.0009,-0.0008
ELY1,4.0525,,mg/L,0.4,0.0813,0.081,0.0817,0.0813
ELY2,3.9221,,mg/L,0.7,0.0787,0.0793,0.0782,0.0785
ELY3,3.8938,,mg/L,1.1,0.0781,0.0775,0.0791,0.0777
PATRON,5.0216,,mg/L,0.4,0.101,0.1009,0.1006,0.1014
BLANCO,-0.0055,,mg/L,41.6,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,15.6,-0.0011,-0.0011,-0.0009,-0.0013
ELY4,3.914,,mg/L,0.3,0.0785,0.0785,0.0783,0.0787
ELY5,3.884,,mg/L,0.5,0.0779,0.0783,0.0776,0.0778
PATRON,4.9969,,mg/L,0.5,0.1005,0.1,0.1004,0.101
BLANCO,0.0013,,mg/L,>100,0,-0.0001,0.0002,0
BLANCO REACTIVO,0,,mg/L,17.4,-0.001,-0.0008,-0.0012,-0.0011
