PATRON,5.0242,,mg/L,2,0.0502,1,1,1,0.0492,0.0502,0.0512
BLANCO,0.0066,,mg/L,>100,0.0001,1,1,1,-0.0002,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,>100,0,1,1,1,0,-0.0001,0
FASE 1,0.0248,,mg/L,>100,0.0003,1,1,1,0.0006,0.0001,0.0001
FASE 2,0.0084,,mg/L,>100,0.0001,1,1,1,0.0001,-0.0001,0.0003
FASE 3,0.0218,,mg/L,50.6,0.0002,1,1,1,0.0002,0.0004,0.0001
VSP NORTE,0.0117,,mg/L,87.1,0.0001,1,1,1,0,0.0001,0.0002
CELDA 8.1,0.0308,,mg/L,21.3,0.0003,1,1,1,0.0003,0.0003,0.0004
CELDA 8.2,0.0302,,mg/L,27.6,0.0003,1,1,1,0.0004,0.0003,0.0002
CELDA 8.3,0.0764,,mg/L,19.2,0.0008,1,1,1,0.0008,0.0006,0.0009
PATRON,5.0064,,mg/L,1,0.05,1,1,1,0.0506,0.05,0.0496
BLANCO,-0.0115,,mg/L,>100,-0.0001,1,1,1,-0.0002,0,-0.0001
BLANCO REACTIVO,0,,mg/L,54.1,-0.001,1,1,1,-0.0006,-0.0008,-0.0016
