PATRON,4.9399,,mg/L,0.4,0.052,0.0521,0.0517,0.0521
BLANCO,0.0074,,mg/L,79.5,0.0001,0,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,9.6,0.0006,0.0007,0.0005,0.0006
CANAL,0.0107,,mg/L,82.3,0.0001,0,0.0001,0.0002
FASE 1,0.0238,,mg/L,43.9,0.0003,0.0002,0.0004,0.0002
FASE 2,0.0344,,mg/L,41.8,0.0004,0.0003,0.0003,0.0005
FASE 3,0.0492,,mg/L,19.9,0.0005,0.0005,0.0004,0.0006
VSP NORTE,0.0297,,mg/L,13.2,0.0003,0.0003,0.0004,0.0003
CELDA 8.1,0.0341,,mg/L,8.8,0.0004,0.0004,0.0004,0.0003
CELDA 8.2,0.0295,,mg/L,15.1,0.0003,0.0003,0.0003,0.0003
CELDA 8.3,0.2245,,mg/L,4.5,0.0024,0.0025,0.0025,0.0023
PATRON,4.8518,,mg/L,0.4,0.0511,0.0513,0.051,0.0509
BLANCO,0.0191,,mg/L,48.7,0.0002,0.0003,0.0003,0.0001
BLANCO REACTIVO,0,,mg/L,3.5,0.0008,0.0009,0.0008,0.0009
