PATRON,0.4925,,mg/L,1.2,0.0611,0.0004,0.0619,0.0606,0.0608
BLANCO,-0.0055,,mg/L,14.4,-0.0007,0,-0.0006,-0.0006,-0.0008
BLANCO REACTIVO,0,,mg/L,56.5,-0.0007,-0.0004,-0.001,-0.0006,-0.0003
H KCA PO,0.0053,,mg/L,13.5,0.0007,0.0015,0.0006,0.0008,0.0007
H KCA PO,0.007,,mg/L,48.6,0.0009,0.0012,0.0013,0.0009,0.0004
H KCA PO,0.0052,,mg/L,17.2,0.0006,0.0012,0.0005,0.0007,0.0007
PATRON,0.4899,,mg/L,0.8,0.0608,0.0008,0.0613,0.0604,0.0607
H KCA PO,0.0015,,mg/L,>100,0.0002,0.0015,0.0005,-0.0005,0.0005
H KCA PO,0.001,,mg/L,>100,-0.0001,0.0019,0.0001,0.0003,-0.0008
PATRON,0.4962,,mg/L,0.6,0.0616,-0.0002,0.062,0.0613,0.0613
BLANCO,-0.0048,,mg/L,97.8,-0.0006,-0.0002,0.0001,-0.0009,-0.001
BLANCO REACTIVO,0,,mg/L,10.4,-0.001,0.0016,-0.0009,-0.001,-0.0011
M1 PO,0.0029,,mg/L,58.9,0.0004,0.0015,0.0004,0.0006,0.0001
M2 PO,0.001,,mg/L,>100,-0.0001,0.002,-0.0006,0.0004,-0.0002
M3 PO,0.001,,mg/L,6.4,-0.0004,0.0022,-0.0005,-0.0005,-0.0004
M4 PO,0.001,,mg/L,>100,-0.0002,0.0018,-0.0001,-0.0005,0
PATRON,0.4929,,mg/L,0.9,0.0611,-0.0001,0.0612,0.0606,0.0617
P KCA PO,0.001,,mg/L,>100,-0.0002,0.0021,-0.0009,0.0002,-0.0001
PATRON,0.4969,,mg/L,1.2,0.0612,-0.0002,0.062,0.0606,0.0609
BLANCO,-0.0059,,mg/L,10.3,-0.0008,0.0003,-0.0007,-0.0008,-0.0008
BLANCO REACTIVO,0,,mg/L,51.5,-0.0009,0.001,-0.0008,-0.0006,-0.0015
CELDA 8,0.001,,mg/L,74.3,-0.0004,0.0023,-0.0002,-0.0007,-0.0003
CANAL,0.001,,mg/L,>100,-0.0007,0.0023,0.0003,-0.0012,-0.0014
FASE 1,0.0017,,mg/L,>100,0.0002,0.0053,0.0001,0.0008,-0.0003
FASE 2,0.001,,mg/L,>100,-0.0001,0.0056,-0.0004,0.0002,-0.0001
FASE 3,0.0001,,mg/L,>100,0,0.0017,0,-0.0004,0.0005
VSP NORTE,0.001,,mg/L,34.5,-0.0005,0.003,-0.0007,-0.0005,-0.0004
CELDA 8.1,0.001,,mg/L,>100,0,0.0057,-0.0001,0.0001,-0.0001
CELDA 8.2,0.001,,mg/L,>100,-0.0002,0.002,-0.0005,0.0001,-0.0002
CELDA 8.3,0.001,,mg/L,>100,-0.0001,0.002,-0.0003,-0.0002,0.0002
S. RICA,0.001,,mg/L,>100,0,0.0022,-0.001,0.0011,-0.0002
PATRON,0.4937,,mg/L,0.5,0.0597,-0.0006,0.0595,0.0596,0.06
BLANCO,-0.0033,,mg/L,37,-0.0004,0.0022,-0.0005,-0.0002,-0.0005
BLANCO REACTIVO,0,,mg/L,46.4,-0.0008,0.0007,-0.001,-0.0004,-0.001
