Analista,,,,,,,,,
Fecha de inicio,02:15 p. m. 01/01/2026  GMT: 08:15 p. m. 01/01/2026,,,,,,,,
Hoja de trabajo,SA007492,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5082,,mg/L,1,2.4,0.0189,0.0013,
,BLANCO,-0.0052,,mg/L,1,>100,-0.0002,0.0006,
,BLANCO REACTIVO,0,,mg/L,1,27.3,-0.001,0.0008,
,SA007492-001,0.1525,,mg/L,1,2.5,0.0244,0.0021,30.04
,SA007492-002,0.2027,,mg/L,1,1.3,0.0323,0.0015,30
,SA007492-003,0.5081,,mg/L,1,0.8,0.0792,0.0014,30.02
,SA007492-004,0.4939,,mg/L,1,0.9,0.0771,0.002,30.03
,SA007492-005,0.1707,,mg/L,1,1.3,0.0272,0.0018,30.01
,PATRON,0.5001,,mg/L,1,1.5,0.0186,0.0025,
,SA007492-006,0.0708,,mg/L,1,4.8,0.0113,0.002,30.03
,SA007492-007,0.0619,,mg/L,1,3.3,0.0099,0.002,30.02
,SA007492-008,0.3049,,mg/L,1,2.7,0.0486,0.0022,30.02
,SA007492-009,0.3998,,mg/L,1,0.7,0.0637,0.0018,30.01
,SA007492-010,0.3063,,mg/L,1,1.8,0.0489,0.0018,30.02
,PATRON,0.5049,,mg/L,1,0.6,0.0188,0.0026,
,BLANCO,0.0004,,mg/L,1,>100,0,0.0024,
,BLANCO REACTIVO,0,,mg/L,1,39.1,-0.0008,0.0012,
,SA007492-011,-0.0004,,mg/L,1,0.5,0.0642,0.002,30.03
,SA007492-012,0.4115,,mg/L,1,>100,-0.0001,0.0022,30.03
,SA007492-013,0.0053,,mg/L,1,1.2,0.012,0.0016,3
,SA007492-014,0.2285,,mg/L,1,0.3,0.0365,0.0024,30.02
,SA007492-015,0.2689,,mg/L,1,0.9,0.0429,0.0021,30
,PATRON,0.5007,,mg/L,1,1.3,0.0193,0.0009,
,SA007492-016,0.838,,mg/L,1,1,0.1318,-0.0002,30.01
,SA007492-017,0.8684,,mg/L,1,0.7,0.1513,0.0001,30.03
,SA007492-018,0.9976,,mg/L,1,0.9,0.1556,0.0003,30.02
,SA007492-019,0.104,,mg/L,1,1.8,0.0172,0.0004,30.01
,PATRON,0.4904,,mg/L,1,0.4,0.0189,0.0007,
,BLANCO,-0.0017,,mg/L,1,>100,-0.0001,-0.0005,
,BLANCO REACTIVO,0,,mg/L,1,47.6,0.0005,0.0001,
,SA007492-021,0.134,,mg/L,1,1.7,0.0221,0.0003,30.02
,SA007492-022,0.0622,,mg/L,1,0.8,0.0103,0,3
,SA007492-023,0.9854,,mg/L,1,0.8,0.2661,-0.0001,30.03
,SA007492-024,0.9459,,mg/L,1,0.2,0.148,0,30.03
,SA007492-025,0.0007,,mg/L,1,>100,0.0001,0.0001,30.03
,PATRON,0.5094,,mg/L,1,3.6,0.0185,0.0007,
,SA007492-026,0.4118,,mg/L,1,2.3,0.0642,-0.0001,30.01
,SA007492-027,0.0836,,mg/L,1,2.4,0.013,-0.0001,30.01
,SA007492-028,0.0709,,mg/L,1,1.6,0.011,0,30
,SA007492-029,-0.0083,,mg/L,1,16,-0.0013,0.002,30.03
,SA007492-030,0.221,,mg/L,1,1.8,0.0344,0.0014,30
,PATRON,0.5004,,mg/L,1,2.8,0.0182,0.0007,
,BLANCO,-0.0048,,mg/L,1,48.5,-0.0002,0.0009,
,BLANCO REACTIVO,0,,mg/L,1,41.8,-0.0002,0.0005,
,SA007492-031,0.0496,,mg/L,1,2.3,0.0077,0.0013,30.02
,SA007492-032,0.0334,,mg/L,1,5.4,0.0052,0.0015,30.03
,PATRON,0.4894,,mg/L,1,1.4,0.0178,0.0021,
,BLANCO,-0.0111,,mg/L,1,26,-0.0004,0.0011,
,BLANCO REACTIVO,0,,mg/L,1,29.9,-0.0006,0.0007,
