Analista,ALS,,,,,,,,
Fecha de inicio,24/03/2023 03:21 p. m.  GMT: 24/03/2023 09:21 p. m.,,,,,,,,
Hoja de trabajo,SA000757-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0082,,mg/L,0.2,0.1189,0.119,0.119,0.1186
,BLANCO,0.0087,,mg/L,1.9,0.001,0.001,0.001,0.001
,BLANCO REACTIVO,0,,mg/L,10.2,0.001,0.0009,0.001,0.001
,SA000743-027,2.5634,,mg/L,0.4,0.0121,0.0122,0.0121,0.0121
,SA000743-028,1.1704,,mg/L,0.7,0.0056,0.0055,0.0056,0.0055
,SA000743-031,1.021,,mg/L,1.5,0.0048,0.0047,0.0049,0.0049
,SA000743-032,0.9557,,mg/L,1.7,0.0045,0.0046,0.0046,0.0044
,PATRON,0.9912,,mg/L,0,0.1169,0.1169,0.1169,0.1169
,BLANCO,0.0013,,mg/L,36.5,0.0002,0.0002,0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,21.3,0.0009,0.0007,0.0011,0.001
