PATRON,5.0106,,mg/L,0.4,0.0991,0.0991,0.0987,0.0996
BLANCO,0.0098,,mg/L,45.7,0.0002,0.0001,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,22.2,0.0006,0.0007,0.0005,0.0005
H,4.8589,,mg/L,0.5,0.0962,0.0962,0.0957,0.0967
C1,4.8261,,mg/L,1.3,0.0956,0.0969,0.0944,0.0954
C2,4.8574,,mg/L,0.4,0.0962,0.0966,0.0959,0.096
PATRON,5.055,,mg/L,0.1,0.1,0.1,0.0999,0.1001
BLANCO,-0.0028,,mg/L,97.1,-0.0001,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,9.1,0.0003,0.0004,0.0003,0.0003
C3,4.7902,,mg/L,0.7,0.0949,0.095,0.0954,0.0941
C4,4.8986,,mg/L,1.1,0.097,0.0981,0.096,0.0968
T,4.7989,,mg/L,1.2,0.095,0.0943,0.0944,0.0964
PATRON,5.049,,mg/L,0.3,0.0999,0.0996,0.0998,0.1002
BLANCO,0.0054,,mg/L,57.1,0.0001,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,30.7,0.0003,0.0004,0.0004,0.0002
DP1,0.0948,,mg/L,1.9,0.0019,0.0019,0.0019,0.0019
DP2,0.3373,,mg/L,1.6,0.0068,0.0069,0.0069,0.0067
DP3,0.522,,mg/L,0.6,0.0105,0.0105,0.0105,0.0106
PATRON,5.0486,,mg/L,0.6,0.0999,0.1002,0.1002,0.0992
BLANCO,-0.0012,,mg/L,>100,0,-0.0001,0,0
BLANCO REACTIVO,0,,mg/L,44.7,0.0004,0.0006,0.0003,0.0003
DP4,1.0595,,mg/L,1.2,0.0213,0.0213,0.0211,0.0216
DP5,0.5811,,mg/L,1.4,0.0117,0.0119,0.0116,0.0116
DP6,21.4985,,mg/L,0.9,0.3959,0.3975,0.392,0.3982
PATRON,5.0502,,mg/L,0.6,0.0999,0.0992,0.1002,0.1002
BLANCO,-0.0029,,mg/L,81.6,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,39.1,0.0005,0.0006,0.0003,0.0005
ELY1,4.8148,,mg/L,0.9,0.0953,0.0944,0.0961,0.0955
ELY2,4.7249,,mg/L,0.4,0.0936,0.094,0.0933,0.0934
ELY3,4.7278,,mg/L,0.6,0.0936,0.0933,0.0934,0.0943
PATRON,5.0032,,mg/L,0.7,0.099,0.0991,0.0982,0.0996
BLANCO,0.0015,,mg/L,>100,0,0.0001,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,5.8,0.0004,0.0004,0.0004,0.0004
ELY4,4.6858,,mg/L,0.6,0.0928,0.0925,0.0934,0.0926
ELY5,4.6783,,mg/L,0.9,0.0927,0.0918,0.0928,0.0935
PATRON,5.0323,,mg/L,2.3,0.0995,0.0973,0.0993,0.102
BLANCO,0.008,,mg/L,>100,0.0002,0.0003,0.0002,0
BLANCO REACTIVO,0,,mg/L,21.1,0.0005,0.0004,0.0006,0.0004
