PATRON,0.5014,,mg/L,1.1,0.0644,-0.0005,1,1,1,0.0652,0.0642,0.0638
BLANCO,0.0036,,mg/L,79.4,0.0005,-0.0006,1,1,1,0.0001,0.0009,0.0004
BLANCO REACTIVO,0,,mg/L,88,-0.0004,0.0004,1,1,1,-0.0006,-0.0005,0
H KCA PO,0.0036,,mg/L,41.7,0.0005,0.0022,1,1,1,0.0002,0.0005,0.0006
H KCA PO,0.002,,mg/L,62.4,0.0003,0.0024,1,1,1,0.0004,0.0001,0.0002
H KCA PO,0.0016,,mg/L,>100,0.0002,0.0026,1,1,1,0,0.0006,0
PATRON,0.5038,,mg/L,0.5,0.0625,0,1,1,1,0.0624,0.0623,0.0628
H KCA PO,-0.0044,,mg/L,56.6,-0.0006,0.0029,1,1,1,-0.0002,-0.0009,-0.0007
H KCA PO,-0.0004,,mg/L,>100,-0.0001,0.0026,1,1,1,0.0001,-0.0006,0.0003
PATRON,0.5065,,mg/L,1.1,0.0628,0.0004,1,1,1,0.0636,0.0626,0.0623
BLANCO,-0.0003,,mg/L,>100,0,0.0006,1,1,1,-0.0006,0.0007,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0002,1,1,1,0.0007,-0.0002,0.0001
M1 PO,0.0016,,mg/L,>100,0.0002,0.0029,1,1,1,0.0002,0,0.0005
M2 PO,0.0038,,mg/L,61.8,0.0005,0.0026,1,1,1,0.0003,0.0003,0.0009
M3 PO,0.0029,,mg/L,>100,0.0004,0.0029,1,1,1,-0.0002,0.0007,0.0007
M4 PO,0.0056,,mg/L,31.6,0.0007,0.0027,1,1,1,0.0006,0.0006,0.001
PATRON,0.5105,,mg/L,1,0.0633,0.0003,1,1,1,0.0626,0.0635,0.0638
P KCA PO,0.0035,,mg/L,41.4,0.0004,0.0019,1,1,1,0.0003,0.0004,0.0007
PATRON,0.5102,,mg/L,0.4,0.0633,-0.0004,1,1,1,0.063,0.0632,0.0636
BLANCO,0.0045,,mg/L,29.6,0.0006,-0.0006,1,1,1,0.0006,0.0007,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0003,1,1,1,0.0006,0,-0.0005
CELDA 8,0.0042,,mg/L,>100,0.0005,0.0016,1,1,1,0.0005,0,0.001
CANAL,-0.0015,,mg/L,88.9,-0.0002,0.002,1,1,1,-0.0004,-0.0001,-0.0001
FASE 1,0.0015,,mg/L,>100,0.0002,0.0017,1,1,1,0.0002,0.0005,-0.0001
FASE 2,0.0006,,mg/L,>100,0.0001,0.0017,1,1,1,0.0003,0.0003,-0.0004
FASE 3,0.0005,,mg/L,>100,0.0001,0.0023,1,1,1,0.0001,0.0005,-0.0004
VSP NORTE,-0.0004,,mg/L,>100,-0.0001,0.0023,1,1,1,-0.0001,-0.0004,0.0004
CELDA 8.1,0.0051,,mg/L,59.2,0.0006,0.0015,1,1,1,0.0002,0.0009,0.0007
CELDA 8.2,-0.0001,,mg/L,>100,0,0.0017,1,1,1,-0.0004,-0.0002,0.0005
CELDA 8.3,-0.0011,,mg/L,82.9,-0.0001,0.0021,1,1,1,0,-0.0002,-0.0003
PATRON,0.5071,,mg/L,1.2,0.0629,0.0003,1,1,1,0.0637,0.0624,0.0626
BLANCO,-0.0011,,mg/L,>100,-0.0001,-0.0001,1,1,1,-0.0006,0.0005,-0.0003
BLANCO REACTIVO,0,,mg/L,9.8,-0.0004,0.0001,1,1,1,-0.0004,-0.0005,-0.0004
H KCA PE,0.003,,mg/L,73.3,0.0004,0.0023,1,1,1,0.0007,0.0001,0.0003
H KCA PE,0.0008,,mg/L,>100,0.0001,0.0025,1,1,1,-0.0002,0.0003,0.0002
H KCA PE,0.0031,,mg/L,82.7,0.0004,0.0022,1,1,1,0.0007,0.0003,0.0001
PATRON,0.5074,,mg/L,0.1,0.063,0.0004,1,1,1,0.0629,0.063,0.0629
H KCA PE,0.0036,,mg/L,>100,0.0005,0.0028,1,1,1,0.0012,-0.0003,0.0005
H KCA PE,0.002,,mg/L,85,0.0003,0.0029,1,1,1,0.0001,0.0005,0.0001
PATRON,0.5097,,mg/L,0.9,0.0632,0.0002,1,1,1,0.0628,0.063,0.0638
BLANCO,0.0048,,mg/L,16.5,0.0006,-0.0001,1,1,1,0.0007,0.0006,0.0005
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0003,1,1,1,0.0005,-0.0003,-0.0004
M1 PE,0.0007,,mg/L,>100,0.0001,0.0023,1,1,1,0.0002,-0.0001,0.0002
M2 PE,-0.0003,,mg/L,>100,0,0.0024,1,1,1,-0.0004,0.0005,-0.0002
M3 PE,0.0004,,mg/L,>100,0,0.0024,1,1,1,-0.0001,0.0003,-0.0001
M4 PE,0.0022,,mg/L,>100,0.0003,0.0021,1,1,1,0.0007,-0.0001,0.0002
PATRON,0.5081,,mg/L,0.3,0.063,-0.0001,1,1,1,0.0629,0.0633,0.0629
P KCA PE,0.0003,,mg/L,>100,0,0.0024,1,1,1,0,-0.0004,0.0005
PATRON,0.5106,,mg/L,1.1,0.0633,0.0002,1,1,1,0.0626,0.0635,0.064
BLANCO,0.0026,,mg/L,>100,0.0003,-0.0007,1,1,1,0.0003,0,0.0007
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0007,1,1,1,0.0004,-0.0002,-0.0002
ELY 1,0.0032,,mg/L,>100,0.0004,0.0017,1,1,1,0.001,-0.0002,0.0005
ELY 2,0.0018,,mg/L,70.5,0.0002,0.0019,1,1,1,0.0002,0.0001,0.0004
ELY 3,0.0024,,mg/L,96.5,0.0003,0.0018,1,1,1,0.0006,0.0001,0.0002
ELY 4,0.0018,,mg/L,>100,0.0002,0.002,1,1,1,0.0005,0,0.0002
PATRON,0.5002,,mg/L,0.7,0.0621,-0.0002,1,1,1,0.0626,0.0617,0.0619
ELY P,0.0003,,mg/L,>100,0,0.0019,1,1,1,0.0005,-0.0002,-0.0001
PATRON,0.5069,,mg/L,1.5,0.0629,-0.0008,1,1,1,0.0639,0.0628,0.062
BLANCO,-0.0017,,mg/L,>100,-0.0002,-0.0005,1,1,1,0,-0.0006,0
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0007,1,1,1,0,-0.0003,0.0006
S.RICA,0.0026,,mg/L,93.4,0.0003,0.0015,1,1,1,0.0006,0.0001,0.0003
PATRON,0.5082,,mg/L,0.7,0.0631,-0.0005,1,1,1,0.0634,0.0632,0.0626
BLANCO,0.0056,,mg/L,43.6,0.0007,-0.0014,1,1,1,0.0009,0.0008,0.0004
