PATRON,0.0465,,mg/L,6,0.0001,0.0023,-0.0009,0.0022,0.0024,0.0022
BLANCO,0.0002,,mg/L,>100,0.0001,-0.0001,0.0009,-0.0001,0,-0.0002
BLANCO REACTIVO,0,,mg/L,10.7,0.0001,-0.001,0.0002,-0.0011,-0.0011,-0.0009
H KCA PO,0.0408,,mg/L,9.8,0.0002,0.002,-0.0017,0.0021,0.0018,0.0021
H KCA PO,0.0435,,mg/L,4.3,0.0001,0.0021,-0.0018,0.0021,0.0021,0.0022
H KCA PO,0.0439,,mg/L,14.3,0.0003,0.0022,-0.0019,0.0025,0.0021,0.0019
PATRON,0.0486,,mg/L,8.2,0.0002,0.0026,-0.0019,0.0028,0.0023,0.0026
H KCA PO,0.0397,,mg/L,6.9,0.0001,0.0019,-0.0018,0.0018,0.0019,0.0021
H KCA PO,0.0417,,mg/L,2.7,0.0001,0.002,0.0022,0.0021,0.002,0.002
PATRON,0.0484,,mg/L,6.9,0.0002,0.0024,-0.0012,0.0022,0.0025,0.0025
BLANCO,-0.0027,,mg/L,80.5,0.0002,-0.0002,0.0009,-0.0004,-0.0003,0
BLANCO REACTIVO,0,,mg/L,5.4,0.0001,-0.0012,0.0001,-0.0012,-0.0013,-0.0012
M1 PO,0.0453,,mg/L,12.1,0.0003,0.0022,0.003,0.0025,0.002,0.0021
M2 PO,0.033,,mg/L,9,0.0001,0.0016,0.003,0.0017,0.0015,0.0016
M3 PO,0.0262,,mg/L,2.6,0,0.0012,0.003,0.0013,0.0012,0.0013
M4 PO,0.0209,,mg/L,5.6,0.0001,0.001,0.0029,0.001,0.001,0.0009
PATRON,0.0463,,mg/L,5.3,0.0001,0.0023,-0.001,0.0022,0.0023,0.0024
P KCA PO,0.0154,,mg/L,12.5,0.0001,0.0007,0.0028,0.0006,0.0007,0.0008
PATRON,0.0499,,mg/L,10.9,0.0003,0.0025,-0.0014,0.0022,0.0024,0.0028
BLANCO,0.001,,mg/L,>100,0.0001,0,0.0005,0,0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,3.1,0,-0.0013,-0.0005,-0.0013,-0.0014,-0.0013
CELDA 8,0.0432,,mg/L,7.7,0.0002,0.0021,0.0026,0.0021,0.002,0.0023
CANAL,0.022,,mg/L,11.4,0.0001,0.001,0.0031,0.0009,0.001,0.0011
FASE 1,0.0611,,mg/L,4,0.0001,0.0028,0.0034,0.0028,0.0029,0.0027
FASE 2,0.0341,,mg/L,11.5,0.0001,0.0013,0.0034,0.0012,0.0012,0.0014
FASE 3,0.0234,,mg/L,31.6,0.0002,0.0007,0.0033,0.0004,0.0008,0.0008
VSP NORTE,0.017,,mg/L,78.6,0.0002,0.0003,0.0038,0,0.0004,0.0005
CELDA 8.1,0.0178,,mg/L,35.7,0.0001,0.0003,0.0023,0.0003,0.0005,0.0002
CELDA 8.2,0.0097,,mg/L,68.4,0.0001,-0.0001,0.0023,-0.0002,0,-0.0002
CELDA 8.3,0.0083,,mg/L,38.1,0.0001,-0.0002,0.0024,-0.0002,-0.0001,-0.0003
PATRON,0.049,,mg/L,11.9,0.0003,0.0024,-0.0014,0.0022,0.0023,0.0027
BLANCO,-0.0016,,mg/L,76.9,0.0001,-0.0002,0.0005,0,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,8.2,0.0001,-0.0014,-0.0007,-0.0014,-0.0016,-0.0014
H KCA PE,0.0445,,mg/L,3.8,0.0001,0.0022,-0.0021,0.0022,0.0021,0.0022
H KCA PE,0.0426,,mg/L,3.9,0.0001,0.0021,0.0023,0.0021,0.002,0.0021
H KCA PE,0.0462,,mg/L,13,0.0003,0.0024,0.0018,0.0026,0.0021,0.0026
PATRON,0.0499,,mg/L,8.4,0.0002,0.0026,0.0018,0.0029,0.0024,0.0026
H KCA PE,0.0411,,mg/L,13.8,0.0003,0.002,-0.0016,0.0017,0.002,0.0023
H KCA PE,0.0446,,mg/L,7.1,0.0002,0.0022,-0.0016,0.0022,0.0023,0.002
PATRON,0.0466,,mg/L,3.4,0.0001,0.0025,0.0017,0.0024,0.0025,0.0025
BLANCO,-0.0041,,mg/L,22.1,0,-0.0002,-0.0006,-0.0002,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,57,0.0001,-0.0001,-0.0002,0,-0.0002,-0.0001
M1 PE,0.0207,,mg/L,6.1,0.0001,0.0011,0.0014,0.0012,0.0011,0.001
M2 PE,0.0127,,mg/L,23.4,0.0002,0.0007,0.0016,0.0006,0.0009,0.0006
M3 PE,0.0098,,mg/L,36.4,0.0002,0.0006,0.0011,0.0008,0.0005,0.0004
M4 PE,0.0067,,mg/L,19.2,0.0001,0.0004,0.001,0.0003,0.0005,0.0004
PATRON,0.0492,,mg/L,7.2,0.0002,0.0026,-0.0021,0.0027,0.0024,0.0027
P KCA PE,0.0068,,mg/L,26.9,0.0001,0.0004,0.002,0.0005,0.0003,0.0005
PATRON,0.0478,,mg/L,11,0.0003,0.0025,-0.0023,0.0026,0.0027,0.0022
BLANCO,0.0045,,mg/L,9.8,0,0.0003,-0.0006,0.0003,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,53.6,0.0002,0.0004,-0.0006,0.0002,0.0005,0.0004
ELY 1,0.0181,,mg/L,8.2,0.0001,0.001,0.0011,0.0011,0.0009,0.0009
ELY 2,0.0127,,mg/L,19,0.0001,0.0007,0.0011,0.0009,0.0007,0.0006
ELY 3,0.0066,,mg/L,4.6,0,0.0004,0.0011,0.0004,0.0004,0.0004
ELY 4,0.0036,,mg/L,46.6,0.0001,0.0002,0.001,0.0003,0.0003,0.0001
PATRON,0.047,,mg/L,11.8,0.0003,0.0025,-0.0032,0.0026,0.0027,0.0021
ELY P,0.0047,,mg/L,69.3,0.0002,0.0003,0.0011,0.0004,0.0001,0.0004
PATRON,0.0459,,mg/L,12.4,0.0002,0.0019,0.0021,0.0022,0.0017,0.0019
BLANCO,0.0046,,mg/L,18.1,0.0001,-0.0004,0.0029,-0.0004,-0.0005,-0.0004
BLANCO REACTIVO,0,,mg/L,10,0.0002,-0.0024,0.0005,-0.0022,-0.0027,-0.0023
NOROESTE,0.0298,,mg/L,2.3,0,0.001,0.005,0.001,0.001,0.001
TRITURADORA,0.0227,,mg/L,13.3,0.0001,0.0006,0.0043,0.0007,0.0007,0.0005
VICTORIA,0.0267,,mg/L,6.9,0.0001,0.0008,0.0046,0.0008,0.0009,0.0008
