Analista,,,,,,,,,
Fecha de inicio,02/04/2023 06:57 p. m.  GMT: 02/04/2023 11:57 p. m.,,,,,,,,
Hoja de trabajo,SA000855_6 REE,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0196,,mg/L,0.3,0.1349,0.1351,0.1344,0.1351
,BLANCO,0.001,,mg/L,30.6,0.0001,0.0002,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,27.6,-0.0002,-0.0001,-0.0002,-0.0003
,SA000840-004,7.4539,,mg/L,2.7,0.0363,0.0352,0.037,0.0367
,SA000840-005,8.6666,,mg/L,0.3,0.0422,0.042,0.0423,0.0422
,SA000840-006,8.3212,,mg/L,0.5,0.0405,0.0405,0.0403,0.0407
,SA000840-007,1.1456,,mg/L,2.4,0.0059,0.0058,0.0057,0.006
,SA000840-008,4.6054,,mg/L,0.7,0.0223,0.0222,0.0225,0.0223
,PATRON,1.0183,,mg/L,0.1,0.118,0.1179,0.1182,0.1179
,SA000840-009,6.3136,,mg/L,9.5,0.0293,0.0325,0.0279,0.0275
,SA000840-010,3.2057,,mg/L,1,0.0148,0.015,0.0149,0.0147
,SA000842-018,10.3115,,mg/L,0.4,0.048,0.0478,0.048,0.0481
,SA000842-019,25.272,,mg/L,0.2,0.1172,0.1172,0.1175,0.1171
,SA000842-020,36.6626,,mg/L,0.3,0.1921,0.1917,0.1919,0.1928
,PATRON,0.9816,,mg/L,0.3,0.1138,0.1142,0.1136,0.1135
,BLANCO,-0.0038,,mg/L,72.4,-0.0004,-0.0001,-0.0005,-0.0007
,BLANCO REACTIVO,0,,mg/L,30.6,0.0005,0.0007,0.0005,0.0003
,SA000842-021,36.1895,,mg/L,0.4,0.1897,0.1902,0.1902,0.1888
,SA000842-022,72.6123,,mg/L,0.3,0.3152,0.3141,0.316,0.3155
,SA000842-023,59.3595,,mg/L,0.3,0.2645,0.2638,0.2645,0.2653
,SA000842-025,4.8492,,mg/L,0.6,0.0225,0.0225,0.0226,0.0223
,SA000844-005,312.377,,mg/L,8.6,0.1443,0.1301,0.1531,0.1497
,PATRON,1.0097,,mg/L,0.5,0.117,0.1175,0.1165,0.117
,BLANCO,0.0105,,mg/L,30,0.0012,0.0016,0.0012,0.0008
,BLANCO REACTIVO,0,,mg/L,11.5,0.0007,0.0008,0.0006,0.0007
