PATRON,4.9899,,mg/L,1.7,0.0525,1,1,1,0.0518,0.0535,0.0522
BLANCO,0.0231,,mg/L,33.2,0.0002,1,1,1,0.0003,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,66,-0.0001,1,1,1,-0.0001,0,-0.0002
FASE 1,0.0329,,mg/L,35.6,0.0004,1,1,1,0.0004,0.0004,0.0002
PATRON,4.936,,mg/L,0.9,0.0519,1,1,1,0.0524,0.0518,0.0515
FASE 2,0.0159,,mg/L,43.2,0.0002,1,1,1,0.0003,0.0001,0.0002
FASE 3,0.0382,,mg/L,22.7,0.0004,1,1,1,0.0004,0.0003,0.0005
PATRON,5.0244,,mg/L,0.8,0.0529,1,1,1,0.0533,0.0528,0.0525
BLANCO,0.0016,,mg/L,>100,0,1,1,1,0,0.0001,0
BLANCO REACTIVO,0,,mg/L,61.6,-0.0001,1,1,1,-0.0001,-0.0002,0
VSP NORTE,0.0146,,mg/L,>100,0.0002,1,1,1,0.0004,0,0.0001
CELDA 8.1,0.0201,,mg/L,60.7,0.0002,1,1,1,0.0001,0.0003,0.0002
CELDA 8.2,0.0152,,mg/L,80.1,0.0002,1,1,1,0.0003,0,0.0002
CELDA 8.3,0.7309,,mg/L,1,0.0078,1,1,1,0.0077,0.0079,0.0078
PATRON,5.0233,,mg/L,0.3,0.0528,1,1,1,0.0527,0.0529,0.053
BLANCO,-0.0297,,mg/L,13.7,-0.0003,1,1,1,-0.0003,-0.0003,-0.0004
BLANCO REACTIVO,0,,mg/L,19,-0.0006,1,1,1,-0.0005,-0.0007,-0.0005
