Analista,,,,,,,,,,
Fecha de inicio,23/12/2023 11:43 a. m.  GMT: 23/12/2023 05:43 p. m.,,,,,,,,,
Hoja de trabajo,EX00002_6,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Ag,,,,,,,,,
,,,,,,,,,,
Método: Ag VHAAg (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,1.0058,,mg/L,1.3,0.1263,0.0007,0.1281,0.1251,0.1257
,BLANCO,-0.0004,,mg/L,>100,-0.0001,0.0001,-0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,68.7,0.0007,-0.0006,0.0007,0.0011,0.0002
,EX000002-001,0.5245,,mg/L,28.3,0.0029,0.0015,0.0038,0.0025,0.0023
,EX000002-002,1.0941,,mg/L,2.6,0.0059,0.0038,0.0059,0.006,0.0057
,EX000002-003,0.1695,,mg/L,69.1,0.0009,0.0021,0.0011,0.0014,0.0002
,EX000002-004,0.2647,,mg/L,36.1,0.0015,0.0027,0.0009,0.0019,0.0015
,EX000002-005,0.2459,,mg/L,41.3,0.0013,0.0023,0.001,0.002,0.001
,PATRON,0.9951,,mg/L,0.8,0.1251,-0.0009,0.1253,0.1239,0.1259
,EX000002-006,0.2868,,mg/L,13.6,0.0016,0.0021,0.0018,0.0013,0.0016
,EX000002-007,0.2271,,mg/L,28.1,0.0012,0.0016,0.0011,0.0016,0.001
,EX000002-008,1.4739,,mg/L,5.5,0.0079,0.0047,0.0074,0.0083,0.0081
,EX000002-009,0.568,,mg/L,16,0.0031,0.0029,0.0036,0.0031,0.0026
,EX000002-010,17.4381,,mg/L,0.9,0.0906,0.0033,0.0914,0.0907,0.0898
,PATRON,1.0063,,mg/L,1,0.1264,-0.0008,0.127,0.1272,0.125
,BLANCO,-0.0019,,mg/L,>100,-0.0003,-0.0009,-0.0003,0.0001,-0.0006
,BLANCO REACTIVO,0,,mg/L,>100,0.0005,-0.0004,-0.0005,0.0011,0.0007
,EX000002-011,0.4307,,mg/L,14,0.0024,0.0027,0.0026,0.002,0.0025
,EX000002-012,15.1017,,mg/L,0.9,0.0779,0.0059,0.0784,0.0771,0.0783
,EX000002-013,0.0358,,mg/L,>100,0.0002,0.0037,0.001,-0.0003,-0.0001
,EX000002-014,0.3215,,mg/L,28.5,0.0017,0.0041,0.0012,0.0018,0.0022
,EX000002-015,0.5714,,mg/L,31.7,0.0031,0.0028,0.0042,0.0022,0.0029
,PATRON,1.0106,,mg/L,0.9,0.1269,-0.0004,0.1257,0.1272,0.1279
,EX000002-016,0.4204,,mg/L,35.1,0.0023,0.0022,0.0014,0.0024,0.003
,EX000002-017,7.2124,,mg/L,1.8,0.038,0.0037,0.0378,0.0375,0.0388
,EX000002-018,7.4211,,mg/L,1.2,0.0396,0.0034,0.0396,0.04,0.0391
,EX000002-019,1.0492,,mg/L,17,0.0057,0.0024,0.0054,0.0049,0.0068
,EX000002-020,0.3432,,mg/L,48.6,0.0019,0.0024,0.001,0.0017,0.0028
,PATRON,0.9922,,mg/L,0.4,0.1247,-0.0004,0.1241,0.1251,0.125
,BLANCO,0.0006,,mg/L,>100,0.0001,-0.0008,0.0005,-0.001,0.0007
,BLANCO REACTIVO,0,,mg/L,84.9,0.0004,-0.0001,0.0004,0.0001,0.0007
,EX000002-021,0.31,,mg/L,8.8,0.0017,0.0044,0.0018,0.0016,0.0016
,EX000002-022,0.3631,,mg/L,33.1,0.002,0.0066,0.0012,0.0024,0.0024
,EX000002-023,-0.0372,,mg/L,>100,-0.0002,0,-0.0004,-0.0005,0.0003
,EX000002-024,0.4947,,mg/L,9.3,0.0027,0.0041,0.0029,0.0028,0.0024
,EX000002-025,0.0335,,mg/L,>100,0.0002,0.0034,0.0008,-0.0002,0
,PATRON,0.9963,,mg/L,1.2,0.1252,0.0001,0.1259,0.1262,0.1235
,EX000002-026,1.5399,,mg/L,6.5,0.0083,0.0044,0.0078,0.0082,0.0089
,EX000002-027,0.6167,,mg/L,26.5,0.0034,0.0044,0.0023,0.0038,0.004
,EX000002-028,0.7014,,mg/L,18.2,0.0043,0.0039,0.0052,0.0037,0.0041
,EX000002-029,0.0347,,mg/L,>100,0.0002,-0.0006,-0.0005,0.0005,0.0005
,EX000002-030,15.2045,,mg/L,0.6,0.0789,0.0019,0.0785,0.0794,0.0789
,PATRON,1.0001,,mg/L,0.3,0.1257,-0.0004,0.126,0.1252,0.1257
,BLANCO,0.0004,,mg/L,>100,0.0001,-0.0008,0.0003,0.0002,-0.0003
,BLANCO REACTIVO,0,,mg/L,>100,-0.0007,0.0007,0.0001,-0.0013,-0.0009
,EX000002-031,0.7536,,mg/L,20.6,0.0041,0.0049,0.0045,0.0031,0.0047
,EX000002-032,0.6559,,mg/L,15.7,0.0036,0.0041,0.0034,0.0042,0.0031
,PATRON,0.9985,,mg/L,1.7,0.1255,0.0009,0.1249,0.1236,0.1278
,BLANCO,0.0103,,mg/L,30.5,0.0014,0.0001,0.0019,0.0011,0.0012
,BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0003,0.0015,0.0001,-0.0006
