PATRON,5.061,,mg/L,0.5,0.0507,0.051,0.0505,0.0505
BLANCO,0.064,,mg/L,8.6,0.0007,0.0006,0.0007,0.0007
BLANCO REACTIVO,0,,mg/L,17.8,0.0006,0.0005,0.0006,0.0007
FASE 1,0.0296,,mg/L,24.6,0.0003,0.0004,0.0003,0.0002
FASE 2,0.0274,,mg/L,38.3,0.0003,0.0004,0.0002,0.0002
FASE 3,0.0302,,mg/L,9.7,0.0003,0.0003,0.0003,0.0003
VSP NORTE,0.1106,,mg/L,2.4,0.0011,0.0011,0.0011,0.0011
CELDA 8.1,0.0359,,mg/L,42.1,0.0004,0.0004,0.0002,0.0005
CELDA 8.2,0.0326,,mg/L,30.4,0.0003,0.0003,0.0003,0.0004
CELDA 8.3,0.0497,,mg/L,10.3,0.0005,0.0004,0.0005,0.0005
PATRON,4.9079,,mg/L,0.9,0.0492,0.0489,0.0489,0.0497
BLANCO,0.0213,,mg/L,52,0.0002,0.0001,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,11,0.0006,0.0007,0.0006,0.0006
