PATRON,1.0123,,mg/L,5.8,0.0012,0.02,0.0188,0.02,0.0211
BLANCO,-0.0059,,mg/L,23.4,0,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,12.6,0,-0.0002,-0.0002,-0.0002,-0.0002
H,0.2166,,mg/L,2.7,0.0001,0.0043,0.0044,0.0043,0.0042
C1,0.2119,,mg/L,3.2,0.0001,0.0042,0.0042,0.0044,0.0041
C2,0.2114,,mg/L,1.4,0.0001,0.0042,0.0042,0.0043,0.0041
PATRON,0.9994,,mg/L,1.7,0.0003,0.0197,0.0196,0.0195,0.0201
BLANCO,0.0058,,mg/L,13.4,0,0.0001,0.0001,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,55.9,0,-0.0001,0,-0.0001,-0.0001
C3,0.2192,,mg/L,1.8,0.0001,0.0044,0.0044,0.0044,0.0043
C4,0.2139,,mg/L,1.2,0.0001,0.0042,0.0043,0.0043,0.0042
T,0.2076,,mg/L,0.7,0,0.0041,0.0042,0.0041,0.0041
PATRON,1.0144,,mg/L,3.8,0.0008,0.02,0.0204,0.0205,0.0192
BLANCO,0.0043,,mg/L,58.9,0.0001,0.0001,0,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,65.4,0.0001,0.0001,0.0002,0.0002,0
ELY1,0.1723,,mg/L,2.8,0.0001,0.0034,0.0033,0.0035,0.0034
ELY2,0.1553,,mg/L,2.9,0.0001,0.0031,0.003,0.0031,0.0032
ELY3,0.1353,,mg/L,2,0.0001,0.0027,0.0027,0.0027,0.0026
PATRON,1.0114,,mg/L,1.6,0.0003,0.02,0.0196,0.0201,0.0203
BLANCO,0.0003,,mg/L,>100,0.0001,0,0,0,0.0001
BLANCO REACTIVO,0,,mg/L,15.1,0,0.0003,0.0003,0.0003,0.0004
ELY4,0.1032,,mg/L,5,0.0001,0.0021,0.0019,0.0021,0.0021
ELY5,0.0846,,mg/L,2.3,0,0.0017,0.0017,0.0017,0.0016
PATRON,1.0063,,mg/L,1,0.0002,0.0199,0.0201,0.0198,0.0197
BLANCO,0.0052,,mg/L,75.8,0.0001,0.0001,0.0001,0.0002,0
BLANCO REACTIVO,0,,mg/L,16.1,0.0001,0.0004,0.0005,0.0003,0.0004
