Analista,NR,,,,,,,,
Fecha de inicio,06:22 a. m. 18/02/2026  GMT: 12:22 p. m. 18/02/2026,,,,,,,,
Hoja de trabajo,SA008027,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.4955,,mg/L,1,2.2,0.0173,-0.0061,
,BLANCO,-0.0061,,mg/L,1,60,-0.0002,0.0008,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0002,0.0013,
,SA008027-001,0.0767,,mg/L,1,2.2,0.0114,-0.0016,30
,SA008027-002,0.1847,,mg/L,1,1.3,0.0277,-0.0017,30
,SA008027-003,0.0674,,mg/L,1,6.1,0.01,-0.001,30.01
,SA008027-004,0.4229,,mg/L,1,0.5,0.0641,-0.002,30.01
,SA008027-005,0.0485,,mg/L,1,2.4,0.0072,-0.0008,30
,PATRON,0.5194,,mg/L,1,1.6,0.0181,-0.0069,
,SA008027-006,0.5759,,mg/L,1,0.9,0.0877,-0.0026,30
,SA008027-007,0.1888,,mg/L,1,2.5,0.0283,-0.0021,30
,SA008027-008,0.4633,,mg/L,1,0.1,0.0703,-0.0029,30
,SA008027-009,0.2771,,mg/L,1,2,0.0418,-0.0023,3
,SA008027-010,0.2094,,mg/L,1,0.2,0.0315,-0.0018,30
,PATRON,0.5035,,mg/L,1,1.3,0.0176,-0.007,
,BLANCO,-0.0004,,mg/L,1,>100,0,-0.0022,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0003,0.0003,
,SA008027-011,0.0275,,mg/L,1,7.2,0.0041,-0.0013,30
,SA008027-012,0.0665,,mg/L,1,2.7,0.0099,-0.0026,30
,SA008027-013,0.0266,,mg/L,1,9.3,0.004,-0.0012,3
,SA008027-014,0.0483,,mg/L,1,5.6,0.0072,-0.0009,30
,SA008027-015,0.0615,,mg/L,1,1.3,0.0092,-0.0012,30
,PATRON,0.5066,,mg/L,1,1.7,0.0177,-0.0066,
,SA008027-016,0.1806,,mg/L,1,1.2,0.0271,-0.002,30
,SA008027-017,0.1493,,mg/L,1,0.7,0.0224,-0.0008,30.01
,SA008027-018,0.1193,,mg/L,1,1.9,0.0178,-0.0011,30
,SA008027-019,0.4507,,mg/L,1,0.3,0.0684,-0.0016,30.01
,SA008027-020,-0.0023,,mg/L,1,>100,-0.0004,-0.0013,30
,PATRON,0.506,,mg/L,1,0.9,0.0192,-0.0085,
,BLANCO,0.0086,,mg/L,1,78.8,0.0003,-0.0018,
,BLANCO REACTIVO,0,,mg/L,1,7.2,0.0014,-0.0029,
,SA008027-021,0.0058,,mg/L,1,39.5,0.0009,-0.001,30
,SA008027-022,0.0035,,mg/L,1,25.7,0.0005,-0.001,3
,SA008027-023,0.0704,,mg/L,1,1,0.0105,-0.0009,30.01
,SA008027-024,0.0657,,mg/L,1,2.7,0.0098,-0.0016,3
,SA008027-025,0.1039,,mg/L,1,1.9,0.0155,-0.0015,30.01
,PATRON,0.4845,,mg/L,1,1.4,0.0169,-0.0062,
,SA008027-026,1.0509,,mg/L,1,0.2,0.1661,-0.0029,30
,SA008027-027,0.1579,,mg/L,1,0.7,0.0257,-0.0029,30
,SA008027-028,0.122,,mg/L,1,1.7,0.0199,-0.003,30
,SA008027-029,0.1157,,mg/L,1,1.6,0.0188,-0.0039,30.01
,SA008027-030,0.1268,,mg/L,1,1.3,0.0206,-0.0036,30
,PATRON,0.519,,mg/L,1,1.4,0.0197,-0.0083,
,BLANCO,-0.0037,,mg/L,1,>100,-0.0001,-0.0033,
,BLANCO REACTIVO,0,,mg/L,1,24.6,0.0015,-0.0011,
,SA008027-031,0.5108,,mg/L,1,0.2,0.0824,-0.0051,30
,SA008027-032,0.3569,,mg/L,1,1.6,0.0578,-0.0057,30
,PATRON,0.4865,,mg/L,1,2.8,0.0185,-0.0106,
,BLANCO,-0.0011,,mg/L,1,>100,0,-0.0032,
,BLANCO REACTIVO,0,,mg/L,1,52.5,0.0011,-0.0012,
