PATRON,4.9907,,mg/L,0.6,0.0552,0.0552,0.0555,0.0548
BLANCO,0.0041,,mg/L,>100,0,0.0001,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0.0002,0.0002
FASE 1,0.0219,,mg/L,51,0.0002,0.0004,0.0001,0.0003
FASE 2,0.0431,,mg/L,15,0.0005,0.0004,0.0005,0.0005
FASE 3,0.047,,mg/L,18.5,0.0005,0.0005,0.0006,0.0005
VSP NORTE,0.0195,,mg/L,74.6,0.0002,0.0001,0.0002,0.0004
CELDA 8.1,0.0281,,mg/L,42.8,0.0003,0.0004,0.0004,0.0002
CELDA 8.2,0.0321,,mg/L,9.1,0.0004,0.0003,0.0004,0.0003
CELDA 8.3,0.1189,,mg/L,7.4,0.0013,0.0014,0.0012,0.0014
PATRON,4.9354,,mg/L,0.3,0.0546,0.0546,0.0544,0.0547
BLANCO,0.0173,,mg/L,39.1,0.0002,0.0002,0.0003,0.0001
BLANCO REACTIVO,0,,mg/L,45,0.0004,0.0002,0.0005,0.0004
