PATRON,5.0504,,mg/L,0.5,0.0508,0.0505,0.051,0.0508
BLANCO,0.0198,,mg/L,15.5,0.0002,0.0002,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,47,0.0003,0.0001,0.0004,0.0003
FASE 1,0.0336,,mg/L,27.7,0.0003,0.0003,0.0003,0.0005
FASE 2,0.062,,mg/L,16.5,0.0006,0.0008,0.0006,0.0006
FASE 3,0.0671,,mg/L,6.9,0.0007,0.0006,0.0007,0.0007
VSP NORTE,0.0292,,mg/L,4.3,0.0003,0.0003,0.0003,0.0003
CELDA 8.1,0.0526,,mg/L,24.6,0.0005,0.0004,0.0006,0.0006
CELDA 8.2,0.0442,,mg/L,13.2,0.0005,0.0005,0.0004,0.0005
CELDA 8.3,4.4394,,mg/L,1,0.0447,0.0442,0.045,0.045
PATRON,5.0334,,mg/L,0.8,0.0506,0.0505,0.0511,0.0502
BLANCO,0.0087,,mg/L,84,0.0001,0,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,79.1,0.0001,0.0001,0,0.0001
