Analista,GGP,,,,,,,,
Fecha de inicio,12:16 p. m. 13/01/2026  GMT: 06:16 p. m. 13/01/2026,,,,,,,,
Hoja de trabajo,SA007651,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5087,,mg/L,1,1.9,0.0192,0.0008,
Au,BLANCO,0.0074,,mg/L,1,6.3,0.0003,-0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,37.4,0.0006,-0.0004,
Au,SA007651-001,1.1903,,mg/L,1,1.4,0.1957,-0.0004,30
Au,SA007651-002,0.1871,,mg/L,1,2.1,0.0304,-0.001,30.03
Au,SA007651-003,0.4571,,mg/L,1,21.1,0.0736,-0.0012,30.01
Au,SA007651-004,0.0441,,mg/L,1,7.2,0.0071,-0.0005,30
Au,SA007651-005,0.004,,mg/L,1,33.7,0.0006,-0.0003,30.01
Au,PATRON,0.52,,mg/L,1,1.3,0.0197,0,
Au,SA007651-006,0.0268,,mg/L,1,7.3,0.0043,-0.0002,30.01
Au,SA007651-007,0.071,,mg/L,1,4.9,0.0115,-0.0003,30.03
Au,SA007651-008,0.0201,,mg/L,1,3.1,0.0032,-0.0009,30
Au,SA007651-009,0.0027,,mg/L,1,>100,0.0004,-0.0003,30.01
Au,SA007651-010,0.028,,mg/L,1,1.9,0.0045,-0.0002,30
Au,PATRON,0.4945,,mg/L,1,0.7,0.0187,0.0011,
Au,BLANCO,0.0026,,mg/L,1,>100,0.0001,-0.0011,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0.0006,-0.0005,
Au,SA007651-011,0.02,,mg/L,1,3.7,0.0032,-0.0003,30
Au,SA007651-012,0.0315,,mg/L,1,4.9,0.0051,-0.0005,30.01
Au,SA007651-013,0.025,,mg/L,1,6.4,0.004,0.0001,30.01
Au,SA007651-014,0.0316,,mg/L,1,5,0.0051,-0.0005,30.01
Au,SA007651-015,0.02,,mg/L,1,5.4,0.0032,0.0003,30
Au,PATRON,0.4859,,mg/L,1,0.5,0.0184,0.0009,
Au,SA007651-016,0.0332,,mg/L,1,3.9,0.0054,-0.0009,30
Au,SA007651-017,0.0928,,mg/L,1,2.8,0.015,-0.0003,30
Au,SA007651-018,0.0889,,mg/L,1,3.2,0.0144,-0.0003,30.02
Au,SA007651-019,0.0014,,mg/L,1,>100,0.0002,-0.0003,3
Au,SA007651-020,0.0367,,mg/L,1,2.3,0.0059,-0.0005,30.02
Au,PATRON,0.4932,,mg/L,1,2.3,0.0186,0.0005,
Au,BLANCO,0.0016,,mg/L,1,>100,0.0001,-0.0006,
Au,BLANCO REACTIVO,0,,mg/L,1,22.8,0.0006,0.0001,
Au,SA007651-021,0.2069,,mg/L,1,1.5,0.0337,-0.0004,30.01
Au,SA007651-022,0.2981,,mg/L,1,1.1,0.0487,-0.0016,30
Au,SA007651-023,0.0843,,mg/L,1,2.2,0.0136,-0.0017,30
Au,SA007651-024,0.1092,,mg/L,1,2,0.0177,-0.001,30
Au,SA007651-025,0.1417,,mg/L,1,2.3,0.023,-0.0011,30.03
Au,PATRON,0.5186,,mg/L,1,1.5,0.0196,0.0003,
Au,SA007651-026,0.1825,,mg/L,1,0.3,0.0297,-0.0001,30
Au,SA007651-027,0.0392,,mg/L,1,3.6,0.0063,-0.001,30.01
Au,SA007651-028,0.0675,,mg/L,1,1.5,0.0109,-0.0005,30.01
Au,SA007651-029,0.0559,,mg/L,1,2,0.009,-0.0007,30.01
Au,SA007651-030,0.0848,,mg/L,1,1,0.0137,-0.0006,30.02
Au,PATRON,0.5078,,mg/L,1,0.8,0.0192,0.0003,
Au,BLANCO,0.0072,,mg/L,1,>100,0.0003,-0.001,
Au,BLANCO REACTIVO,0,,mg/L,1,48,0.0007,-0.001,
Au,SA007651-031,0.0451,,mg/L,1,1.1,0.0073,-0.0009,30.01
Au,SA007651-032,0.0515,,mg/L,1,3.9,0.0082,0.0002,30.02
Au,PATRON,0.502,,mg/L,1,0.4,0.0186,0.0013,
Au,BLANCO,0.0056,,mg/L,1,>100,0.0002,-0.0006,
Au,BLANCO REACTIVO,0,,mg/L,1,71.3,0.0006,-0.0008,
