PATRON,4.8044,,mg/L,0.4,0.0503,0.0501,0.0505,0.0504
BLANCO,0.016,,mg/L,78.8,0.0002,0.0001,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,37.2,0.0002,0.0001,0.0002,0.0002
FASE 1,0.048,,mg/L,13.9,0.0005,0.0006,0.0004,0.0006
FASE 2,0.0437,,mg/L,9.1,0.0005,0.0005,0.0004,0.0005
FASE 3,0.0378,,mg/L,28.5,0.0004,0.0004,0.0005,0.0003
VSP NORTE,0.0355,,mg/L,17.4,0.0004,0.0004,0.0004,0.0003
CELDA 8.1,0.059,,mg/L,5.4,0.0006,0.0006,0.0006,0.0007
CELDA 8.2,0.0471,,mg/L,14,0.0005,0.0005,0.0006,0.0005
CELDA 8.3,0.1185,,mg/L,6.7,0.0013,0.0012,0.0012,0.0014
PATRON,4.8064,,mg/L,1.6,0.0504,0.0494,0.0506,0.051
BLANCO,-0.0082,,mg/L,29.1,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,5.3,0.001,0.0009,0.001,0.001
