Analista,NR,,,,,,,,
Fecha de inicio,11:27 a. m. 12/01/2026  GMT: 05:27 p. m. 12/01/2026,,,,,,,,
Hoja de trabajo,SA007637,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5186,,mg/L,1,0.5,0.0199,0.0016,
Au,BLANCO,0.014,,mg/L,1,73.8,0.0005,-0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,-0.0007,
Au,SA007637-001,0.3511,,mg/L,1,0.8,0.0587,-0.0003,30
Au,SA007637-002,0.3821,,mg/L,1,0.3,0.0641,-0.0003,30.01
Au,SA007637-003,1.2893,,mg/L,1,0.6,0.223,0.0003,30.01
Au,SA007637-004,0.0507,,mg/L,1,1,0.0083,0.0002,30
Au,SA007637-005,0.1153,,mg/L,1,1.8,0.0189,0,30
Au,PATRON,0.5043,,mg/L,1,0.3,0.0193,0.0012,
Au,SA007637-006,0.1142,,mg/L,1,1.2,0.0188,0.0007,30
Au,SA007637-007,0.0024,,mg/L,1,36.6,0.0004,0.0005,30.01
Au,SA007637-008,0.158,,mg/L,1,1,0.0261,-0.0001,30.01
Au,SA007637-009,0.1909,,mg/L,1,0.7,0.0316,0.0004,30
Au,SA007637-010,-0.0004,,mg/L,1,>100,-0.0001,0.0002,30.01
Au,PATRON,0.4997,,mg/L,1,1.6,0.0191,0.0016,
Au,BLANCO,0.0031,,mg/L,1,>100,0.0001,-0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,56,-0.0007,0.0012,
Au,SA007637-011,0.0892,,mg/L,1,0.1,0.0146,0.0001,3
Au,SA007637-012,0.041,,mg/L,1,3.9,0.0067,0.0002,30.03
Au,SA007637-013,0.1467,,mg/L,1,1.3,0.0242,0.0003,30.01
Au,SA007637-014,0.1339,,mg/L,1,1.4,0.022,0.0006,30.01
Au,SA007637-015,0.1069,,mg/L,1,43,0.0175,0.0006,30.01
Au,PATRON,0.4825,,mg/L,1,2.1,0.0185,0.0031,
Au,SA007637-016,0.1073,,mg/L,1,0.3,0.0176,0.0023,30
Au,SA007637-017,0.0716,,mg/L,1,3,0.0117,0.0021,30.03
Au,SA007637-018,0.0708,,mg/L,1,0.3,0.0116,0.0022,30.02
Au,SA007637-019,0.1923,,mg/L,1,1.2,0.0318,0.0017,30.02
Au,SA007637-020,0.3114,,mg/L,1,0.6,0.0519,0.0014,30
Au,PATRON,0.4803,,mg/L,1,1.3,0.0184,0.0027,
Au,BLANCO,0.0038,,mg/L,1,>100,0.0001,0.0014,
Au,BLANCO REACTIVO,0,,mg/L,1,14.1,-0.0013,0.0008,
Au,SA007637-021,0.134,,mg/L,1,0.6,0.022,0.0019,30
Au,SA007637-022,0.0019,,mg/L,1,38.6,0.0003,0.002,3
Au,SA007637-023,0.1221,,mg/L,1,14.9,0.0201,0.0021,30.01
Au,SA007637-024,0.0301,,mg/L,1,7,0.0049,0.0021,30.02
Au,SA007637-025,0.205,,mg/L,1,0.8,0.0339,0.0023,30.02
Au,PATRON,0.4839,,mg/L,1,1.1,0.0185,0.0031,
Au,SA007637-026,0.1224,,mg/L,1,0.8,0.0201,0.0024,30.01
Au,SA007637-027,0.1173,,mg/L,1,0.7,0.0193,0.0022,30.01
Au,SA007637-028,0.2822,,mg/L,1,1.1,0.047,0.0018,30.03
Au,SA007637-029,0.0846,,mg/L,1,1.2,0.0139,0.0019,30.03
Au,SA007637-030,0.2344,,mg/L,1,0.9,0.0389,0.0017,30
Au,PATRON,0.4832,,mg/L,1,1.4,0.0185,0.0038,
Au,BLANCO,0.0028,,mg/L,1,>100,0.0001,0.0015,
Au,BLANCO REACTIVO,0,,mg/L,1,48.9,-0.0007,0.0005,
Au,SA007637-031,0.2463,,mg/L,1,1.5,0.0409,0.0019,30
Au,SA007637-032,0.142,,mg/L,1,1.1,0.0234,0.0018,30
Au,PATRON,0.4817,,mg/L,1,2.7,0.0185,0.0033,
Au,BLANCO,-0.004,,mg/L,1,>100,-0.0002,0.002,
Au,BLANCO REACTIVO,0,,mg/L,1,13.8,-0.001,0.0009,
