PATRON,0.1943,,mg/L,6.6,0.0104,-0.0012,1,1,1,0.0099,0.0112,0.01
BLANCO,0,,mg/L,82.2,0.0009,-0.0008,1,1,1,0.0002,0.0008,0.0016
BLANCO REACTIVO,0,,mg/L,8.4,0.0003,-0.0002,1,1,1,0.0002,0.0003,0.0003
CELDA 8,0.0308,,mg/L,8.6,0.0024,0.0022,1,1,1,0.0023,0.0026,0.0023
CANAL,0.0195,,mg/L,46,0.0018,0.0017,1,1,1,0.0011,0.0017,0.0027
FASE 1,0.0241,,mg/L,8.9,0.0021,0.0027,1,1,1,0.0019,0.0022,0.0021
PATRON,0.1964,,mg/L,1.1,0.0105,-0.0019,1,1,1,0.0104,0.0106,0.0104
FASE 2,0.0506,,mg/L,9.5,0.0034,0.0022,1,1,1,0.0036,0.003,0.0035
FASE 3,0.0274,,mg/L,36.8,0.0022,0.0024,1,1,1,0.0013,0.0027,0.0027
PATRON,0.2068,,mg/L,7.8,0.011,-0.0021,1,1,1,0.01,0.0114,0.0116
BLANCO,-0.0007,,mg/L,36.4,0.0008,-0.0012,1,1,1,0.0012,0.0008,0.0006
BLANCO REACTIVO,0,,mg/L,65.5,0.0005,-0.0004,1,1,1,0.0003,0.0008,0.0003
VSP NORTE,0.0366,,mg/L,11.8,0.0027,0.0013,1,1,1,0.0029,0.0023,0.0027
CELDA 8.1,0.0058,,mg/L,56.3,0.0012,0.0024,1,1,1,0.0011,0.0005,0.0018
CELDA 8.2,0.0058,,mg/L,44.7,0.0012,0.0023,1,1,1,0.0016,0.0014,0.0006
CELDA 8.3,-0.0013,,mg/L,23.9,0.0008,0.0038,1,1,1,0.0008,0.0007,0.001
PATRON,0.2003,,mg/L,4.8,0.0107,-0.0029,1,1,1,0.0106,0.0112,0.0102
S. RICA,0.0064,,mg/L,33.9,0.0012,0.0027,1,1,1,0.0013,0.0016,0.0008
PATRON,0.1877,,mg/L,4.4,0.01,-0.0023,1,1,1,0.0106,0.0098,0.0098
BLANCO,-0.0039,,mg/L,30.6,0.0007,-0.0017,1,1,1,0.0006,0.0009,0.0005
BLANCO REACTIVO,0,,mg/L,18.5,0.0007,-0.0009,1,1,1,0.0008,0.0007,0.0005
TRITURADORA,-0.0039,,mg/L,65.1,0.0007,0.0026,1,1,1,0.0012,0.0005,0.0004
VICTORIA,-0.0184,,mg/L,>100,0,0.0028,1,1,1,0.0004,-0.0004,0
CELDA 1,0.0131,,mg/L,26.9,0.0015,0.0017,1,1,1,0.0016,0.0011,0.0019
CELDA 2,0.0059,,mg/L,27.5,0.0012,0.0025,1,1,1,0.0008,0.0013,0.0014
CELDA 3,0.0153,,mg/L,61,0.0016,0.0018,1,1,1,0.0024,0.0005,0.0019
CELDA 4A,0.0059,,mg/L,15.8,0.0012,0.0025,1,1,1,0.001,0.0014,0.0011
CELDA 4B,0.0088,,mg/L,25.6,0.0013,0.0025,1,1,1,0.0012,0.001,0.0017
CELDA 5A,0.0146,,mg/L,37.2,0.0016,0.0018,1,1,1,0.0014,0.0011,0.0023
CELDA 5B,-0.0047,,mg/L,62.2,0.0007,0.0029,1,1,1,0.0006,0.0011,0.0003
PATRON,0.1975,,mg/L,5.3,0.0105,-0.0033,1,1,1,0.011,0.0107,0.0099
BLANCO,0.0018,,mg/L,26.7,0.001,-0.0026,1,1,1,0.0013,0.0007,0.0009
BLANCO REACTIVO,0,,mg/L,73.6,0.0013,-0.0018,1,1,1,0.0003,0.0023,0.0015
