PATRON,0.9976,,mg/L,0.5,0.0006,0.1299,0.0024,1,1,1,0.1292,0.1305,0.13
BLANCO,0.004,,mg/L,82.1,0.0004,0.0005,-0.0008,1,1,1,0.0004,0.001,0.0002
BLANCO REACTIVO,0,,mg/L,46.3,0.0002,0.0005,-0.001,1,1,1,0.0005,0.0006,0.0002
H KCA PO,0.0154,,mg/L,27.9,0.0006,0.002,0.0007,1,1,1,0.0027,0.0018,0.0017
H KCA PO,0.02,,mg/L,1.2,0,0.0026,-0.0001,1,1,1,0.0026,0.0026,0.0027
H KCA PO,0.0153,,mg/L,23.5,0.0005,0.002,0.0005,1,1,1,0.0023,0.0023,0.0015
PATRON,1.0167,,mg/L,0.7,0.001,0.1323,-0.0008,1,1,1,0.1331,0.1327,0.1313
H KCA PO,0.0029,,mg/L,>100,0.0009,0.0004,0.0021,1,1,1,-0.0007,0.0007,0.0011
H KCA PO,0.011,,mg/L,16.1,0.0002,0.0015,0.0008,1,1,1,0.0016,0.0016,0.0012
PATRON,1.0035,,mg/L,0.6,0.001,0.1712,-0.0031,1,1,1,0.1721,0.1702,0.1713
BLANCO,-0.0011,,mg/L,>100,0.0002,-0.0002,-0.0002,1,1,1,-0.0004,-0.0002,0
BLANCO REACTIVO,0,,mg/L,60.4,0.0003,-0.0005,-0.0007,1,1,1,-0.0002,-0.0007,-0.0007
M1 PO,0.0198,,mg/L,5.7,0.0002,0.0027,0.001,1,1,1,0.0025,0.0028,0.0028
M2 PO,0.0223,,mg/L,10.6,0.0003,0.003,0.0011,1,1,1,0.0028,0.0034,0.0028
M3 PO,0.023,,mg/L,16.4,0.0005,0.0031,0.0009,1,1,1,0.0037,0.0027,0.0029
M4 PO,0.0225,,mg/L,15.5,0.0005,0.003,0.0005,1,1,1,0.0036,0.0028,0.0027
PATRON,1.0001,,mg/L,0.4,0.0005,0.1265,0.0037,1,1,1,0.1263,0.1271,0.1261
P KCA PO,0.0166,,mg/L,10.7,0.0003,0.0029,0.0027,1,1,1,0.0029,0.0026,0.0032
PATRON,1.0163,,mg/L,0.7,0.0009,0.1285,0.0013,1,1,1,0.1293,0.1286,0.1276
BLANCO,-0.014,,mg/L,52.5,0.0009,-0.0018,0.0022,1,1,1,-0.0028,-0.0016,-0.0009
BLANCO REACTIVO,0,,mg/L,>100,0.0006,0.0002,0.0002,1,1,1,0.0001,-0.0003,0.0008
CELDA 8,0.0027,,mg/L,40.8,0.0001,0.0003,0.0022,1,1,1,0.0003,0.0003,0.0005
CANAL,0.0305,,mg/L,6.4,0.0002,0.0039,0.0024,1,1,1,0.0041,0.0036,0.004
FASE 1,0.0035,,mg/L,65.8,0.0003,0.0005,0.0017,1,1,1,0.0003,0.0003,0.0008
FASE 2,-0.003,,mg/L,60.7,0.0002,-0.0004,0.0023,1,1,1,-0.0003,-0.0003,-0.0007
FASE 3,-0.0015,,mg/L,>100,0.0005,-0.0002,0.0024,1,1,1,-0.0001,0.0003,-0.0007
VSP NORTE,0.0078,,mg/L,38.3,0.0004,0.001,0.0021,1,1,1,0.0014,0.0006,0.001
CELDA 8.1,0.0172,,mg/L,18.6,0.0004,0.0022,0.0016,1,1,1,0.0021,0.0026,0.0018
CELDA 8.2,0.0052,,mg/L,75.6,0.0005,0.0007,0.0017,1,1,1,0.0005,0.0012,0.0003
CELDA 8.3,0.004,,mg/L,15.1,0.0001,0.0005,0.0019,1,1,1,0.0005,0.0006,0.0004
S. RICA,0.0186,,mg/L,10.2,0.0002,0.0024,0.0019,1,1,1,0.0022,0.0026,0.0023
PATRON,0.9947,,mg/L,1.4,0.0017,0.1258,0.0013,1,1,1,0.1275,0.1259,0.124
BLANCO,0.0016,,mg/L,>100,0.0002,0.0002,-0.0005,1,1,1,0.0004,0,0.0003
BLANCO REACTIVO,0,,mg/L,42,0.0002,0.0005,-0.0005,1,1,1,0.0007,0.0004,0.0003
H KCA PE,0.0132,,mg/L,9.2,0.0002,0.0023,0.0028,1,1,1,0.0025,0.0022,0.0021
