PATRON,5.0043,,mg/L,0.6,0.0522,1,1,1,0.0526,0.052,0.0521
BLANCO,0.0526,,mg/L,37.8,0.0006,1,1,1,0.0005,0.0008,0.0004
BLANCO REACTIVO,0,,mg/L,8.8,0.0018,1,1,1,0.0019,0.0016,0.0017
FASE 1,0.0095,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0003,0.0001
PATRON,4.9285,,mg/L,1.5,0.0515,1,1,1,0.0523,0.0511,0.0509
FASE 2,0.0246,,mg/L,99.5,0.0003,1,1,1,0.0004,0.0005,0
FASE 3,0.0718,,mg/L,16.9,0.0008,1,1,1,0.0009,0.0007,0.0007
PATRON,5.022,,mg/L,0.7,0.0524,1,1,1,0.0526,0.0527,0.052
BLANCO,0.0325,,mg/L,10.7,0.0003,1,1,1,0.0004,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,2.1,0.002,1,1,1,0.002,0.002,0.002
VSP NORTE,0.066,,mg/L,24.7,0.0007,1,1,1,0.0006,0.0006,0.0009
CELDA 8.1,0.0713,,mg/L,37.5,0.0008,1,1,1,0.0004,0.001,0.0009
CELDA 8.2,0.0911,,mg/L,19.1,0.001,1,1,1,0.0012,0.0009,0.0009
CELDA 8.3,2.5589,,mg/L,0.2,0.027,1,1,1,0.0269,0.027,0.027
PATRON,5.0394,,mg/L,0.8,0.0526,1,1,1,0.0531,0.0523,0.0524
BLANCO,0.0525,,mg/L,17,0.0006,1,1,1,0.0005,0.0007,0.0005
BLANCO REACTIVO,0,,mg/L,14,0.0027,1,1,1,0.0025,0.0025,0.0031
