PATRON,5.0235,,mg/L,0.6,0.1002,0.0999,0.1009,0.0999
BLANCO,0.0114,,mg/L,89.6,0.0002,0.0003,0,0.0004
BLANCO REACTIVO,0,,mg/L,16.1,0.0005,0.0006,0.0004,0.0004
H,3.3012,,mg/L,0.5,0.0661,0.0661,0.0664,0.0657
C1,3.3392,,mg/L,0.8,0.0668,0.0674,0.0663,0.0669
C2,3.3284,,mg/L,0.6,0.0666,0.0663,0.0666,0.0671
PATRON,5.0116,,mg/L,1,0.1,0.0991,0.1011,0.0998
BLANCO,-0.0073,,mg/L,>100,-0.0001,-0.0003,-0.0001,0
BLANCO REACTIVO,0,,mg/L,15.2,0.0004,0.0004,0.0003,0.0004
C3,3.3289,,mg/L,1.4,0.0666,0.0667,0.0657,0.0675
C4,3.3066,,mg/L,1.2,0.0662,0.0653,0.0666,0.0667
T,3.3215,,mg/L,0.7,0.0665,0.0669,0.0666,0.066
PATRON,5.0022,,mg/L,0.8,0.0998,0.0989,0.0999,0.1006
BLANCO,-0.0054,,mg/L,>100,-0.0001,0,0,-0.0002
BLANCO REACTIVO,0,,mg/L,42.9,0.0003,0.0003,0.0002,0.0004
DP1,0.0864,,mg/L,7.6,0.0017,0.0019,0.0016,0.0018
DP2,0.1736,,mg/L,4.5,0.0035,0.0037,0.0034,0.0034
DP3,0.2869,,mg/L,1.7,0.0058,0.0057,0.0059,0.0057
PATRON,5.0163,,mg/L,0.7,0.1001,0.0993,0.1005,0.1005
BLANCO,-0.0139,,mg/L,64.3,-0.0003,-0.0001,-0.0005,-0.0002
BLANCO REACTIVO,0,,mg/L,2.4,-0.0003,-0.0003,-0.0003,-0.0003
DP4,0.0917,,mg/L,1.6,0.0018,0.0019,0.0018,0.0018
DP5,0.0687,,mg/L,10.8,0.0014,0.0014,0.0015,0.0012
DP6,24.8091,,mg/L,0.3,0.4595,0.4585,0.4589,0.461
PATRON,4.9815,,mg/L,0.8,0.0994,0.0995,0.1002,0.0986
BLANCO,-0.0045,,mg/L,93.1,-0.0001,-0.0002,-0.0001,0
BLANCO REACTIVO,0,,mg/L,6,-0.0005,-0.0004,-0.0004,-0.0005
ELY1,3.3746,,mg/L,0.2,0.0675,0.0676,0.0674,0.0677
ELY2,3.3008,,mg/L,0.4,0.0661,0.0659,0.066,0.0664
ELY3,3.3148,,mg/L,1.4,0.0664,0.0669,0.0653,0.0669
PATRON,5.0049,,mg/L,0.2,0.0999,0.0999,0.1001,0.0996
BLANCO,-0.0004,,mg/L,>100,0,0.0002,0,-0.0002
BLANCO REACTIVO,0,,mg/L,35.5,-0.0004,-0.0006,-0.0004,-0.0003
ELY4,3.3554,,mg/L,0.5,0.0672,0.0668,0.0673,0.0674
ELY5,3.2295,,mg/L,1,0.0647,0.0652,0.064,0.0649
PATRON,4.9969,,mg/L,0.3,0.0997,0.1001,0.0995,0.0996
BLANCO,-0.0107,,mg/L,55.2,-0.0002,-0.0001,-0.0004,-0.0002
BLANCO REACTIVO,0,,mg/L,22.4,-0.0006,-0.0006,-0.0007,-0.0005
BLANCO,-0.0107,,mg/L,55.2,-0.0002,-0.0001,-0.0004,-0.0002
